city,state_abbr,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg
Roxbury,CT,27698.67145,42115.51263,77,502,3152,0,11,3420827,1346
Roxbury,ME,965.1070847,1538.922908,9,81,675,0,0,732685,0
Roxbury,NH,2535.511124,5505.837357,3,27,187,0,0,202759,0
Roxbury,NJ,914853.7273,1518204.627,586,9653,82494,3506,350466,158977589,42070852
Roxbury,NY,56359.48146,95862.74905,31,1041,9620,0,0,17321135,0
Roxbury,VT,826.566073,1706.800647,7,82,574,0,0,622724,0
Roxton,TX,1376.564096,1577.930691,12,114,1353,11,1597,1811937,191655
Roy,NM,699.3137936,1149.453266,2,17,175,0,0,225169,0
Roy,UT,157717.9723,288702.8228,348,4558,51731,1350,181788,63806051,21822294
Roy,WA,62.10187746,67.36009315,18,121,1226,10,1230,1512012,147603
Royal,IA,392.3268751,671.5728779,6,24,268,18,2929,290159,351595
Royal,IL,942.1339609,1644.394,1,7,77,0,0,78546,18
Royal,NE,544.639879,648.8145919,84,2036.75,20858.25,726.25,141295.25,22576218.5,16961483.25
Royal Center,IN,1813.577342,2120.072051,17,102,1033,45,7633,1760977,916325
Royal City,WA,1401.485949,1761.486956,16,310,6221,0,1,7672944,116
Royal Oak,MI,1773656.693,3570600.774,1370,22379,232600,4619,708064,303598642,84997855
Royalston,MA,5928.392832,5608.355889,13,107,722,0,0,783452,0
Royalston,NH,2371.357133,2243.342356,13,107,722,0,0,783452,0
Royalton,MN,1472.549982,2834.957167,19,94,1018,54,8896,1102196,1067866
Royalton,NY,69668.83449,111179.2005,162,1134,10758,448,79172,19369445,9504052
Royalton,PA,910.1091313,1733.978357,11,102,1190,67,8352,2293162,1002546
Royalton,VT,14098.65049,23197.67399,64,1328,9252,0,0,10040869,0
Royersford,PA,9703.558517,17432.22235,83,559,5504,275,33255,10607391,3991976
Royse City,TX,24020.44222,37857.06912,53,944,11257,73,10901,15072631,1308633
Rozel,KS,252.132457,220.8464455,2,34,286,3,474,514944,56853
Ruby,AK,546.45606,403.0116399,192,8518.25,50448.75,2445.25,150016.5,69593323.5,18008372
Rudd,IA,64.55430888,122.2189641,12,51,564,20,3369,610028,404381
Rudolph,WI,1708.266877,2441.370962,10,264,2358,62,9603,3078276,1152727
Rufus,OR,5437.526086,9827.430445,24,290,3166,0,0,3904893,0
Rugby,ND,18807.66245,45791.91008,115,3782,46154,264,48815,49955668,5859877
Ruidoso,NM,271713.944,545939.372,271,4643,47750,0,0,61326402,0
Ruidoso Downs,NM,13862.06248,18969.40564,29,530,5455,0,0,7005659,0
Rule,TX,1664.035795,1770.28711,9,84,995,6,858,1332862,102954
Ruleville,MS,12734.89639,36944.6805,54,471,6047,0,0,9594942,0
Rulo,NE,225.7580311,163.4844745,4,22,256,4,712,277471,85511
Ruma,IL,1096.271221,2215.404429,11,117,1316,0,0,1344602,0
Rumford,ME,138252.5421,333055.8076,127,1743,14610,0,18,15855637,2125
Rumney,NH,12195.3442,17641.06054,44,314,2151,0,0,2334601,0
Rumson,NJ,61893.20535,97544.76302,220,2762,23600,815,77990,45480659,9362092
Runaway Bay,TX,1548.269007,2376.867697,21,264,3152,28,4165,4220789,499984
Runge,TX,1290.813322,1484.952666,12,103,1226,15,2306,1641146,276764
Runnells,IA,150.5781808,192.0821573,8,36,391,10,1674,422818,200948
Runnemede,NJ,99912.99682,153240.7128,186,3137,26007,0,20,50118075,2457
Rupert,ID,8084.443199,13219.99947,90,764,10174,289,40937,12549101,4914228
Rupert,NY,1599.362,826.2898102,0,104,722,0,0,783987,0
Rupert,VT,3998.404999,2065.724525,0,104,722,0,0,783987,0
Ruscombmanor,PA,16043.72844,28830.17596,70,259,2701,153,18801,5204827,2256947
Rush,NY,34266.95644,63826.21951,92,631,5821,279,55738,10480704,6690886
Rush,PA,99572.83409,163391.2008,154,2871,32378,647,82887,62399465,9949913
Rush Center,KS,298.6105285,323.3354786,9,126,1155,9,1198,2080070,143764
Rush City,MN,7802.347745,14791.61354,90,518,5202,384,63750,5629978,7652707
Rush Springs,OK,2462.48762,2731.748883,15,198,2603,36,5234,5523609,628307
Rushford,MN,6442.003868,9929.827259,36,287,2645,28,4743,2862959,569327
Rushford,NY,11586.82131,19480.21466,28,167,1542,18,3364,2775741,403871
Rushford Village,MN,3843.598366,6269.838858,12,100,916,9,1547,991246,185679
Rushmore,MN,64.55430888,122.2189641,7,151,1853,31,5321,2005879,638750
Rushville,IL,18295.55581,44656.10688,111,874,9821,0,0,10032852,0
Rushville,IN,8567.647628,14757.07063,151,1483,16593,207,28974,28289178,3478147
Rushville,NE,2827.11775,3572.567541,34,131,766,0,0,1341455,0
Rushville,OH,268.8889991,285.5546282,8,55,539,8,1506,919355,180815
Rusk,TX,19157.91608,47497.50701,75,1306,15563,129,19644,20838208,2358133
Ruskin,NE,644.9489925,823.6940427,5,28,326,0,0,352585,0
Russell,IA,701.2676413,956.5345322,8,88,969,29,4733,989725,568143
Russell,KS,20090.55897,47509.71717,119,2346,20461,180,24625,36845853,2956009
Russell,KY,30871.9272,61266.87946,83,2820,23592,400,54624,40221776,6557254
Russell,MA,5079.016904,8518.302113,64,550,3616,0,8,3924004,1017
Russell,MN,2386.813685,2587.076011,2,15,155,0,1,167442,124
Russell,NY,11579.19898,26851.01297,18,81,771,0,0,1388029,0
Russell Springs,KY,8833.904184,13661.64611,103,1362,14494,0,0,24296777,1
Russells Point,OH,1563.338598,2048.870161,43,362,4047,56,10177,6899910,1221626
Russellville,AR,301815.9125,573427.5963,523,8598,105045,2353,370168,167614225,44435938
Russellville,IN,352.834114,543.9317605,7,55,619,0,1,1055083,172
Russellville,KY,38141.44082,92361.25535,264,4645,40169,351,49322,67335317,5920697
Russellville,OH,1381.502478,1223.10818,14,126,1304,0,1,2223141,73
Russia,NY,2694.134324,4537.28099,35,186,1768,0,0,3183753,21
Russia,OH,876.5631581,1242.995232,37,262,2924,38,6449,4985073,774142
Russiaville,IN,925.9506282,1223.822208,10,240,2696,0,0,4596329,0
Ruston,LA,206349.6699,510259.9254,355,11477,143533,729,92084,229026942,11054051
Ruston,WA,1958.93525,3313.676055,18,209,2538,92,10957,3130895,1315252
Rutherford,NJ,257415.1776,440333.6272,333,4684,38832,1662,229697,74833762,27573473
Rutherford,TN,4305.859703,4667.922002,27,254,2314,0,0,3879260,2
Ruthton,MN,252.132457,220.8464455,7,48,481,0,0,520526,0
Ruthven,IA,129.1086178,244.4379282,25,126,1379,41,6858,1492503,823211
Rutland,IL,225.7580311,163.4844745,2,44,496,5,876,844882,105181
Rutland,MA,56216.17513,88071.86206,98,896,6051,0,0,6566725,0
Rutland,ND,520.6953167,662.939297,7,109,1373,0,1,1486265,81
Rutland,NY,28780.45917,50785.13223,38,257,2440,85,16974,4394212,2037567
Rutland,OH,3589.985057,5724.016296,3,22,217,4,779,370130,93507
Rutland,PA,514.5699112,1111.648599,3,36,354,17,2288,681734,274683
Rutland,VT,293841.4862,566100.3436,668,14749,102770,0,0,111532921,0
Rutledge,MN,145.7049949,319.7020082,1,12,129,0,0,139302,58
Rutledge,TN,2708.219976,3621.589944,11,423,4128,0,0,6919874,2
Ryan,IA,118.5377882,187.2007798,17,75,817,47,7402,884768,888597
Ryan,OK,1034.025372,1905.206344,18,160,2102,14,2033,4461090,244050
Ryder,ND,64.55430888,122.2189641,2,83,1026,5,997,1110139,119688
Rye,CT,136100.0185,219384.287,878,29602,179519,3805,713104,268990269,85602871
Rye,NH,63849.90507,110926.7059,154,1582,10959,262,22947,11892944,2754560
Rye,NY,816600.111,1316305.722,878,29602,179519,3805,713104,268990269,85602871
Rye,PA,19782.28729,30112.45229,27,128,1530,0,0,2949142,52
Ryegate,MT,1008.167461,1303.117933,6,47,425,0,0,524401,5
Ryegate,NH,1275.475839,2257.228871,28,199,1382,0,0,1499714,0
Ryegate,VT,3826.427518,6771.686613,28,199,1382,0,0,1499714,0
Ryland Heights,KY,1071.152066,1646.300879,6,51,647,8,1150,1102240,138067
Sabattus,ME,28054.92086,47515.65251,75,607,5084,0,6,5517171,689
Sabetha,KS,19480.90961,49608.4301,90,973,9778,43,6055,17608157,726869
Sabin,MN,383.5166258,454.617567,5,123,1237,19,3295,1338686,395491
Sabina,OH,1032.991439,1068.418495,71,452,5052,67,11671,8613544,1401054
Sabinal,TX,3148.292666,3943.906394,25,267,3182,2,75,4261090,9007
Sabula,IA,131.3841689,233.7711215,11,47,511,31,4813,552762,577807
Sabula,IL,131.3841689,233.7711215,11,47,511,31,4813,552762,577807
Sac City,IA,16696.35565,42794.31436,93,502,5494,202,34740,5946507,4170249
Sachse,TX,72466.36528,119936.3676,192,2346,27963,190,28550,37442961,3427180
Saco,ME,360323.3953,692575.9355,380,6754,56607,1320,124145,61434017,14902724
Saco,MT,64.55430888,122.2189641,2,19,169,1,186,208586,22302
Sacramento,CA,7847451.189,14853796.98,5795,126826,923123,23332,2819642,1236070021,338477360
Sacramento,KY,6416.623133,9003.428934,19,151,1594,23,3216,2671313,386045
Sacred Heart,MN,493.2653825,625.5246833,11,77,781,34,6111,845006,733639
Saddle Brook,NJ,393452.1926,702425.6228,338,5896,48879,2005,276992,94196869,33250814
Saddle River,NJ,67209.99514,104448.6029,83,1087,8974,469,64757,16157346,7773550
Sadieville,KY,255.8167811,391.3292072,4,49,529,10,1332,887297,159891
Sadler,TX,294.3800517,387.0855951,4,40,475,3,508,636574,61024
Sadorus,IL,848.2137109,1302.520881,7,68,764,0,0,780266,0
Sadsbury,PA,11635.83166,19670.02217,231,2478,26919,357,47206,51876256,5666762
Safford,AZ,61058.56449,137368.2077,172,983,8687,262,28780,11157191,3454774
Sageville,IA,249.0717221,672.245875,4,31,342,15,2472,370524,296752
Saginaw,MI,318038.9878,786289.9346,858,13303,111944,2881,441608,146114217,53011842
Saginaw,TX,17012.27856,26297.10714,177,2279,27168,242,36351,36377484,4363639
Saguache,CO,1381.796734,2528.99185,12,54,587,9,1763,1028813,211620
Sahuarita,AZ,47738.89921,88725.17561,71,1798,14718,219,24501,18902092,2941167
Salado,TX,16693.68828,26151.77044,61,799,9526,84,12593,12754652,1511748
Salamanca,NY,13184.8706,21678.6118,153,1395,13273,382,69115,23898650,8296799
Salem,AR,16667.79562,45109.01327,41,576,7013,0,0,11190495,0
Salem,CT,41815.14914,73756.01708,78,730,4583,0,1,4973491,108
Salem,IA,972.3772091,1221.567646,8,38,413,21,3088,447314,370636
Salem,IL,58470.81503,128446.9766,144,2733,30737,479,56664,31401190,6802158
Salem,IN,10599.24068,17516.13949,200,2505,28067,927,136214,47850603,16351467
Salem,KY,954.2912743,1860.086285,36,351,3699,52,7344,6200492,881640
Salem,MA,1067246.079,2055544.242,1528,46921,347097,10230,1056902,376692573,126873439
Salem,MO,34658.33584,76625.21,149,1405,15809,0,0,16150127,3
Salem,NE,372.8899169,260.1308569,34,554.25,5165.5,37.5,6539.75,5590882.75,785055.25
Salem,NH,569645.6758,947194.7806,648,25868,204900,3220,282782,222371234,33945958
Salem,NJ,9626.972633,17870.50247,132,1914,13370,501,51441,25766058,6175062
Salem,NY,12935.26546,18335.18182,80,453,4251,0,14,7653396,1659
Salem,OH,41601.78733,92309.20259,296,3933,39007,1224,223093,66503420,26780662
Salem,OR,795010.5738,1541908.206,2620,39698,440898,7636,810193,543812431,97257690
Salem,PA,23822.28355,38912.75661,272,4531,52949,212,30437,93902281,3653613
Salem,SD,5918.121749,9614.465737,61,503,5248,185,35145,5680690,4218942
Salem,UT,29381.69748,56591.67495,92,935,10615,274,36861,13092561,4424877
Salem,VT,6467.632731,9167.590911,80,453,4251,0,14,7653396,1659
Salesville,AR,1197.956047,2883.936041,6,50,604,6,849,963311,101937
Salford,PA,1297.785773,2293.580015,54,291,3232,0,10,6229361,1246
Salida,CO,32301.69032,70596.53334,206,1439,15619,269,50094,27368993,6013415
Salina,KS,392605.8263,742141.6564,776,14761,148653,2335,318978,267698043,38291013
Salina,NY,182298.0772,302892.8532,719,14627,139110,2926,582994,250475731,69984133
Salina,OK,691.469559,976.4193798,20,1522,20013,0,26,42464492,3133
Salina,UT,5877.619255,9994.221708,48,371,4214,173,23330,5197723,2800546
Salinas,CA,244648.8005,452531.0762,1402,37944,204866,5428,656011,274317341,78749268
Saline,LA,129.2884081,279.6916908,6,87,1076,5,629,1717284,75531
Saline,MI,32209.72097,57618.02017,197,4398,45714,0,0,59667361,0
Salineville,OH,967.3339581,1157.060875,24,137,1359,30,5445,2316988,653644
Salisbury,CT,71494.75447,123549.7751,154,1380,8665,0,0,9404167,0
Salisbury,MA,116923.1066,189506.5518,372,7351,49002,0,4,53180551,464
Salisbury,MD,416229.9659,817564.8966,710,16917,143406,0,0,276363026,0
Salisbury,NH,33170.10512,48703.96489,244,6135,41455,0,5,44989422,591
Salisbury,NY,22715.40251,43206.84381,175,1492,9733,33,6595,11327849,791681
Salisbury,PA,37995.71014,54352.73704,442,7718,89097,1273,156398,171703749,18774431
Salisbury,VT,6787.535582,15086.16715,31,185,1289,0,0,1398636,0
Salix,IA,66.08629127,124.1471542,3,16,174,5,838,188084,100644
Sallisaw,OK,34898.98628,75362.05496,183,2222,29210,0,0,61979131,0
Salmon,ID,25402.42656,57841.96935,137,1057,14013,0,0,17283959,0
Salt Lake City,UT,3538750.174,6024309.381,3926,86172,978022,27230,3667865,1206312453,440300340
Salt Lick,KY,780.5976196,1322.934667,5,48,517,7,870,866625,104442
Saltillo,MS,31170.03009,49203.93109,54,1034,8975,96,13249,15044463,1590422
Saltillo,PA,1465.469964,2449.262447,1,4,45,0,0,87175,7
Saltillo,TN,193.6629266,366.6568923,13,190,1639,0,0,2746849,13
Saltlick,PA,17933.97107,29486.81268,69,346,3756,215,27282,6403711,3274979
Salyersville,KY,2778.082143,3896.149518,67,1118,9378,0,0,15719782,0
Samburg,TN,344.9465808,647.0414576,15,128,1165,21,2675,1953139,321091
Sammamish,WA,211658.896,368949.173,393,4815,48686,961,114553,60050053,13751203
Sammons Point,IL,198.4538467,434.4259502,5,30,343,20,3303,349982,396449
San Angelo,TX,488283.8062,960804.8403,1377,27080,322762,1852,277780,432178370,33345500
San Anselmo,CA,102411.5343,178053.5627,305,5658,30506,1450,175250,40847184,21037496
San Antonio,TX,28888845.2,57364369.65,16701,443860,5290272,47188,8468865,7083680435,1016625382
San Augustine,TX,16941.77188,45277.13881,60,758,9037,79,12260,12100027,1471692
San Benito,TX,52933.02928,85043.55623,303,4364,52009,706,105553,69639689,12670881
San Bernardino,CA,2215768.445,4128239.412,2495,54490,423481,4874,570465,567045324,68480152
San Bruno,CA,383628.4111,676107.2865,535,12074,65101,2732,330160,87170656,39633243
San Buenaventura (Ventura),CA,942684.4573,1825517.391,1827,31939,248252,3519,411858,332412000,49440561
San Carlos,CA,289822.3247,470113.3417,392,10572,57002,2458,297058,76326886,35659618
San Clemente,CA,702883.8836,1262766.881,959,18854,101501,1569,183727,135910974,22055122
San Diego,CA,62400630.5,115102622.9,15918,434175,2311372,46963,6075187,3094949699,729281807
San Diego,TX,5507.770275,8896.222389,69,661,7878,82,12578,10549004,1509870
San Dimas,CA,437256.1853,822347.1229,382,7770,60392,707,82734,80865706,9931630
San Felipe,TX,1857.310339,2703.184645,11,137,1633,15,2250,2187007,270063
San Fernando,CA,73189.20878,111363.8561,300,5366,41079,815,95373,55005449,11448826
San Francisco,CA,13698236.16,24736718.66,14641,785802,4236898,134969,16310978,5673247269,1958013730
San Gabriel,CA,766227.4194,1462896.946,736,11528,89602,1304,152622,119978038,18321137
San Jacinto,CA,134731.4742,225670.5637,404,5772,44866,693,81094,60075428,9734771
San Joaquin,CA,3799.796923,4136.503333,17,290,1562,39,4691,2091219,563150
San Jon,NM,346.9985073,535.3618428,3,43,444,2,292,943016,35099
San Jose,CA,20062321.8,36311550.3,10458,280928,1517782,37445,4525170,2032325340,543213602
San Jose,IL,907.4532359,992.6827853,9,76,850,90,11858,868517,1423445
San Juan,TX,155230.9696,306042.2487,242,3300,39331,542,80955,52664327,9718057
San Juan Bautista,CA,1878.840067,3320.637337,41,599,3228,196,23641,4322442,2837902
San Juan Capistrano,CA,567740.0013,990152.7798,408,11213,60136,768,89935,80522187,10796083
San Leandro,CA,723151.2249,1283682.833,1209,38824,209330,5642,681798,280294223,81844905
San Leanna,TX,341.9583627,577.7590716,5,95,1134,9,1302,1518757,156249
San Luis,AZ,77039.52217,131956.0358,42,1527,13569,104,11638,17426679,1397059
San Luis,CO,1956.863019,2623.583614,7,37,399,8,1432,698777,171935
San Luis Obispo,CA,192947.5035,379904.3568,1046,33511,180684,2387,279355,241937134,33534477
San Marcos,CA,726222.3114,1189452.685,749,18788,100008,1954,252810,133912044,30347964
San Marcos,TX,470894.3821,884151.1048,718,16747,199607,1682,259553,267274488,31157473
San Marino,CA,206792.1197,378673.3853,346,5058,39313,438,51276,52640468,6155268
San Mateo,CA,863353.7149,1684112.269,1493,42620,229801,5735,693032,307705629,83193410
San Pablo,CA,94231.91767,167280.6212,347,12495,67370,1325,160083,90209378,19216807
San Rafael,CA,1139841.129,2090088.84,1274,35450,191139,4772,576676,255937239,69225681
San Ramon,CA,946140.9812,1785473.361,601,27252,146936,2678,323652,196749360,38852001
San Saba,TX,11892.91202,16337.5814,68,756,9009,54,8099,12063188,972266
Sanborn,IA,4278.339861,7480.03219,53,246,2692,91,15103,2913826,1812969
Sanborn,MN,326.4596881,486.5697895,5,40,333,0,2,360063,220
Sanborn,ND,225.8831097,406.7920324,4,68,816,4,784,883448,94117
Sanbornton,NH,22759.34048,44392.52694,55,287,1963,77,6768,2130738,812421
Sanctuary,TX,217.7546078,443.0388854,8,72,860,8,1146,1151766,137607
Sand City,CA,3342.240317,5276.264543,66,1437,7749,347,41907,10376625,5030676
Sand Lake,MI,5298.424585,10314.05993,41,324,2725,0,0,3556247,0
Sand Lake,NY,61204.59429,105204.3573,147,1098,10398,252,50174,18721952,6023059
Sand Point,AK,2735.775901,3828.853156,4,121,715,0,0,1007206,0
Sand Springs,OK,190019.8363,300085.4565,288,4672,61424,1075,156346,130332594,18768216
Sandborn,IN,90.92873479,179.5809351,7,64,712,7,1122,1214027,134661
Sandersville,MS,52.74885181,114.723942,23,410,4087,31,4118,6485628,494393
Sandgate,NY,890.5739728,1627.324757,0,37,259,0,0,280613,0
Sandgate,VT,1335.860959,2440.987135,0,37,259,0,0,280613,0
Sandisfield,CT,4362.899562,9519.56414,19,142,957,0,0,1038176,1
Sandisfield,MA,8725.799125,19039.12828,19,142,957,0,0,1038176,1
Sandoval,IL,1312.723907,1652.757364,27,280,3143,0,0,3210900,0
Sandown,NH,27337.1655,45906.17844,84,483,3311,71,6256,3593492,750953
Sandpoint,ID,104122.4157,250188.9517,284,3871,43197,716,97305,53280142,11680794
Sandstone,MN,16288.14704,41939.35431,39,455,4856,0,8,5255886,910
Sandusky,MI,23268.18525,56598.67951,111,1143,11884,212,32548,15511707,3907191
Sandusky,OH,167448.649,345836.0438,739,13230,131196,3300,602189,223675096,72288383
Sandwich,IL,72903.56352,179055.0131,155,1119,12820,468,77598,21856405,9315081
Sandwich,MA,452075.3839,927529.5576,483,5285,32072,957,114816,34807036,13782810
Sandwich,NH,5985.878668,8071.529979,43,547,3750,0,0,4069985,0
Sandy,OR,24361.29013,41936.9089,176,1799,19964,286,30350,24624530,3643291
Sandy,UT,1262533.483,2385419.032,1901,24253,275266,7921,1066926,339519145,128076633
Sandy Creek,NY,15796.73065,21532.40573,88,529,5034,287,57275,9064830,6875447
Sandy Hook,KY,3614.820725,6450.249781,19,354,2973,0,0,4983305,0
Sandy Hook,WI,173.4316128,343.7384068,8,48,427,16,2456,556965,294789
Sandyston,NJ,15035.71511,27401.2729,43,975,8331,325,38908,16055199,4670647
Sanford,CO,226.111967,429.6299318,2,16,179,3,494,313893,59305
Sanford,ME,511936.4915,1126595.966,403,8313,69661,1328,124919,75600378,14995565
Sanford,MI,2170.742782,3345.664522,48,423,3559,93,14299,4644900,1716503
Sanford,NY,11403.00512,17697.35235,44,379,3563,0,0,6414606,26
Sanford,PA,1900.500853,2949.558725,44,379,3563,0,0,6414606,26
Sanford,TX,625.5786706,1260.966622,3,47,560,5,741,1188465,88933
Sanger,CA,39913.65224,64871.00873,162,4569,24634,485,58333,32985640,7002419
Sanger,TX,20603.99316,31212.01048,106,8520,101552,656,98346,135978721,11805776
Sangerfield,NY,33951.82659,58159.07203,74,802,7530,139,26218,13557664,3147328
Sangerville,ME,3644.669573,5289.618631,23,127,1066,0,0,1157133,0
Sansom Park,TX,5228.235612,7769.992353,55,803,9565,66,9925,12807529,1191405
Santa Ana,CA,4299790.661,7522840.271,2849,60979,473971,5585,653782,634651973,78481737
Santa Anna,TX,3763.424014,3932.701444,22,197,2344,15,2294,3138971,275320
Santa Barbara,CA,676820.903,1254347.552,2197,37500,291474,3991,467171,390286997,56080502
Santa Clara,CA,1387943.718,2270614.636,1545,62326,340919,9061,1095036,456493871,131451040
Santa Clara,NM,334.8179507,590.8791201,9,94,964,19,3518,1237804,422357
Santa Clara,NY,1189.999197,1845.566004,6,22,209,0,0,375777,0
Santa Clara,UT,16922.46,31649.08362,86,890,10146,157,21210,12514499,2546047
Santa Clarita,CA,2233725.328,3909808.071,1558,32480,252456,3094,362169,338040387,43475685
Santa Claus,IN,22554.87407,32555.01087,50,482,4101,45,5598,6991518,672009
Santa Cruz,CA,270258.0923,481846.1774,1151,25831,139276,4315,521480,186492271,62599913
Santa Fe,NM,304167.6649,600194.3937,1671,35795,368170,8371,1555023,472847384,186669106
Santa Fe,TX,70110.02242,100084.8067,185,2103,25065,265,40684,33562250,4883870
Santa Fe Springs,CA,1746832.649,2208748.364,345,8055,62606,2204,257942,83830045,30964077
Santa Maria,CA,397093.6596,733337.423,1002,23758,128100,1754,205329,171527052,24648186
Santa Monica,CA,2574662.189,4921102.651,2678,64221,496923,5638,659974,665384360,79225050
Santa Paula,CA,31504.4467,48676.30129,444,5690,44228,1150,134657,59221976,16164567
Santa Rosa,CA,1635117.466,3307366.734,2571,66177,356815,8061,974146,477779029,116939116
Santa Rosa,NM,7238.586822,12727.88159,67,898,9240,0,0,11866736,0
Santa Rosa,TX,2930.138841,3240.47651,8,73,874,14,2057,1169629,246946
Santaquin,UT,19847.83355,34446.06794,71,429,4872,173,23311,6009683,2798373
Santee,CA,314987.9948,542664.1645,604,11221,59726,1097,141886,79973991,17032368
Sapulpa,OK,386827.8242,767462.4251,402,5933,78010,1219,177002,165526935,21247800
Saranac,MI,1507.026859,2623.615074,52,424,3562,100,15316,4649892,1838543
Saranac,NY,2295.265584,3584.695855,50,295,2797,67,11638,5036047,1397060
Saratoga,CA,224435.3144,438266.5563,488,8664,46715,1402,169487,62551288,20345665
Saratoga,IN,691.9679612,1727.34362,3,22,251,8,867,428769,104042
Saratoga,NY,46245.45774,79638.09901,124,1309,12452,405,80687,22419795,9685878
Saratoga,WY,8920.635431,14844.72904,74,1374,14709,97,17325,25774426,2079791
Saratoga Springs,NY,371280.8188,746243.6036,783,17840,169669,3607,718686,305498768,86272998
Saratoga Springs,UT,51271.708,85725.15126,43,729,8264,242,32530,10193465,3905025
Sardinia,NY,45067.96403,69738.79338,69,930,8807,277,51737,15857665,6210666
Sardinia,OH,250.0395216,437.3884551,61,656,6814,18,2377,11617400,285301
Sardis,MS,5862.839619,8794.350435,37,334,4225,0,0,7081979,0
Sardis,TN,129.1086178,244.4379282,6,63,541,0,0,907579,1
Sarepta,LA,441.1970475,581.6649998,11,119,1465,8,1014,2337568,121671
Sargeant,MN,585.7965625,575.2111635,2,11,113,0,0,121846,6
Sargent,NE,1234.237799,1521.525354,23,314,2688,7,1235,2909615,148269
Sartell,MN,80417.73994,150850.4885,183,4091,41218,935,155888,44612886,18713209
Sasser,GA,372.4549533,418.7187951,7,43,442,0,0,701986,0
Satanta,KS,273.22803,201.50582,18,632,5972,38,5377,10754328,645411
Saugatuck,MI,13899.4007,22537.00972,52,770,6476,185,28399,8453216,3409137
Saugerties,NY,573582.9986,1012979.462,393,5429,45983,0,0,82794999,0
Sauget,IL,3298.538875,4947.589634,11,261,2938,0,0,3001204,0
Saugus,MA,489308.5019,830971.072,469,11004,74260,3073,339104,80591970,40706940
Sauk Centre,MN,30518.55359,66760.31012,167,1449,14598,656,109077,15800593,13093916
Sauk City,WI,22049.95265,35949.61135,78,1493,13275,453,76630,17327422,9198884
Sauk Rapids,MN,65105.31175,124057.379,158,1696,17094,553,96372,18501608,11568811
Sauk Village,IL,25836.96546,40339.3314,102,861,9863,278,46022,16815756,5524556
Saukville,WI,44048.57156,72194.373,80,1084,9343,403,59360,15928292,7125760
Sault Ste. Marie,MI,52174.96265,105886.7214,369,13164,118924,0,0,202752099,0
Saunemin,IL,225.7580311,163.4844745,4,26,301,12,1968,513720,236299
Sausalito,CA,35097.59172,56985.52981,266,6668,35952,1369,165454,48140103,19861528
Savage,MN,282051.3803,532284.9213,391,4056,40875,1440,239360,44242152,28733380
Savanna,IL,8220.644592,12460.63959,86,538,5235,391,52490,5666664,6301054
Savanna,OK,3070.066103,4002.752671,6,133,1747,0,0,3707629,0
Savannah,NY,3193.604257,4101.80236,38,283,2527,80,14837,4550643,1781105
Savannah,OH,923.5913028,1825.6479,15,103,1019,23,4168,1736519,500278
Savannah,TN,31744.78676,69412.32421,229,5056,42483,85,10853,71213939,1302825
Saville,PA,14748.22446,21971.43217,10,41,497,0,0,957715,0
Savoy,IL,23655.39429,42498.15494,118,2747,30893,0,0,31560641,0
Savoy,MA,1912.59621,1410.54074,10,72,486,3,311,527963,37366
Savoy,TX,1639.488529,4030.636415,23,273,3257,23,3438,4361347,412673
Sawyer,KS,985.6819822,1012.041151,7,105,875,12,1748,1575058,209783
Sawyer,ND,1121.653902,1813.975686,5,275,3411,20,3613,3691430,433727
Sawyer,OK,556.0900676,928.7393344,2,16,214,2,281,453416,33748
Saxman,AK,152.8328476,292.3302186,1,31,183,0,0,252308,0
Saxon,WI,72.85249743,159.8510041,1,14,136,0,77,147223,9243
Saybrook,IL,1107.734115,1397.901024,29,335,3749,88,14514,3830053,1742334
Sayner,WI,239.6512104,449.0534943,12,192,1942,28,4591,2534680,551097
Sayre,NY,25378.00274,55436.87111,124,2313,23031,0,0,44383152,0
Sayre,OK,15664.11157,41260.08431,76,856,11249,171,24877,23867747,2986299
Sayre,PA,50756.00549,110873.7422,124,2313,23031,0,0,44383152,0
Sayreville,NJ,486048.7146,700483.1902,563,14092,120171,2484,336358,231586330,40377310
Scales Mound,IL,1656.337653,2288.66868,26,129,1482,69,11433,1603676,1372486
Scammon,KS,99.15842577,188.3805582,6,62,623,7,923,1121106,110823
Scandia,KS,203.6690092,257.6074187,22,243,2094,19,2656,3770798,318844
Scandia,MN,70121.97734,134568.8808,96,589,5924,237,40433,6411848,4853651
Scandia,WI,11686.99622,22428.1468,96,589,5924,237,40433,6411848,4853651
Scandinavia,WI,704.8612154,926.0210263,14,115,1146,24,3763,1495972,451740
Scanlon,MN,2173.115617,5407.326912,16,245,2609,92,15233,2823691,1828593
Scappoose,OR,12519.50263,21015.35076,107,1076,11960,170,17996,14751705,2160325
Scarborough,ME,660851.7096,1281432.473,349,7694,64485,1537,144847,69983837,17387878
Scarsdale,NY,368988.7011,707298.1381,472,7421,45007,1249,234049,67437855,28095916
Schaghticoke,NY,86587.44628,135712.6083,135,746,7095,231,45943,12775053,5515120
Schaller,IA,2357.774185,3602.603882,37,189,2072,64,10664,2243115,1280094
Schaumburg,IL,2645087.839,4482892.632,906,13039,149346,5032,834202,254618958,100139801
Schenectady,NY,161316.2772,338736.6223,1391,24923,237031,5651,1125966,426786208,135164005
Schererville,IN,417307.8124,748778.1811,610,15146,128385,2899,486500,218882201,58400776
