,zip,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,state_id
50437,61254,Geneseo,135.0,1082.0,12347.0,448.0,74396.0,IL
50438,61256,East Moline,262.0,2657.0,34541.0,869.0,151177.0,IL
50439,61256,Hampton,15.0,160.0,2076.0,40.0,6924.0,IL
50440,61257,East Moline,262.0,2657.0,34541.0,869.0,151177.0,IL
50441,61257,Hillsdale,8.0,43.0,488.0,15.0,2584.0,IL
50442,61258,Hooppole,1.0,5.0,59.0,1.0,124.0,IL
50443,61259,Muscatine,462.0,4752.0,52035.0,1605.0,265628.0,IL
50444,61260,Joy,8.0,63.0,715.0,12.0,2014.0,IL
50445,61261,Lyndon,10.0,53.0,605.0,23.0,3782.0,IL
50446,61262,Andover,3.0,30.0,333.0,8.0,1404.0,IL
50447,61264,Davenport,1845.0,26138.0,286203.0,6897.0,1171861.0,IL
50448,61264,Milan,107.0,4010.0,45416.0,421.0,73212.0,IL
50449,61264,Rock Island,621.0,11924.0,154125.0,3836.0,667404.0,IL
50450,61264,Oak Grove,2.0,47.0,530.0,8.0,1373.0,IL
50451,61264,Moline,741.0,9486.0,120462.0,3609.0,627910.0,IL
50452,61265,Milan,107.0,4010.0,45416.0,421.0,73212.0,IL
50453,61265,East Moline,262.0,2657.0,34541.0,869.0,151177.0,IL
50454,61265,Rock Island,621.0,11924.0,154125.0,3836.0,667404.0,IL
50455,61265,Bettendorf,494.0,6792.0,74371.0,1845.0,313844.0,IL
50456,61265,Riverdale,8.0,53.0,575.0,10.0,1751.0,IL
50457,61265,Moline,741.0,9486.0,120462.0,3609.0,627910.0,IL
50458,61270,Morrison,91.0,528.0,6048.0,228.0,37749.0,IL
50459,61272,New Boston,5.0,41.0,460.0,7.0,1295.0,IL
50460,61273,Orion,43.0,441.0,4994.0,173.0,30157.0,IL
50461,61275,East Moline,262.0,2657.0,34541.0,869.0,151177.0,IL
