,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
30380,Pine Level,696.0,2143.0,1131.0,10499.0,42.0,3553.0,13015694.0,426475.0,NC
30382,Princeton,522.0,1343.0,873.0,8098.0,30.0,2547.0,10038704.0,305752.0,NC
30383,Rolesville,1588.0,5583.0,2402.0,22168.0,394.0,37980.0,27481164.0,4559279.0,NC
30384,Wake Forest,12367.0,36472.0,16602.0,153146.0,3400.0,327720.0,189853684.0,39340380.0,NC
30385,Roxboro,3483.0,8329.0,5051.0,46651.0,971.0,93584.0,57832996.0,11234077.0,NC
30389,Micro,183.0,661.0,289.0,2685.0,10.0,872.0,3329016.0,104655.0,NC
30393,Selma,2129.0,6325.0,3504.0,32519.0,257.0,21819.0,40313717.0,2619180.0,NC
30398,Stem,213.0,1023.0,381.0,3595.0,25.0,2402.0,4457007.0,288391.0,NC
30402,Warrenton,381.0,1040.0,576.0,5333.0,9.0,1002.0,6610996.0,120294.0,NC
30408,Youngsville,571.0,1457.0,922.0,8513.0,116.0,11134.0,10553825.0,1336535.0,NC
30411,Zebulon,1658.0,4813.0,2478.0,22985.0,207.0,18666.0,28494505.0,2240760.0,NC
30449,Sharpsburg,843.0,2409.0,1644.0,15251.0,187.0,15885.0,18906350.0,1906821.0,NC
30450,Rocky Mount,21851.0,56175.0,40201.0,372129.0,6781.0,551920.0,461326670.0,66253942.0,NC
30453,Nashville,2285.0,5521.0,3972.0,36859.0,407.0,34443.0,45693938.0,4134593.0,NC
30454,Dortches,366.0,1016.0,687.0,6372.0,75.0,6295.0,7899182.0,755665.0,NC
30455,Red Oak,1221.0,3432.0,2390.0,22182.0,174.0,14791.0,27499014.0,1775598.0,NC
30457,Aulander,397.0,857.0,632.0,5840.0,32.0,2691.0,7239484.0,323015.0,NC
30458,Ahoskie,1842.0,4966.0,2800.0,26408.0,416.0,35302.0,32738369.0,4237716.0,NC
30459,Aurora,191.0,520.0,310.0,2871.0,19.0,1596.0,3558686.0,191560.0,NC
30460,Bailey,232.0,515.0,425.0,3924.0,18.0,1520.0,4865157.0,182524.0,NC
30461,Bath,86.0,260.0,134.0,1244.0,6.0,499.0,1542401.0,59848.0,NC
30462,Whitakers,298.0,874.0,547.0,5070.0,50.0,4229.0,6284853.0,507613.0,NC
30466,Pantego,69.0,310.0,109.0,1009.0,5.0,400.0,1251126.0,47993.0,NC
30467,Belhaven,735.0,1768.0,1165.0,10780.0,50.0,4271.0,13364297.0,512652.0,NC
30468,Bethel,668.0,1624.0,1288.0,11952.0,60.0,5105.0,14816801.0,612779.0,NC
30469,Greenville,36654.0,89745.0,59820.0,548325.0,4630.0,391471.0,679755070.0,46993283.0,NC
30470,Black Creek,308.0,685.0,584.0,5421.0,24.0,2064.0,6720036.0,247827.0,NC
30471,Castalia,115.0,350.0,217.0,2006.0,6.0,544.0,2486826.0,65360.0,NC
30473,Chocowinity,271.0,823.0,440.0,4087.0,14.0,1195.0,5066602.0,143430.0,NC
30474,Washington,3915.0,9862.0,5668.0,52517.0,1011.0,85753.0,65104695.0,10294047.0,NC
30475,Como,36.0,81.0,61.0,561.0,5.0,412.0,695524.0,49506.0,NC
30476,Murfreesboro,855.0,2951.0,1431.0,13214.0,115.0,9713.0,16381820.0,1166020.0,NC
30477,Conetoe,114.0,246.0,211.0,1957.0,7.0,581.0,2425475.0,69792.0,NC
30478,Lasker,49.0,148.0,87.0,802.0,5.0,441.0,994407.0,52906.0,NC
30479,Conway,331.0,723.0,548.0,5061.0,48.0,4033.0,6274626.0,484084.0,NC
30480,Elm City,567.0,1618.0,1051.0,9733.0,78.0,6577.0,12065363.0,789474.0,NC
30482,Wilson,19643.0,49558.0,35971.0,332893.0,6356.0,509230.0,412686032.0,61129367.0,NC
30483,Enfield,923.0,2628.0,1601.0,14787.0,277.0,23510.0,18330829.0,2822179.0,NC
30484,Everetts,78.0,167.0,136.0,1264.0,9.0,730.0,1567229.0,87634.0,NC
30485,Fountain,176.0,341.0,344.0,3192.0,14.0,1203.0,3956761.0,144435.0,NC
30486,Farmville,1915.0,4750.0,3681.0,34127.0,378.0,32018.0,42306474.0,3843470.0,NC
30487,Winterville,3668.0,9484.0,7316.0,67890.0,619.0,52483.0,84162526.0,6300183.0,NC
30489,Falkland,33.0,35.0,64.0,593.0,3.0,223.0,734827.0,26824.0,NC
30490,Eureka,94.0,178.0,157.0,1458.0,5.0,433.0,1807521.0,51937.0,NC
30491,Fremont,574.0,1060.0,962.0,8913.0,33.0,2820.0,11049467.0,338498.0,NC
30492,Garysburg,447.0,983.0,790.0,7330.0,52.0,4425.0,9087535.0,531130.0,NC
30493,Weldon,660.0,1709.0,1110.0,10301.0,204.0,17287.0,12769496.0,2075211.0,NC
30494,Roanoke Rapids,6025.0,15454.0,9518.0,90181.0,2391.0,202698.0,111796436.0,24332445.0,NC
30495,Gaston,428.0,1162.0,762.0,7037.0,43.0,3619.0,8724227.0,434462.0,NC
30500,Grimesland,196.0,451.0,392.0,3635.0,18.0,1512.0,4506043.0,181559.0,NC
30501,Simpson,219.0,375.0,454.0,4205.0,45.0,3788.0,5212746.0,454726.0,NC
30503,Halifax,106.0,238.0,174.0,1606.0,11.0,941.0,1990645.0,112929.0,NC
30505,Hamilton,166.0,413.0,257.0,2386.0,16.0,1377.0,2957482.0,165283.0,NC
30506,Speed,31.0,48.0,57.0,531.0,2.0,158.0,658343.0,18943.0,NC
30507,Hobgood,135.0,344.0,222.0,2053.0,11.0,950.0,2545487.0,114097.0,NC
30510,Jackson,214.0,514.0,377.0,3501.0,25.0,2113.0,4340315.0,253674.0,NC
30511,Plymouth,1484.0,3684.0,2283.0,20619.0,127.0,10748.0,25561605.0,1290273.0,NC
30512,Jamesville,219.0,578.0,341.0,3148.0,21.0,1746.0,3902102.0,209550.0,NC
30513,Roxobel,94.0,315.0,159.0,1468.0,9.0,777.0,1820331.0,93221.0,NC
30514,Kelford,96.0,233.0,161.0,1491.0,9.0,789.0,1848774.0,94678.0,NC
30515,Lewiston Woodville,193.0,674.0,325.0,3006.0,19.0,1590.0,3725991.0,190812.0,NC
30516,Littleton,273.0,549.0,484.0,4488.0,41.0,3462.0,5564218.0,415575.0,NC
30517,Lucama,407.0,1036.0,799.0,7413.0,28.0,2353.0,9190106.0,282463.0,NC
30518,Macclesfield,223.0,601.0,412.0,3809.0,23.0,1988.0,4722188.0,238678.0,NC
30519,Severn,117.0,195.0,194.0,1787.0,17.0,1424.0,2215485.0,170924.0,NC
30522,Momeyer,104.0,284.0,181.0,1681.0,16.0,1355.0,2084345.0,162644.0,NC
30524,Hassell,30.0,37.0,46.0,426.0,3.0,246.0,528122.0,29515.0,NC
30526,Oak City,139.0,333.0,216.0,2002.0,14.0,1156.0,2482172.0,138720.0,NC
30531,Pikeville,310.0,809.0,533.0,4942.0,23.0,1911.0,6126992.0,229348.0,NC
30532,Pinetops,613.0,1180.0,1060.0,9810.0,47.0,3976.0,12160858.0,477295.0,NC
30534,Woodland,271.0,977.0,478.0,4424.0,29.0,2431.0,5484308.0,291784.0,NC
30535,Rich Square,364.0,1001.0,642.0,5943.0,39.0,3265.0,7367655.0,391984.0,NC
30538,Parmele,114.0,295.0,179.0,1664.0,10.0,830.0,2063321.0,99671.0,NC
30540,Robersonville,629.0,1606.0,987.0,9171.0,54.0,4575.0,11369612.0,549220.0,NC
30544,Saratoga,161.0,570.0,305.0,2825.0,53.0,4458.0,3502149.0,535135.0,NC
30546,Scotland Neck,778.0,1257.0,1281.0,11850.0,65.0,5485.0,14690708.0,658486.0,NC
30547,Seaboard,303.0,635.0,535.0,4964.0,35.0,2996.0,6154431.0,359702.0,NC
30549,Sims,113.0,367.0,222.0,2063.0,15.0,1229.0,2557319.0,147481.0,NC
30552,Spring Hope,656.0,1441.0,1187.0,11019.0,59.0,5308.0,13660442.0,637190.0,NC
30553,Stantonsburg,336.0,821.0,646.0,5993.0,109.0,9277.0,7428947.0,1113680.0,NC
30555,Leggett,22.0,26.0,42.0,388.0,3.0,214.0,481455.0,25672.0,NC
30558,Princeville,771.0,2300.0,1310.0,12159.0,37.0,3114.0,15072833.0,373803.0,NC
30559,Tarboro,4525.0,11206.0,8090.0,75017.0,1816.0,153954.0,92997950.0,18481058.0,NC
30560,Walstonburg,96.0,302.0,184.0,1703.0,9.0,771.0,2111624.0,92542.0,NC
30562,Washington Park,192.0,577.0,298.0,2757.0,18.0,1524.0,3417595.0,182991.0,NC
30570,Bear Grass,36.0,129.0,62.0,575.0,4.0,332.0,712377.0,39834.0,NC
30571,Williamston,2036.0,5534.0,2983.0,27581.0,240.0,20363.0,34191543.0,2444461.0,NC
30577,Elizabeth City,6627.0,18025.0,11187.0,94342.0,699.0,59265.0,116955612.0,7114375.0,NC
30579,Cofield,178.0,297.0,304.0,2803.0,20.0,1731.0,3474861.0,207817.0,NC
30580,Colerain,89.0,224.0,141.0,1302.0,8.0,696.0,1613778.0,83522.0,NC
30581,Powellsville,111.0,221.0,176.0,1627.0,10.0,870.0,2017223.0,104403.0,NC
30582,Columbia,305.0,1069.0,475.0,4407.0,32.0,2675.0,5463492.0,321155.0,NC
30583,Suffolk,31741.0,87061.0,57104.0,510459.0,10437.0,918622.0,632812789.0,110273880.0,NC
30584,Creswell,108.0,276.0,176.0,1590.0,9.0,772.0,1971166.0,92674.0,NC
30585,Edenton,2098.0,4900.0,3572.0,27792.0,297.0,25206.0,34453621.0,3025784.0,NC
30587,Gatesville,152.0,401.0,273.0,2519.0,17.0,1470.0,3123134.0,176470.0,NC
30588,Harrellsville,44.0,117.0,74.0,688.0,5.0,425.0,852628.0,50992.0,NC
30589,Hertford,910.0,2370.0,1546.0,14181.0,152.0,12869.0,17579865.0,1544809.0,NC
30590,Winfall,256.0,662.0,455.0,4242.0,36.0,3044.0,5259175.0,365382.0,NC
30591,Kill Devil Hills,3265.0,6948.0,4850.0,46319.0,425.0,36027.0,57421584.0,4324768.0,NC
30592,Nags Head,1211.0,2858.0,1802.0,17211.0,155.0,13165.0,21336514.0,1580416.0,NC
30593,Kitty Hawk,1597.0,3403.0,2314.0,22094.0,276.0,23376.0,27390355.0,2806069.0,NC
30594,Duck,817.0,525.0,1272.0,12145.0,151.0,12805.0,15055853.0,1537201.0,NC
30597,Southern Shores,711.0,2827.0,1107.0,10570.0,131.0,11145.0,13103349.0,1337851.0,NC
30598,Virginia Beach,167494.0,449733.0,264979.0,2368923.0,41409.0,3951760.0,2936739018.0,474379948.0,NC
30599,Manteo,1038.0,1638.0,1569.0,14984.0,138.0,11695.0,18575371.0,1403944.0,NC
30600,Chesapeake,82573.0,233194.0,135674.0,1212930.0,25565.0,2240616.0,1503662159.0,268969598.0,NC
30606,Roper,259.0,399.0,421.0,3802.0,22.0,1846.0,4713013.0,221582.0,NC
30609,Askewville,78.0,211.0,125.0,1150.0,7.0,615.0,1425504.0,73778.0,NC
30614,Windsor,937.0,3694.0,1427.0,13183.0,89.0,7580.0,16342352.0,909927.0,NC
30616,Winton,325.0,871.0,552.0,5100.0,37.0,3150.0,6322316.0,378112.0,NC
30618,Norwood,1031.0,2960.0,1731.0,16363.0,80.0,6758.0,20284693.0,811300.0,NC
30619,Albemarle,6369.0,15968.0,10132.0,96744.0,871.0,73841.0,119933090.0,8864079.0,NC
30620,Badin,524.0,1906.0,849.0,8123.0,31.0,2604.0,10070235.0,312573.0,NC
30622,Belmont,4065.0,10494.0,6255.0,60042.0,1420.0,132915.0,74434072.0,15955471.0,NC
30623,Cramerton,1586.0,4292.0,2312.0,22164.0,549.0,52924.0,27476068.0,6353162.0,NC
30624,McAdenville,242.0,653.0,344.0,3297.0,83.0,7956.0,4087364.0,955063.0,NC
30625,Mount Holly,5626.0,14058.0,8109.0,77676.0,1426.0,130901.0,96294790.0,15713703.0,NC
30626,Kings Mountain,4137.0,11053.0,6335.0,60606.0,1005.0,96780.0,75132748.0,11617686.0,NC
30627,Bessemer City,2111.0,5462.0,3170.0,30302.0,433.0,41675.0,37564668.0,5002833.0,NC
30628,Gastonia,27527.0,73877.0,40801.0,390356.0,9712.0,935208.0,483922308.0,112264933.0,NC
30629,Boiling Springs,1249.0,4650.0,1985.0,19051.0,218.0,21039.0,23617849.0,2525637.0,NC
30630,Forest City,3057.0,7356.0,4544.0,43603.0,506.0,48745.0,54054816.0,5851488.0,NC
30631,Bostic,143.0,367.0,225.0,2162.0,26.0,2553.0,2679695.0,306502.0,NC
30632,Casar,125.0,275.0,197.0,1889.0,10.0,877.0,2342396.0,105303.0,NC
30633,Cherryville,2252.0,5901.0,3514.0,33635.0,551.0,50970.0,41697312.0,6118557.0,NC
30634,Waco,124.0,281.0,204.0,1954.0,14.0,1272.0,2422577.0,152714.0,NC
30635,Kannapolis,16484.0,45685.0,24069.0,230903.0,4840.0,465514.0,286248674.0,55881513.0,NC
30636,Landis,1296.0,3082.0,1999.0,19191.0,288.0,27773.0,23790463.0,3333911.0,NC
30637,China Grove,1570.0,4163.0,2622.0,25166.0,217.0,19434.0,31198407.0,2332952.0,NC
30638,Midland,1320.0,3322.0,2267.0,21660.0,126.0,11248.0,26852128.0,1350210.0,NC
30639,Harrisburg,4311.0,14500.0,6306.0,60517.0,1883.0,172715.0,75023079.0,20733233.0,NC
30641,Mount Pleasant,587.0,2133.0,1053.0,10061.0,37.0,3558.0,12472889.0,427106.0,NC
30642,Locust,1131.0,3036.0,1909.0,18236.0,73.0,6572.0,22607333.0,788873.0,NC
30643,Concord,30454.0,85753.0,43022.0,412563.0,10231.0,971171.0,511451744.0,116581976.0,NC
30646,Charlotte,310181.0,808834.0,376169.0,3608718.0,99708.0,8490675.0,4473705831.0,1019243520.0,NC
30647,Huntersville,18721.0,51701.0,24724.0,236627.0,8138.0,704214.0,293344580.0,84535761.0,NC
30649,Davidson,4158.0,12076.0,5626.0,53771.0,1766.0,157375.0,66659992.0,18891694.0,NC
30650,Cornelius,11271.0,27426.0,13530.0,129310.0,4244.0,369691.0,160305325.0,44378751.0,NC
30653,High Shoals,281.0,703.0,465.0,4451.0,18.0,1628.0,5517642.0,195417.0,NC
30654,Spencer Mountain,8.0,0.0,12.0,116.0,2.0,237.0,143223.0,28395.0,NC
30655,Ranlo,1360.0,3535.0,2070.0,19811.0,443.0,42694.0,24559239.0,5125143.0,NC
30656,Dallas,1821.0,4602.0,2757.0,26361.0,612.0,58954.0,32680021.0,7077020.0,NC
30663,Ellenboro,344.0,1267.0,550.0,5261.0,25.0,2387.0,6522581.0,286532.0,NC
30664,Spindale,1568.0,4269.0,2454.0,23550.0,263.0,25313.0,29194410.0,3038632.0,NC
30671,Lowell,1350.0,3616.0,2091.0,20071.0,435.0,41877.0,24881573.0,5027017.0,NC
30678,Misenheimer,116.0,732.0,202.0,1930.0,6.0,557.0,2392343.0,66807.0,NC
30679,Granite Quarry,944.0,2966.0,1462.0,14036.0,220.0,18628.0,17399889.0,2236115.0,NC
30680,Patterson Springs,222.0,721.0,373.0,3566.0,28.0,2728.0,4421035.0,327456.0,NC
30681,Grover,266.0,976.0,438.0,4188.0,32.0,2895.0,5191712.0,347529.0,NC
30682,Earl,102.0,224.0,166.0,1595.0,9.0,783.0,1976776.0,93977.0,NC
30691,Fairview,1333.0,3602.0,2301.0,21979.0,269.0,24046.0,27247820.0,2886526.0,NC
30692,Lake Park,1282.0,3678.0,1884.0,18002.0,542.0,45924.0,22316711.0,5512885.0,NC
30693,Hemby Bridge,646.0,1264.0,976.0,9326.0,277.0,23483.0,11561839.0,2818971.0,NC
30694,Indian Trail,11967.0,36357.0,18133.0,173234.0,5078.0,430137.0,214756595.0,51634775.0,NC
30695,Unionville,2144.0,6397.0,3789.0,36196.0,522.0,44163.0,44871501.0,5301435.0,NC
30696,Monroe,11323.0,34212.0,18249.0,174176.0,3379.0,285807.0,215925330.0,34309036.0,NC
30697,Mint Hill,9177.0,25024.0,12865.0,122908.0,3825.0,324364.0,152367877.0,38937543.0,NC
30698,Wesley Chapel,2529.0,8217.0,4163.0,39770.0,1135.0,96156.0,49302515.0,11542778.0,NC
30699,Weddington,3549.0,10254.0,6122.0,58488.0,1639.0,138944.0,72507174.0,16679237.0,NC
30700,Stallings,5275.0,14759.0,7838.0,74882.0,2108.0,179655.0,92831207.0,21566243.0,NC
30709,Shelby,8321.0,20259.0,12767.0,122403.0,1898.0,172062.0,151742095.0,20654793.0,NC
30713,Lattimore,128.0,474.0,199.0,1906.0,18.0,1715.0,2363102.0,205853.0,NC
30714,Fallston,221.0,593.0,372.0,3559.0,24.0,2182.0,4412040.0,261913.0,NC
30715,Polkville,245.0,515.0,402.0,3850.0,28.0,2673.0,4773388.0,320851.0,NC
30716,Belwood,348.0,972.0,549.0,5258.0,27.0,2441.0,6518641.0,293046.0,NC
30717,Lawndale,237.0,760.0,400.0,3824.0,26.0,2344.0,4740073.0,281386.0,NC
30718,Lilesville,185.0,484.0,306.0,2839.0,21.0,1791.0,3518895.0,215055.0,NC
30720,Lincolnton,4009.0,10593.0,6034.0,57750.0,935.0,79243.0,71592004.0,9512582.0,NC
30721,Maiden,1195.0,3373.0,1865.0,17815.0,139.0,11745.0,22084886.0,1409960.0,NC
30723,Red Cross,320.0,695.0,537.0,5131.0,20.0,1681.0,6360844.0,201849.0,NC
30724,Stanfield,532.0,1597.0,955.0,9124.0,43.0,3856.0,11311314.0,462922.0,NC
30734,Marshville,850.0,2598.0,1523.0,14529.0,79.0,6703.0,18012056.0,804683.0,NC
30735,Wingate,1003.0,3798.0,1733.0,16543.0,188.0,15903.0,20508585.0,1909031.0,NC
30742,Matthews,11470.0,30054.0,14605.0,139843.0,4010.0,340029.0,173362076.0,40817971.0,NC
30759,Mineral Springs,1068.0,2847.0,1804.0,17233.0,364.0,30836.0,21364025.0,3701608.0,NC
30760,Waxhaw,3732.0,12398.0,6126.0,58524.0,1501.0,127306.0,72551676.0,15282106.0,NC
30763,Mooresboro,128.0,503.0,198.0,1894.0,18.0,1704.0,2347757.0,204516.0,NC
30765,Troutman,935.0,2491.0,1523.0,14560.0,173.0,16684.0,18049814.0,2002830.0,NC
30766,Mooresville,12580.0,35387.0,18287.0,174789.0,3585.0,341470.0,216684540.0,40990928.0,NC
30769,Morven,216.0,452.0,351.0,3320.0,11.0,923.0,4115881.0,110749.0,NC
30770,McFarlan,42.0,146.0,68.0,643.0,2.0,179.0,797651.0,21463.0,NC
30774,Stanley,1424.0,3633.0,2278.0,21729.0,226.0,21162.0,26937909.0,2540391.0,NC
30778,Richfield,225.0,643.0,392.0,3743.0,12.0,1080.0,4640787.0,129595.0,NC
30779,New London,212.0,593.0,373.0,3563.0,12.0,999.0,4417477.0,119964.0,NC
30784,Oakboro,780.0,1958.0,1310.0,12515.0,47.0,4026.0,15514883.0,483311.0,NC
30785,Peachland,192.0,397.0,319.0,3016.0,12.0,1001.0,3738356.0,120166.0,NC
30786,Pineville,4039.0,8244.0,4065.0,39011.0,570.0,48315.0,48361181.0,5799829.0,NC
30788,Polkton,456.0,3379.0,759.0,7171.0,28.0,2380.0,8889362.0,285739.0,NC
30789,Wadesboro,2137.0,5577.0,3261.0,30213.0,421.0,35673.0,37455433.0,4282237.0,NC
30793,Rockwell,746.0,1891.0,1156.0,11045.0,125.0,11219.0,13692440.0,1346717.0,NC
30795,Ruth,177.0,446.0,259.0,2476.0,27.0,2566.0,3069802.0,308040.0,NC
30796,Rutherfordton,1746.0,4187.0,2554.0,24442.0,257.0,24754.0,30301199.0,2971527.0,NC
30797,Salisbury,12571.0,33674.0,16514.0,158336.0,3732.0,316411.0,196288255.0,37982871.0,NC
30798,Spencer,1238.0,3290.0,1767.0,16960.0,377.0,31928.0,21024898.0,3832781.0,NC
30799,East Spencer,595.0,1465.0,813.0,7801.0,124.0,10551.0,9671006.0,1266630.0,NC
30801,Faith,286.0,865.0,452.0,4337.0,52.0,4430.0,5376268.0,531761.0,NC
30809,Kingstown,234.0,730.0,363.0,3478.0,32.0,3129.0,4311894.0,375614.0,NC
30837,Ansonville,249.0,698.0,400.0,3782.0,26.0,2215.0,4688046.0,265904.0,NC
30841,Marvin,1790.0,6056.0,3186.0,30437.0,1044.0,88534.0,37732726.0,10627919.0,NC
30887,Fayetteville,78627.0,203670.0,120285.0,1114149.0,12865.0,1090825.0,1381203777.0,130945525.0,NC
30890,Hope Mills,5779.0,16189.0,9767.0,90634.0,419.0,35501.0,112358628.0,4261625.0,NC
30894,Spring Lake,4632.0,13258.0,6140.0,56926.0,206.0,17464.0,70570689.0,2096444.0,NC
30901,Eastover,1468.0,3692.0,2649.0,24425.0,80.0,6747.0,30279653.0,809907.0,NC
30907,Aberdeen,2863.0,7107.0,4022.0,37330.0,284.0,24100.0,46277259.0,2893072.0,NC
30908,Pinebluff,582.0,1284.0,963.0,8919.0,38.0,3205.0,11057269.0,384685.0,NC
30909,Autryville,97.0,408.0,169.0,1560.0,15.0,1256.0,1934227.0,150749.0,NC
30910,Bladenboro,764.0,1852.0,1279.0,11703.0,145.0,12267.0,14507780.0,1472574.0,NC
30911,Dublin,125.0,358.0,226.0,2073.0,12.0,990.0,2569896.0,118898.0,NC
30913,Calypso,182.0,569.0,326.0,3006.0,17.0,1399.0,3726320.0,167988.0,NC
30915,Cameron,131.0,258.0,215.0,1992.0,9.0,779.0,2469077.0,93476.0,NC
30918,Whispering Pines,1096.0,3125.0,1844.0,17067.0,92.0,7807.0,21158214.0,937208.0,NC
30919,Vass,279.0,666.0,470.0,4351.0,23.0,1990.0,5394182.0,238936.0,NC
30922,Clinton,3283.0,8799.0,5373.0,49405.0,487.0,41317.0,61246944.0,4959810.0,NC
30925,Erwin,1814.0,4774.0,2700.0,24903.0,475.0,40300.0,30871605.0,4837692.0,NC
30926,Godwin,51.0,130.0,91.0,839.0,3.0,220.0,1040517.0,26422.0,NC
30927,Falcon,93.0,208.0,175.0,1615.0,6.0,515.0,2002145.0,61798.0,NC
30928,Dunn,3886.0,9762.0,5464.0,50401.0,818.0,69315.0,62482025.0,8320811.0,NC
30929,Elizabethtown,1504.0,3597.0,2546.0,23500.0,136.0,11554.0,29133293.0,1386937.0,NC
30930,White Lake,833.0,1363.0,1400.0,12851.0,88.0,7434.0,15931844.0,892421.0,NC
30933,Ellerbe,400.0,1004.0,698.0,6463.0,36.0,3015.0,8012053.0,361958.0,NC
30936,Marietta,69.0,134.0,120.0,1111.0,7.0,588.0,1377899.0,70547.0,NC
30937,McDonald,43.0,96.0,77.0,713.0,4.0,299.0,883475.0,35897.0,NC
30938,Raynham,26.0,57.0,47.0,436.0,2.0,183.0,540903.0,21978.0,NC
30939,Fair Bluff,410.0,848.0,637.0,5849.0,27.0,2280.0,7250994.0,273677.0,NC
30940,Proctorville,50.0,128.0,85.0,785.0,4.0,377.0,973737.0,45300.0,NC
30941,Fairmont,1092.0,2704.0,1805.0,16748.0,119.0,10065.0,20762838.0,1208268.0,NC
30943,Faison,325.0,1123.0,581.0,5360.0,29.0,2496.0,6645270.0,299578.0,NC
30945,Gibson,217.0,537.0,380.0,3525.0,18.0,1537.0,4369544.0,184562.0,NC
30948,Rockingham,4000.0,9289.0,6056.0,56127.0,822.0,69701.0,69579883.0,8367152.0,NC
30949,Dobbins Heights,389.0,875.0,624.0,5780.0,49.0,4141.0,7165389.0,497104.0,NC
30950,Hamlet,2517.0,6500.0,4072.0,37724.0,454.0,38533.0,46766335.0,4625561.0,NC
30951,Hoffman,225.0,687.0,409.0,3787.0,15.0,1256.0,4694625.0,150750.0,NC
30954,Kenansville,412.0,963.0,748.0,6902.0,30.0,2562.0,8555868.0,307543.0,NC
30955,East Laurinburg,110.0,327.0,174.0,1618.0,28.0,2347.0,2006072.0,281765.0,NC
30956,Maxton,958.0,2676.0,1612.0,14960.0,133.0,11295.0,18545228.0,1355890.0,NC
30957,Laurinburg,6066.0,15601.0,9331.0,86554.0,1109.0,93993.0,107300242.0,11283162.0,NC
30958,Linden,55.0,126.0,104.0,964.0,3.0,288.0,1194603.0,34628.0,NC
30959,Lumber Bridge,43.0,70.0,76.0,707.0,3.0,251.0,877047.0,30148.0,NC
30960,Parkton,175.0,579.0,312.0,2899.0,12.0,1029.0,3594172.0,123549.0,NC
30961,Lumberton,7463.0,21646.0,12550.0,116373.0,1579.0,133914.0,144267132.0,16075409.0,NC
30962,Boardman,73.0,244.0,123.0,1126.0,4.0,373.0,1396053.0,44785.0,NC
30967,Mount Olive,1770.0,4734.0,2761.0,25614.0,202.0,17132.0,31753579.0,2056631.0,NC
30968,Newton Grove,211.0,553.0,380.0,3507.0,17.0,1434.0,4347374.0,172083.0,NC
30969,Orrum,44.0,68.0,76.0,701.0,4.0,337.0,869408.0,40446.0,NC
30975,Red Springs,1294.0,3456.0,2229.0,20683.0,230.0,19490.0,25641038.0,2339574.0,NC
30976,Pembroke,1075.0,3008.0,1598.0,14833.0,147.0,12493.0,18388545.0,1499722.0,NC
30984,Raeford,1866.0,4899.0,2835.0,26316.0,299.0,25361.0,32623943.0,3044380.0,NC
30990,Roseboro,482.0,1521.0,841.0,7762.0,74.0,6247.0,9621957.0,749913.0,NC
30993,Rowland,467.0,1274.0,811.0,7527.0,47.0,3980.0,9331344.0,477754.0,NC
30994,St. Pauls,832.0,2026.0,1403.0,13017.0,160.0,13603.0,16137355.0,1632893.0,NC
30995,Rennert,121.0,355.0,219.0,2037.0,9.0,745.0,2525242.0,89422.0,NC
30996,Salemburg,211.0,403.0,362.0,3337.0,27.0,2319.0,4137166.0,278406.0,NC
31004,Stedman,386.0,1205.0,714.0,6589.0,28.0,2351.0,8168948.0,282223.0,NC
31005,Tar Heel,56.0,166.0,101.0,929.0,5.0,444.0,1152022.0,53299.0,NC
31007,Turkey,98.0,305.0,185.0,1694.0,11.0,958.0,2100298.0,114943.0,NC
31010,Wade,217.0,646.0,391.0,3609.0,11.0,946.0,4474221.0,113616.0,NC
31012,Wagram,319.0,798.0,547.0,5064.0,28.0,2369.0,6278260.0,284354.0,NC
31013,Warsaw,1160.0,3166.0,1844.0,17022.0,104.0,8801.0,21101748.0,1056471.0,NC
31015,Navassa,597.0,1468.0,998.0,9264.0,29.0,2469.0,11484317.0,296423.0,NC
31016,Wilmington,49234.0,113724.0,64573.0,599008.0,4742.0,402035.0,742586055.0,48261415.0,NC
31017,Wrightsville Beach,1200.0,2546.0,1611.0,14953.0,78.0,6650.0,18537136.0,798321.0,NC
31022,Carolina Beach,2512.0,6048.0,3526.0,32537.0,155.0,13114.0,40335628.0,1574258.0,NC
31024,Atkinson,106.0,359.0,170.0,1574.0,6.0,494.0,1950979.0,59254.0,NC
31025,Bolivia,72.0,228.0,121.0,1111.0,5.0,463.0,1377270.0,55588.0,NC
31026,Boiling Spring Lakes,2347.0,5703.0,3914.0,35958.0,191.0,16229.0,44576638.0,1948151.0,NC
31027,St. James,2028.0,4438.0,3328.0,30567.0,177.0,15004.0,37893831.0,1801145.0,NC
31028,Oak Island,3657.0,7359.0,5860.0,53835.0,249.0,21093.0,66738453.0,2532019.0,NC
31029,Bolton,286.0,801.0,506.0,4646.0,28.0,2359.0,5759395.0,283147.0,NC
31030,Brunswick,172.0,922.0,301.0,2765.0,11.0,901.0,3427659.0,108159.0,NC
31031,St. Helena,154.0,346.0,234.0,2162.0,7.0,619.0,2680076.0,74319.0,NC
31032,Burgaw,1256.0,4045.0,1929.0,17808.0,72.0,6100.0,22076244.0,732218.0,NC
31033,Kure Beach,1006.0,2335.0,1609.0,14777.0,75.0,6327.0,18318834.0,759481.0,NC
31035,Cerro Gordo,84.0,142.0,130.0,1192.0,5.0,464.0,1477334.0,55760.0,NC
31036,Chadbourn,821.0,1937.0,1362.0,12513.0,66.0,5617.0,15512082.0,674335.0,NC
