,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
38824,Pepper Pike,2129.0,6150.0,2967.0,24535.0,2000.0,253164.0,41829073.0,30390539.0,OH
38825,Bentleyville,302.0,905.0,407.0,3370.0,280.0,35508.0,5744686.0,4262484.0,OH
38826,Gates Mills,900.0,2229.0,1212.0,10024.0,851.0,107726.0,17089348.0,12931676.0,OH
38830,Aurora,6349.0,15712.0,7493.0,62661.0,3858.0,488452.0,106830307.0,58635122.0,OH
38832,Kirtland,2638.0,6802.0,2930.0,24229.0,1800.0,227794.0,41307382.0,27345023.0,OH
38833,Kirtland Hills,269.0,717.0,286.0,2368.0,164.0,20711.0,4037052.0,2486215.0,OH
38834,Chardon,2279.0,5194.0,2646.0,21883.0,1028.0,130112.0,37308556.0,15619017.0,OH
38835,Aquilla,130.0,306.0,212.0,1752.0,79.0,12226.0,2986733.0,1467650.0,OH
38838,Grafton,899.0,6075.0,1273.0,10662.0,419.0,44012.0,18178135.0,5283319.0,OH
38843,Conneaut,725.0,4256.0,1010.0,6737.0,254.0,33839.0,12982888.0,4062132.0,OH
38844,Springfield,1296.0,3405.0,1690.0,11266.0,567.0,75572.0,21712026.0,9071882.0,OH
38845,Beaver,309.0,934.0,420.0,2801.0,101.0,13503.0,5398556.0,1620920.0,OH
38849,Elyria,22807.0,53928.0,25018.0,209688.0,14108.0,1483719.0,357494997.0,178109637.0,OH
38851,North Olmsted,13095.0,32108.0,13049.0,107914.0,8673.0,997691.0,183981850.0,119765558.0,OH
38856,Mayfield Heights,9417.0,18878.0,8167.0,67539.0,4945.0,626024.0,115146311.0,75149593.0,OH
38858,Willoughby Hills,4501.0,9497.0,4022.0,33263.0,2111.0,267316.0,56710090.0,32089355.0,OH
38859,Mayfield,1489.0,3401.0,1566.0,12950.0,1064.0,134766.0,22078590.0,16177618.0,OH
38861,Geneva-on-the-Lake,712.0,1352.0,725.0,5992.0,360.0,45556.0,10215851.0,5468678.0,OH
38862,Geneva,2512.0,6077.0,2738.0,22642.0,1321.0,167118.0,38601578.0,20061277.0,OH
38865,Fairport Harbor,1395.0,3081.0,1334.0,11033.0,790.0,99988.0,18809696.0,12002864.0,OH
38866,Grand River,161.0,348.0,175.0,1444.0,96.0,12132.0,2462609.0,1456351.0,OH
38867,Jefferson,1162.0,3295.0,1358.0,11232.0,482.0,61000.0,19149427.0,7322628.0,OH
38869,Conneaut,4765.0,12782.0,4828.0,39931.0,2745.0,347339.0,68078588.0,41695544.0,OH
38870,Kipton,111.0,245.0,167.0,1402.0,31.0,3254.0,2390954.0,390589.0,OH
38871,LaGrange,782.0,2357.0,1126.0,9431.0,334.0,35047.0,16079127.0,4207175.0,OH
38886,Northfield,1549.0,3679.0,1645.0,13796.0,951.0,120388.0,23521020.0,14451722.0,OH
38887,Twinsburg,7613.0,18851.0,8574.0,71910.0,5021.0,635728.0,122598395.0,76314456.0,OH
38888,Macedonia,4516.0,11595.0,5647.0,47253.0,3245.0,410809.0,80561153.0,49314612.0,OH
38889,Oakwood,1473.0,3684.0,1558.0,13001.0,1028.0,130117.0,22165578.0,15619572.0,OH
38890,Hudson,7830.0,22282.0,10330.0,86575.0,5550.0,702699.0,147600909.0,84353914.0,OH
38891,North Perry,327.0,713.0,382.0,3160.0,209.0,26389.0,5387291.0,3167815.0,OH
38892,Madison,1252.0,3166.0,1396.0,11548.0,680.0,86085.0,19687942.0,10333857.0,OH
38893,Mentor,19542.0,46896.0,21063.0,174195.0,12179.0,1541067.0,296984028.0,184993842.0,OH
38895,Mentor-on-the-Lake,3217.0,7404.0,3106.0,25684.0,2035.0,257544.0,43788409.0,30916291.0,OH
38899,Painesville,7421.0,19735.0,7565.0,61869.0,4201.0,531641.0,105480862.0,63819587.0,OH
38900,Willoughby,10774.0,22495.0,9713.0,80327.0,5990.0,757948.0,136948394.0,90986151.0,OH
38901,Middlefield,1254.0,2709.0,1289.0,10659.0,546.0,57358.0,18171704.0,6885465.0,OH
38904,Walton Hills,922.0,2236.0,976.0,8144.0,731.0,92553.0,13884049.0,11110252.0,OH
38906,Boston Heights,399.0,1208.0,516.0,4321.0,245.0,28137.0,7367277.0,3377631.0,OH
38907,Brecksville,5332.0,13470.0,6045.0,49993.0,3783.0,456238.0,85232837.0,54768088.0,OH
38908,Fairview Park,7325.0,16473.0,6512.0,53853.0,4768.0,595037.0,91813899.0,71429902.0,OH
38920,Oberlin,2623.0,8353.0,2973.0,24907.0,1457.0,153835.0,42464335.0,18466739.0,OH
38921,Orwell,629.0,1448.0,865.0,7213.0,67.0,8959.0,12296871.0,1075454.0,OH
38926,Perry,579.0,1591.0,632.0,5228.0,360.0,45601.0,8912975.0,5474094.0,OH
38930,Roaming Shores,642.0,1546.0,973.0,8047.0,149.0,18898.0,13718791.0,2268573.0,OH
38931,Rock Creek,162.0,333.0,245.0,2026.0,38.0,4757.0,3453460.0,571073.0,OH
38933,Glenwillow,342.0,1129.0,362.0,3022.0,239.0,30240.0,5151345.0,3630034.0,OH
38934,Reminderville,1489.0,3862.0,1859.0,15593.0,1035.0,131075.0,26584674.0,15734556.0,OH
38942,Wellington,1885.0,5063.0,2987.0,23707.0,914.0,96049.0,40417598.0,11529984.0,OH
38943,Rochester,76.0,185.0,115.0,961.0,12.0,1261.0,1638369.0,151397.0,OH
38944,Euclid,22303.0,47863.0,18976.0,156937.0,13780.0,1744659.0,267561497.0,209433559.0,OH
38945,Eastlake,7825.0,18342.0,7729.0,63921.0,4825.0,610605.0,108979116.0,73298712.0,OH
38946,Highland Heights,3159.0,8366.0,4036.0,33377.0,2754.0,348635.0,56903891.0,41851032.0,OH
38947,Willowick,5981.0,14131.0,5527.0,45711.0,3726.0,471563.0,77932196.0,56607650.0,OH
38948,Wickliffe,5679.0,12718.0,5339.0,44153.0,3915.0,495537.0,75275579.0,59485566.0,OH
38951,Richmond Heights,4795.0,10476.0,4717.0,39010.0,2937.0,371788.0,66507249.0,44630405.0,OH
38953,West Shenango,178.0,423.0,310.0,2350.0,39.0,3606.0,4007084.0,432877.0,OH
38959,Waite Hill,208.0,495.0,238.0,1967.0,153.0,19326.0,3353771.0,2319929.0,OH
38967,Timberlake,285.0,673.0,279.0,2308.0,197.0,24912.0,3935433.0,2990496.0,OH
38970,Lakeline,96.0,243.0,95.0,782.0,67.0,8439.0,1333176.0,1013067.0,OH
38972,Brooklyn,4949.0,10936.0,4060.0,33574.0,2837.0,359142.0,57239317.0,43112423.0,OH
38976,Newburgh Heights,914.0,1869.0,843.0,6973.0,734.0,92868.0,11889067.0,11148144.0,OH
38977,Garfield Heights,11678.0,28207.0,11476.0,94909.0,8853.0,1120771.0,161809170.0,134540355.0,OH
38978,Cuyahoga Heights,222.0,603.0,205.0,1693.0,178.0,22548.0,2886603.0,2706711.0,OH
38980,Shaker Heights,11132.0,27773.0,11930.0,98662.0,9172.0,1161151.0,168207404.0,139387729.0,OH
38981,East Cleveland,8213.0,17413.0,6509.0,53834.0,4975.0,629814.0,91781268.0,75604617.0,OH
38982,Cleveland Heights,19057.0,45160.0,17205.0,142291.0,14349.0,1816585.0,242590532.0,218067766.0,OH
38984,Rocky River,8892.0,20211.0,8128.0,67218.0,5725.0,724790.0,114598737.0,87005699.0,OH
38986,Lakewood,24465.0,50866.0,17683.0,134793.0,13946.0,1765611.0,229808488.0,211948655.0,OH
38988,Bratenahl,668.0,1203.0,781.0,5851.0,559.0,70762.0,9974862.0,8494457.0,OH
38991,Brooklyn Heights,582.0,1603.0,613.0,5074.0,485.0,61346.0,8650159.0,7364099.0,OH
38998,Linndale,74.0,125.0,60.0,499.0,45.0,5741.0,850438.0,689155.0,OH
39017,South Euclid,8803.0,21865.0,8619.0,71278.0,6927.0,876987.0,121521898.0,105275841.0,OH
39020,University Heights,4481.0,13273.0,4467.0,36942.0,3538.0,447978.0,62982149.0,53776532.0,OH
39033,Lyndhurst,6164.0,13736.0,6762.0,55926.0,4639.0,587353.0,95347082.0,70507382.0,OH
39038,Highland Hills,273.0,967.0,203.0,1679.0,121.0,15381.0,2862011.0,1846377.0,OH
39044,Beachwood,4623.0,11786.0,4908.0,40587.0,3106.0,393194.0,69195825.0,47200120.0,OH
39045,Woodmere,386.0,847.0,337.0,2790.0,177.0,22453.0,4756948.0,2695372.0,OH
39063,Independence,2690.0,7115.0,3066.0,25353.0,2089.0,264479.0,43224690.0,31748776.0,OH
39067,Valley View,718.0,1974.0,799.0,6605.0,569.0,72053.0,11261202.0,8649445.0,OH
39069,Maple Heights,9368.0,22685.0,8940.0,73939.0,6773.0,857513.0,126057727.0,102938171.0,OH
39079,North Randall,460.0,998.0,358.0,2964.0,133.0,16889.0,5053519.0,2027353.0,OH
39084,Bedford Heights,5176.0,10640.0,4407.0,36446.0,2504.0,317064.0,62136875.0,38061233.0,OH
39089,Parma,33489.0,80088.0,30176.0,249562.0,21953.0,2398006.0,425477487.0,287863106.0,OH
39090,Parma Heights,9037.0,20311.0,7444.0,61562.0,4841.0,508724.0,104956821.0,61068585.0,OH
39091,North Royalton,12771.0,30302.0,13367.0,110760.0,7280.0,808645.0,188834785.0,97071873.0,OH
39102,Seven Hills,4888.0,11697.0,4911.0,40615.0,3564.0,440650.0,69244878.0,52896772.0,OH
39105,Broadview Heights,7568.0,19257.0,8186.0,67935.0,5045.0,580391.0,115821147.0,69671707.0,OH
39133,Brunswick,13403.0,34578.0,16231.0,136122.0,7505.0,798203.0,232073243.0,95818494.0,OH
39140,Bedford,5712.0,12782.0,5142.0,42525.0,3479.0,440494.0,72500772.0,52878033.0,OH
39165,Richfield,1426.0,3651.0,1855.0,15519.0,1022.0,117572.0,26457455.0,14113680.0,OH
39217,Limaville,57.0,144.0,83.0,693.0,25.0,2881.0,1181172.0,345860.0,OH
39219,Streetsboro,6635.0,16224.0,7647.0,64133.0,3793.0,480124.0,109339532.0,57635424.0,OH
39223,New Franklin,5563.0,14195.0,6784.0,56897.0,3631.0,460252.0,97003708.0,55249918.0,OH
39224,Norton,4645.0,12044.0,5580.0,46801.0,3093.0,365680.0,79790600.0,43897212.0,OH
39225,Barberton,10592.0,26266.0,11134.0,93375.0,6823.0,863823.0,159195192.0,103695676.0,OH
39226,Akron,84160.0,198508.0,79281.0,664915.0,53311.0,6688421.0,1133609610.0,802896049.0,OH
39227,Wadsworth,8709.0,22578.0,10906.0,91437.0,5039.0,595207.0,155890038.0,71450304.0,OH
39231,Burbank,96.0,212.0,136.0,1142.0,34.0,3603.0,1946145.0,432502.0,OH
39232,Chippewa Lake,362.0,656.0,530.0,4436.0,171.0,17926.0,7562335.0,2151839.0,OH
39233,Gloria Glens Park,230.0,472.0,329.0,2754.0,109.0,12618.0,4695195.0,1514650.0,OH
39234,Clinton,496.0,1229.0,623.0,5223.0,302.0,38379.0,8904308.0,4607097.0,OH
39238,Green,10091.0,25713.0,12045.0,97013.0,6162.0,780147.0,165397426.0,93650967.0,OH
39239,Creston,869.0,2297.0,1158.0,9025.0,389.0,41333.0,15387463.0,4961735.0,OH
39240,Silver Lake,976.0,2452.0,1091.0,9149.0,672.0,85095.0,15598035.0,10215052.0,OH
39241,Stow,14295.0,34746.0,14613.0,122557.0,8663.0,1096769.0,208947159.0,131659142.0,OH
39242,Munroe Falls,2065.0,5055.0,2304.0,19331.0,1272.0,161051.0,32957545.0,19333026.0,OH
39243,Tallmadge,6802.0,17488.0,7355.0,61688.0,4125.0,522300.0,105170959.0,62698248.0,OH
39245,Cuyahoga Falls,21642.0,49353.0,21150.0,177836.0,12943.0,1638145.0,303190609.0,196647318.0,OH
39248,Kent,10251.0,29761.0,10618.0,89046.0,4730.0,598768.0,151813963.0,71877728.0,OH
39257,Doylestown,1251.0,3089.0,1508.0,12648.0,615.0,78056.0,21563617.0,9370106.0,OH
39258,Garrettsville,1130.0,2870.0,1515.0,12707.0,405.0,51447.0,21663904.0,6175830.0,OH
39259,Hiram,224.0,1320.0,319.0,2657.0,83.0,10453.0,4530631.0,1254749.0,OH
39272,Sugar Bush Knolls,74.0,193.0,93.0,779.0,40.0,5091.0,1327327.0,611120.0,OH
39274,Brady Lake,188.0,504.0,220.0,1841.0,104.0,13126.0,3138474.0,1575668.0,OH
39283,Lodi,1162.0,2789.0,1452.0,12161.0,559.0,58721.0,20733778.0,7049048.0,OH
39284,Mantua,436.0,1153.0,547.0,4560.0,194.0,24602.0,7774677.0,2953235.0,OH
39287,Medina,10349.0,26445.0,12766.0,107066.0,5637.0,592277.0,182536811.0,71098583.0,OH
39289,Mogadore,1289.0,3662.0,1527.0,12810.0,749.0,94796.0,21839861.0,11379578.0,OH
39297,Peninsula,211.0,615.0,273.0,2288.0,129.0,14896.0,3900323.0,1788158.0,OH
39304,Ravenna,4896.0,11582.0,4892.0,41031.0,2766.0,349981.0,69954093.0,42012681.0,OH
39306,Rittman,2456.0,6528.0,3043.0,25520.0,846.0,102684.0,43509469.0,12326468.0,OH
39307,Westfield Center,482.0,1199.0,689.0,5764.0,229.0,26408.0,9826669.0,3170042.0,OH
39309,Seville,991.0,2505.0,1337.0,11209.0,428.0,49372.0,19110320.0,5926763.0,OH
39310,Spencer,268.0,591.0,527.0,4183.0,79.0,8353.0,7131331.0,1002720.0,OH
39323,West Salem,589.0,1647.0,1038.0,8314.0,208.0,21841.0,14175133.0,2621890.0,OH
39324,Congress,68.0,78.0,121.0,966.0,24.0,2536.0,1646144.0,304478.0,OH
39325,Windham,793.0,1959.0,1014.0,8508.0,371.0,47040.0,14504760.0,5646861.0,OH
39341,Lakemore,1229.0,3064.0,1321.0,11076.0,805.0,101965.0,18883234.0,12240094.0,OH
39343,Fairlawn,3239.0,7477.0,3599.0,30182.0,2029.0,233374.0,51457099.0,28014886.0,OH
39360,Yankee Lake,36.0,95.0,47.0,396.0,20.0,2075.0,674795.0,249102.0,OH
39361,Orangeville,75.0,196.0,117.0,979.0,39.0,4069.0,1669416.0,488435.0,OH
39362,West Salem,1386.0,3768.0,2285.0,17390.0,570.0,53147.0,29648155.0,6379854.0,OH
39363,Hermitage,6914.0,16077.0,9324.0,70961.0,3653.0,486896.0,120981616.0,58448284.0,OH
39364,South Pymatuning,1111.0,2764.0,1777.0,13521.0,519.0,69211.0,23051977.0,8308329.0,OH
39365,Campbell,3339.0,8040.0,3541.0,29696.0,2512.0,318004.0,50628520.0,38174005.0,OH
39366,Youngstown,26949.0,65161.0,26025.0,218263.0,19043.0,2411596.0,372114790.0,289494476.0,OH
39367,Struthers,4156.0,10445.0,4477.0,37545.0,3111.0,393857.0,64010261.0,47279608.0,OH
39368,Canfield,3071.0,7376.0,3595.0,30154.0,2174.0,250052.0,51409109.0,30016972.0,OH
39369,Columbiana,2966.0,6463.0,3997.0,33518.0,1498.0,159113.0,57144282.0,19100326.0,OH
39370,Cortland,2969.0,6974.0,3723.0,31220.0,1785.0,205765.0,53227128.0,24700543.0,OH
39371,East Palestine,1866.0,4598.0,2602.0,21819.0,925.0,106449.0,37198759.0,12778470.0,OH
39372,Darlington,782.0,1881.0,1360.0,10349.0,320.0,25343.0,17644396.0,3042199.0,OH
39373,Little Beaver,480.0,1274.0,973.0,7405.0,161.0,12720.0,12625064.0,1526998.0,OH
39375,McDonald,1326.0,3173.0,1608.0,13485.0,894.0,113166.0,22990458.0,13584766.0,OH
39376,Girard,4271.0,9615.0,4769.0,40018.0,2791.0,353379.0,68226244.0,42420570.0,OH
39378,Hanoverton,151.0,372.0,256.0,1984.0,50.0,5304.0,3382797.0,636663.0,OH
39379,Hubbard,3315.0,7686.0,4027.0,33771.0,696.0,131372.0,57575205.0,15770277.0,OH
39382,Shenango,1575.0,3893.0,2473.0,18822.0,678.0,90367.0,32089024.0,10847877.0,OH
39386,Greene,407.0,1106.0,671.0,5107.0,167.0,15608.0,8706800.0,1873577.0,OH
39387,Craig Beach,459.0,1123.0,631.0,5296.0,212.0,24464.0,9028947.0,2936736.0,OH
39388,Warren,17306.0,40433.0,18470.0,154997.0,7958.0,1034602.0,264252728.0,124196396.0,OH
39389,Washingtonville,335.0,864.0,520.0,4360.0,125.0,13689.0,7433523.0,1643264.0,OH
39390,Leetonia,767.0,2105.0,1090.0,9141.0,393.0,41474.0,15584543.0,4978598.0,OH
39392,Lisbon,1161.0,2741.0,1583.0,13218.0,467.0,49163.0,22535017.0,5901635.0,OH
39393,Lowellville,472.0,1161.0,499.0,4185.0,350.0,44331.0,7134816.0,5321580.0,OH
39397,Mahoning,1124.0,3116.0,2366.0,18009.0,92.0,8596.0,30704003.0,1031844.0,OH
39398,Pulaski,1390.0,3470.0,2844.0,21644.0,113.0,15057.0,36901334.0,1807479.0,OH
39401,Niles,8209.0,18877.0,8411.0,73605.0,5351.0,677513.0,125488750.0,81330453.0,OH
39404,Farrell,2061.0,4819.0,2700.0,20548.0,1320.0,176007.0,35032279.0,21128388.0,OH
39405,Sharon,6055.0,13659.0,7697.0,58582.0,3509.0,467687.0,99876231.0,56142404.0,OH
39406,Lordstown,1439.0,3325.0,1992.0,16703.0,674.0,85610.0,28476679.0,10276908.0,OH
39408,South Beaver,1008.0,2735.0,1910.0,12866.0,320.0,30200.0,21934401.0,3625288.0,OH
39410,New Middletown,685.0,1536.0,917.0,7691.0,336.0,38690.0,13111854.0,4644422.0,OH
39411,North Beaver,1479.0,3855.0,2870.0,21844.0,654.0,51748.0,37241675.0,6211949.0,OH
39414,Newton Falls,2350.0,4668.0,2809.0,23559.0,305.0,47192.0,40164991.0,5665006.0,OH
39415,New Waterford,539.0,1289.0,823.0,6895.0,180.0,20710.0,11754514.0,2486133.0,OH
39426,Rogers,88.0,232.0,168.0,1305.0,16.0,1790.0,2224266.0,214817.0,OH
39428,Salem,5163.0,12071.0,6455.0,54132.0,2491.0,261788.0,92289416.0,31425750.0,OH
39443,West Farmington,161.0,517.0,204.0,1706.0,48.0,5051.0,2907719.0,606322.0,OH
39462,Poland,1072.0,2671.0,1226.0,10286.0,802.0,101529.0,17535721.0,12187852.0,OH
39467,Sebring,1855.0,4294.0,2263.0,18976.0,1076.0,113175.0,32352654.0,13585838.0,OH
39468,Alliance,8691.0,22121.0,10531.0,88056.0,5419.0,623405.0,150125555.0,74835222.0,OH
39469,Apple Creek,448.0,1128.0,649.0,4800.0,41.0,6356.0,8183205.0,763023.0,OH
39470,Mount Eaton,102.0,197.0,123.0,955.0,51.0,5363.0,1627567.0,643739.0,OH
39471,Wilmot,125.0,352.0,179.0,1391.0,58.0,6107.0,2372059.0,733086.0,OH
39472,Beach City,419.0,895.0,603.0,4675.0,194.0,20521.0,7970817.0,2463386.0,OH
39473,Beloit,424.0,1045.0,551.0,4622.0,198.0,22813.0,7880003.0,2738488.0,OH
39475,Nashville,81.0,200.0,132.0,1021.0,20.0,2346.0,1741059.0,281608.0,OH
39476,Zoar,79.0,195.0,133.0,979.0,27.0,3123.0,1669760.0,374858.0,OH
39477,Bolivar,369.0,1070.0,631.0,4895.0,138.0,15913.0,8345959.0,1910270.0,OH
39478,Brewster,801.0,2291.0,1151.0,8931.0,371.0,39201.0,15226528.0,4705768.0,OH
39481,Canal Fulton,2344.0,5464.0,3062.0,25683.0,1233.0,156541.0,43786420.0,18791610.0,OH
39482,Carrollton,1317.0,2952.0,1936.0,14303.0,642.0,67356.0,24384716.0,8085564.0,OH
39483,Dalton,696.0,1698.0,953.0,7388.0,76.0,11800.0,12596070.0,1416449.0,OH
39485,Massillon,13003.0,32268.0,15275.0,127707.0,7239.0,782348.0,217727340.0,93915212.0,OH
39486,Dellroy,115.0,355.0,202.0,1489.0,33.0,3761.0,2538779.0,451506.0,OH
39487,Leesville,52.0,195.0,91.0,681.0,11.0,1234.0,1161705.0,148185.0,OH
39488,Midvale,250.0,837.0,411.0,3038.0,86.0,9864.0,5178782.0,1184144.0,OH
39489,Tuscarawas,450.0,1291.0,767.0,5667.0,177.0,20401.0,9662206.0,2448971.0,OH
39490,Uhrichsville,2123.0,5399.0,3035.0,22418.0,1001.0,115203.0,38220290.0,13829331.0,OH
39491,Dennison,1123.0,2687.0,1684.0,12443.0,439.0,55803.0,21214748.0,6698799.0,OH
39492,Dover,5171.0,12886.0,7384.0,54613.0,755.0,108327.0,93109368.0,13003901.0,OH
39493,New Philadelphia,7108.0,17412.0,10461.0,77283.0,1310.0,175067.0,131758835.0,21015511.0,OH
39494,Parral,103.0,244.0,147.0,1084.0,14.0,2117.0,1848659.0,254153.0,OH
39495,Gnadenhutten,458.0,1509.0,791.0,5839.0,179.0,20634.0,9954090.0,2476920.0,OH
39496,Sugarcreek,892.0,2327.0,1334.0,9858.0,446.0,46919.0,16806220.0,5632295.0,OH
39500,East Sparta,318.0,1015.0,548.0,4051.0,107.0,12360.0,6905903.0,1483714.0,OH
39501,Fredericksburg,190.0,472.0,229.0,1780.0,95.0,9996.0,3033912.0,1199980.0,OH
39502,Glenmont,100.0,238.0,158.0,1172.0,26.0,2953.0,1998583.0,354447.0,OH
39505,Hartville,1221.0,2998.0,1636.0,13725.0,662.0,83750.0,23399103.0,10053560.0,OH
39506,Holmesville,147.0,412.0,214.0,1584.0,54.0,6254.0,2701340.0,750726.0,OH
39507,Killbuck,304.0,1080.0,484.0,3584.0,78.0,9026.0,6109490.0,1083514.0,OH
39510,Louisville,3774.0,9318.0,5159.0,38315.0,2178.0,274137.0,65323752.0,32908127.0,OH
39511,Canton,30516.0,72163.0,35560.0,262739.0,13661.0,1735479.0,447942462.0,208331550.0,OH
39512,Magnolia,366.0,1114.0,591.0,4365.0,160.0,18428.0,7442569.0,2212124.0,OH
39514,Malvern,452.0,1159.0,771.0,5694.0,159.0,16833.0,9708043.0,2020624.0,OH
39516,Marshallville,290.0,718.0,443.0,3715.0,98.0,12484.0,6333721.0,1498634.0,OH
39519,Millersburg,1261.0,3140.0,1643.0,12155.0,502.0,52743.0,20723300.0,6331425.0,OH
39520,Mineral City,274.0,632.0,455.0,3359.0,81.0,9325.0,5725971.0,1119375.0,OH
39521,Minerva,1552.0,4001.0,2316.0,17960.0,664.0,70131.0,30619646.0,8418661.0,OH
39524,Navarre,844.0,1853.0,1015.0,8508.0,471.0,49808.0,14505762.0,5979090.0,OH
39530,Roswell,84.0,235.0,138.0,1023.0,29.0,3322.0,1744057.0,398784.0,OH
39533,Barnhill,135.0,417.0,222.0,1639.0,46.0,5322.0,2794051.0,638868.0,OH
39535,Orrville,3552.0,8351.0,4275.0,35230.0,419.0,65431.0,60063475.0,7854523.0,OH
39538,Sherrodsville,82.0,281.0,143.0,1066.0,17.0,1931.0,1817026.0,231777.0,OH
39540,Shreve,596.0,1447.0,925.0,6845.0,205.0,23683.0,11670082.0,2842942.0,OH
39541,Smithville,528.0,1249.0,803.0,6230.0,51.0,7888.0,10622091.0,946853.0,OH
39542,Strasburg,1194.0,3007.0,1903.0,14763.0,407.0,42992.0,25169931.0,5160899.0,OH
39554,Waynesburg,373.0,892.0,585.0,4322.0,182.0,20983.0,7369034.0,2518909.0,OH
39556,Wooster,10966.0,26773.0,13293.0,99373.0,2021.0,259005.0,169420107.0,31091686.0,OH
39558,Bowerston,133.0,422.0,217.0,1618.0,38.0,3993.0,2758067.0,479278.0,OH
39567,Meyers Lake,331.0,614.0,409.0,3023.0,190.0,21950.0,5154359.0,2634887.0,OH
39569,Hills and Dales,95.0,246.0,117.0,863.0,48.0,5570.0,1471378.0,668589.0,OH
39570,North Canton,7351.0,17422.0,9632.0,71794.0,4359.0,551910.0,122401608.0,66252772.0,OH
39581,East Canton,638.0,1506.0,915.0,6761.0,84.0,13041.0,11527093.0,1565494.0,OH
39583,Arcadia,218.0,598.0,323.0,2389.0,114.0,11958.0,4072623.0,1435496.0,OH
39584,Bailey Lakes,144.0,440.0,243.0,1884.0,41.0,4322.0,3211343.0,518781.0,OH
39585,Savannah,130.0,425.0,220.0,1704.0,37.0,3910.0,2905500.0,469373.0,OH
39586,Mifflin,57.0,121.0,83.0,691.0,21.0,2394.0,1178464.0,287359.0,OH
39587,Hayesville,179.0,434.0,261.0,2176.0,65.0,7535.0,3709263.0,904473.0,OH
39588,Ashland,8209.0,20419.0,10037.0,84083.0,4049.0,425407.0,143353241.0,51066985.0,OH
39589,Polk,120.0,293.0,204.0,1585.0,26.0,2753.0,2702321.0,330447.0,OH
39590,Attica,366.0,1018.0,604.0,4464.0,121.0,12712.0,7611179.0,1525925.0,OH
39591,Bellevue,3165.0,8059.0,3846.0,32179.0,1853.0,194617.0,54861994.0,23362299.0,OH
39592,Bellville,852.0,1920.0,1362.0,10561.0,288.0,30290.0,18004893.0,3636107.0,OH
39593,Berlin Heights,260.0,504.0,389.0,3260.0,117.0,12376.0,5557777.0,1485616.0,OH
39594,Bettsville,288.0,666.0,501.0,3749.0,65.0,6812.0,6392280.0,817677.0,OH
39595,Bairdstown,51.0,128.0,79.0,589.0,22.0,2300.0,1004094.0,276148.0,OH
39596,Bloomdale,267.0,685.0,409.0,3058.0,114.0,11944.0,5213564.0,1433846.0,OH
39597,Chatfield,74.0,255.0,125.0,926.0,20.0,2150.0,1578856.0,258057.0,OH
39598,Bloomville,327.0,915.0,539.0,3985.0,108.0,11345.0,6793155.0,1361924.0,OH
39599,Bucyrus,5396.0,12011.0,7361.0,54934.0,2996.0,314481.0,93655953.0,37751096.0,OH
39600,North Robinson,80.0,243.0,141.0,1091.0,13.0,1350.0,1860581.0,162086.0,OH
39601,Butler,346.0,966.0,564.0,4371.0,125.0,14410.0,7451689.0,1729826.0,OH
39602,Castalia,326.0,853.0,446.0,3741.0,118.0,12423.0,6377927.0,1491245.0,OH
39604,Galion,4386.0,10245.0,5512.0,44008.0,2232.0,234372.0,75029064.0,28134632.0,OH
39605,Crestline,1926.0,4463.0,2687.0,20837.0,896.0,94108.0,35524225.0,11297036.0,OH
39606,Fostoria,5511.0,13397.0,7915.0,58572.0,2894.0,304099.0,99858676.0,36504812.0,OH
39610,Green Springs,504.0,1637.0,819.0,6261.0,132.0,13817.0,10674405.0,1658614.0,OH
39612,Greenwich,590.0,1453.0,945.0,6983.0,204.0,21397.0,11905684.0,2568522.0,OH
39614,Sandusky,11140.0,25338.0,12237.0,102629.0,6431.0,674897.0,174971577.0,81016398.0,OH
39615,Huron,3155.0,7038.0,3989.0,33456.0,1702.0,178635.0,57039654.0,21443828.0,OH
39616,Jeromesville,235.0,578.0,380.0,2951.0,67.0,7695.0,5031209.0,923744.0,OH
39619,Loudonville,1113.0,2634.0,1402.0,11679.0,508.0,58422.0,19911881.0,7013128.0,OH
39620,Lucas,253.0,527.0,407.0,3153.0,96.0,11034.0,5375738.0,1324520.0,OH
39621,Milan,480.0,1263.0,711.0,5960.0,210.0,22087.0,10161301.0,2651432.0,OH
39622,Monroeville,570.0,1315.0,881.0,7377.0,159.0,16682.0,12576345.0,2002571.0,OH
39623,Nevada,310.0,899.0,505.0,3913.0,77.0,8091.0,6670648.0,971253.0,OH
39624,New London,846.0,2614.0,1292.0,10809.0,295.0,31019.0,18428619.0,3723584.0,OH
39625,New Riegel,107.0,269.0,202.0,1496.0,21.0,2166.0,2551339.0,260061.0,OH
39626,New Washington,359.0,940.0,612.0,4524.0,100.0,10501.0,7712801.0,1260622.0,OH
39627,North Fairfield,180.0,556.0,322.0,2494.0,30.0,3103.0,4251971.0,372514.0,OH
39630,Norwalk,6681.0,16862.0,8129.0,68171.0,3259.0,342403.0,116225080.0,41102999.0,OH
39631,Perrysville,347.0,864.0,506.0,4215.0,127.0,14598.0,7186696.0,1752417.0,OH
39633,Plymouth,737.0,1814.0,1169.0,8645.0,272.0,28562.0,14739282.0,3428710.0,OH
39635,Republic,217.0,612.0,390.0,3023.0,44.0,4659.0,5153746.0,559301.0,OH
39637,Bay View,295.0,629.0,404.0,3385.0,107.0,11240.0,5770506.0,1349222.0,OH
