,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id,lof_score_100,lof_score_500,lof_score_1000
42509,Stevensville,480.0,1235.0,508.0,4599.0,157.0,21824.0,7841187.0,2619830.0,MI,-1.007088753597331,-1.0801737722655762,-1.1370852828334232
42512,Three Oaks,633.0,1522.0,745.0,6743.0,206.0,28328.0,11496305.0,3400547.0,MI,-1.0607017018762113,-1.1311599903195657,-1.1205436854959134
42514,Vandercook Lake,1780.0,4723.0,2420.0,15716.0,1153.0,142788.0,20513051.0,17140705.0,MI,-1.0267948214065945,-1.1116348349197493,-1.2810582612750954
42515,Napoleon,486.0,1247.0,663.0,4307.0,271.0,33473.0,5621746.0,4018140.0,MI,-1.1059373451422756,-1.2185768835198405,-1.3163963731673811
42516,Jackson,12632.0,33165.0,16488.0,107069.0,8396.0,1038522.0,139750889.0,124667028.0,MI,-1.0662842172126978,-1.229802821402533,-1.3814593388449643
42517,Michigan Center,1879.0,4819.0,2338.0,15181.0,1167.0,144345.0,19814463.0,17327506.0,MI,-1.0391646895476863,-1.1294281796715144,-1.306714445264849
42522,Addison,190.0,591.0,251.0,1630.0,76.0,9527.0,2127524.0,1143658.0,MI,-1.0352035941770488,-1.1593422395985444,-1.3038321278044132
42523,Manitou Beach-Devils Lake,1289.0,1979.0,1701.0,11032.0,517.0,64442.0,14399465.0,7735750.0,MI,-1.002476771847943,-1.0798400468514104,-1.2041437977900242
42524,Adrian,7763.0,20800.0,9210.0,59743.0,3766.0,480357.0,77979306.0,57663390.0,MI,-1.0148699178975966,-1.0916434663488814,-1.1887560883552755
42525,Jasper,144.0,275.0,208.0,1351.0,43.0,5431.0,1763143.0,651924.0,MI,-1.019749480710216,-1.1592490285094381,-1.164538694519672
42526,Albion,2930.0,8293.0,3424.0,22237.0,1598.0,220281.0,29024687.0,26443181.0,MI,-1.1033038366168284,-1.1558821161228487,-1.256658274778063
42527,Allen,68.0,274.0,94.0,612.0,18.0,2221.0,798544.0,266567.0,MI,-1.015512634490405,-1.0887820514845044,-1.0184894357142897
42528,Blissfield,1400.0,3200.0,1776.0,11500.0,696.0,86932.0,15010751.0,10435565.0,MI,-1.024173875211894,-1.1231432842322535,-1.2500410223877183
42529,Berkey,110.0,313.0,156.0,1245.0,21.0,2162.0,2123062.0,259488.0,MI,-1.0730902990463091,-0.996967238791626,-1.0012035562158943
42530,Britton,244.0,685.0,357.0,2297.0,72.0,9005.0,2998514.0,1081003.0,MI,-1.0110853560788964,-1.0720721176674788,-1.150207205263419
42531,Brooklyn,522.0,1413.0,717.0,4659.0,263.0,32539.0,6081486.0,3906093.0,MI,-1.0796831252043482,-1.1452304275552792,-1.2555232191382097
42532,Vineyard Lake,596.0,658.0,838.0,5439.0,257.0,31759.0,7098884.0,3812489.0,MI,-1.0481480505983083,-1.0727056043433454,-1.1938827547993196
42533,Camden,163.0,537.0,235.0,1526.0,37.0,5161.0,1992199.0,619522.0,MI,-1.0345519097246303,-1.1558931919598163,-1.1130181670022548
42534,Cement City,134.0,443.0,183.0,1190.0,51.0,6251.0,1553740.0,750372.0,MI,-1.0387197327703739,-1.1775141320956013,-1.2790380809036923
42535,Clayton,114.0,345.0,157.0,1016.0,44.0,5834.0,1326393.0,700280.0,MI,-1.0462666135570422,-1.220861659775507,-1.309817164174307
42536,Clinton,969.0,2495.0,1323.0,8524.0,503.0,62184.0,11125742.0,7464706.0,MI,-1.026530531729193,-1.1062675072794936,-1.2271280940605358
42537,Concord,412.0,1211.0,610.0,3959.0,152.0,19127.0,5167692.0,2296034.0,MI,-1.0077115972767912,-1.0770525178578727,-1.1835350452102598
42540,Grass Lake,487.0,1211.0,706.0,4582.0,222.0,27498.0,5980217.0,3300883.0,MI,-1.0429966982027135,-1.096337555579927,-1.2275188489542088
42541,Hanover,159.0,440.0,236.0,1535.0,61.0,7614.0,2003011.0,913962.0,MI,-1.020704514481642,-1.145730702380421,-1.2647253378349355
42542,Hillsdale,2829.0,8203.0,3207.0,20838.0,1259.0,175594.0,27198352.0,21078741.0,MI,-1.0134599306783945,-1.0891654603590473,-1.214376038656067
42543,Homer,647.0,1846.0,838.0,5441.0,243.0,30492.0,7101759.0,3660303.0,MI,-1.0427087087311717,-1.0654558585655536,-1.1864543249195312
42544,Hudson,848.0,2494.0,1131.0,7338.0,342.0,47726.0,9577966.0,5729123.0,MI,-1.0241635113574619,-1.0810083027364177,-1.1922726250203481
42546,Jonesville,868.0,2139.0,1128.0,7329.0,408.0,51539.0,9565813.0,6186913.0,MI,-1.0468992911888773,-1.0964389009398348,-1.209999401936879
42548,Leslie,723.0,1865.0,1063.0,6917.0,273.0,33783.0,9028390.0,4055399.0,MI,-1.003329348751713,-1.053054460815919,-1.1669702350387057
42549,Litchfield,541.0,1280.0,712.0,4623.0,194.0,24514.0,6034499.0,2942701.0,MI,-0.9994968042407328,-1.076584403139142,-1.2001292687079648
42552,Montgomery,113.0,319.0,163.0,1056.0,25.0,3571.0,1378488.0,428674.0,MI,-1.0159693714130282,-1.119761280210514,-1.0619009411676084
42553,Morenci,879.0,2525.0,1208.0,7837.0,304.0,42439.0,10229371.0,5094495.0,MI,-0.9958567317798235,-1.0599587430649895,-1.1716310782173616
42555,North Adams,194.0,575.0,271.0,1760.0,43.0,5359.0,2297010.0,643258.0,MI,-1.0013640685746446,-1.1421955708108193,-1.08050135188185
42556,Onsted,280.0,941.0,367.0,2379.0,141.0,17423.0,3105261.0,2091466.0,MI,-1.1116498606605811,-1.1960387750246686,-1.3340512810355212
42560,Sylvania,7807.0,18882.0,9253.0,74063.0,4797.0,503451.0,126268990.0,60435652.0,MI,-1.0001030688743935,-1.0489206826974136,-1.1151074246083563
42561,Parma,302.0,753.0,451.0,2931.0,124.0,15606.0,3825143.0,1873340.0,MI,-1.0357275062718516,-1.099122198080513,-1.2177452665312472
42563,Reading,313.0,1062.0,436.0,2831.0,81.0,10276.0,3695390.0,1233580.0,MI,-1.0047050411469527,-1.0841573171778547,-1.1375540893818634
42565,Spring Arbor,700.0,2952.0,972.0,6311.0,379.0,47506.0,8237226.0,5702773.0,MI,-1.0374895182468218,-1.1306468527258147,-1.2467895294192397
42566,Springport,306.0,817.0,457.0,2973.0,92.0,11556.0,3880593.0,1387174.0,MI,-1.0032632119599112,-1.0851351897805848,-1.1593111534859677
42567,Stockbridge,536.0,1210.0,756.0,4877.0,201.0,24823.0,6366295.0,2979852.0,MI,-0.9964686309209588,-1.0596446768581969,-1.2012908364544492
42568,Tecumseh,3643.0,8370.0,4529.0,29258.0,1873.0,231706.0,38188295.0,27814613.0,MI,-0.9897313094621916,-1.0724734219880636,-1.1787023398318566
42569,Waldron,190.0,568.0,278.0,1804.0,19.0,2612.0,2354191.0,313601.0,MI,-1.052006863528505,-1.0001131902881075,-0.9996780407020246
42570,Forest Hills,9468.0,27667.0,13295.0,86338.0,7841.0,922469.0,112692110.0,110735613.0,MI,-1.0772687281406474,-1.2686727819493617,-1.4142833136091613
42571,Northview,6361.0,15393.0,6822.0,44298.0,5529.0,634448.0,57820123.0,76160902.0,MI,-1.5681355763089857,-1.4773245428977215,-1.5793084098129315
42572,Baldwin,130.0,1441.0,153.0,993.0,45.0,5133.0,1296225.0,616195.0,MI,-1.0558535520504255,-1.2039804610024003,-1.2436774910823083
42573,Barryton,130.0,453.0,167.0,1085.0,36.0,4502.0,1416086.0,540390.0,MI,-1.0283667221797443,-1.1481201190023125,-1.151811631518709
42575,Big Rapids,2914.0,10495.0,2856.0,18580.0,1789.0,206149.0,24251232.0,24746735.0,MI,-1.2076025193766575,-1.2287560585797295,-1.3496074297124692
42576,Wyoming,27959.0,74692.0,26982.0,175252.0,18386.0,2147466.0,228746693.0,257787627.0,MI,-1.2320682187262013,-1.6733272443972416,-1.9761238632439513
42577,Cutlerville,5954.0,15379.0,5792.0,37615.0,2629.0,326676.0,49096793.0,39215012.0,MI,-1.011788683100787,-1.0980534775542348,-1.2060000544438005
42578,Byron Center,2195.0,6840.0,2466.0,16013.0,1066.0,134644.0,20900587.0,16163036.0,MI,-1.0012587371029409,-1.0924255192376127,-1.2510982986333952
42579,Caledonia,574.0,1871.0,735.0,4775.0,322.0,39848.0,6232074.0,4783450.0,MI,-1.0709233608433013,-1.228783981995966,-1.32178597926469
42580,Kentwood,20061.0,50761.0,20711.0,134492.0,14654.0,1699297.0,175544361.0,203988199.0,MI,-1.2463428251965862,-1.5444786973593552,-1.8004050123354325
42581,Casnovia,122.0,468.0,168.0,1094.0,46.0,5274.0,1427421.0,633141.0,MI,-1.025184475511307,-1.1663292080813312,-1.2271087936676868
42582,Cedar Springs,1336.0,3617.0,1329.0,8643.0,1124.0,129014.0,11280557.0,15487229.0,MI,-1.4773691450062585,-1.5697120324373441,-1.7116244854038085
42583,Walker,9809.0,24458.0,9044.0,58745.0,6653.0,763455.0,76676268.0,91647220.0,MI,-1.4358285834156228,-1.393495029441639,-1.5174005315771568
42584,Comstock Park,4319.0,10401.0,4237.0,27511.0,2228.0,255681.0,35908839.0,30692673.0,MI,-1.050352152047291,-1.131063717094171,-1.240983755731952
42586,Freeport,184.0,462.0,273.0,1777.0,38.0,4693.0,2319542.0,563408.0,MI,-1.017604960006925,-1.124591340807841,-1.0381258580447343
42587,Grant,347.0,844.0,434.0,2823.0,180.0,20649.0,3685247.0,2478793.0,MI,-1.092730389489586,-1.2140620189118176,-1.3184286104288907
42588,Hopkins,225.0,739.0,318.0,2067.0,53.0,6678.0,2697377.0,801668.0,MI,-0.9944166575977885,-1.1045314219711262,-1.1010938874595404
42589,Howard City,611.0,1799.0,817.0,5320.0,267.0,30669.0,6943234.0,3681628.0,MI,-1.0539026326140728,-1.0707121071526517,-1.192886382512646
42591,Kent City,385.0,1186.0,524.0,3411.0,166.0,19087.0,4451977.0,2291225.0,MI,-1.054956060552803,-1.1017616280148752,-1.2214045843237622
42592,Lowell,1505.0,3930.0,1622.0,10535.0,800.0,98903.0,13750427.0,11872611.0,MI,-1.06886361207162,-1.1893006310415486,-1.3463963364046276
42594,Canadian Lakes,1485.0,2667.0,1854.0,12075.0,569.0,70336.0,15760788.0,8443328.0,MI,-1.0158605455575855,-1.086262635169236,-1.1987528280485844
42595,Mecosta,120.0,540.0,143.0,933.0,55.0,6778.0,1218177.0,813625.0,MI,-1.0873484538207405,-1.3381209763889732,-1.4548856248767457
42598,Morley,192.0,665.0,257.0,1673.0,51.0,6348.0,2183365.0,762007.0,MI,-1.009722733143578,-1.1434201001623958,-1.161924666390556
42599,Newaygo,722.0,1704.0,929.0,6039.0,302.0,34611.0,7882010.0,4154773.0,MI,-1.0093611099899988,-1.0751807968323055,-1.1800085611143343
42600,Pierson,58.0,226.0,78.0,510.0,24.0,2733.0,666304.0,328119.0,MI,-1.0820251457925074,-1.2305448490056548,-1.0858288180287248
42602,Rockford,2231.0,6044.0,2440.0,15846.0,1876.0,215225.0,20683323.0,25836223.0,MI,-1.5064592441511993,-1.400452739675949,-1.5087037105917993
42604,Sand Lake,196.0,567.0,261.0,1697.0,91.0,10499.0,2214770.0,1260289.0,MI,-1.0605895844282605,-1.1595237937699057,-1.3138554913590188
42605,Sparta,1650.0,4280.0,1678.0,10895.0,1415.0,162388.0,14221253.0,19493502.0,MI,-1.5254758270133666,-1.4866454574401653,-1.6541095114518658
42606,Stanwood,72.0,212.0,97.0,630.0,19.0,2391.0,822434.0,287034.0,MI,-1.005563310151162,-1.1121580304953553,-1.0255019196513926
42608,Wayland,1532.0,4134.0,1935.0,12586.0,503.0,62792.0,16428123.0,7537725.0,MI,-1.0308336987187332,-1.087012330314426,-1.1975844945955685
42609,White Cloud,416.0,1335.0,573.0,3728.0,160.0,18321.0,4866509.0,2199315.0,MI,-1.0145607904803753,-1.0771636793413086,-1.1937756720867616
42610,Allendale,5037.0,19475.0,5026.0,32687.0,1765.0,244662.0,42664336.0,29369911.0,MI,-0.9811548163921967,-1.0662300031196317,-1.1602730504612
42611,Coopersville,1611.0,4329.0,1750.0,11378.0,673.0,94606.0,14851344.0,11356746.0,MI,-1.0401965650930363,-1.1365537176640872,-1.2890739832699873
42613,Custer,100.0,269.0,123.0,801.0,48.0,5557.0,1045452.0,667066.0,MI,-1.1116301785825364,-1.3419548887962336,-1.4010889101169628
42614,Douglas,672.0,1128.0,832.0,5400.0,246.0,34086.0,7048723.0,4091748.0,MI,-1.0606376893803087,-1.089221723301323,-1.2073741321091698
42615,Saugatuck,589.0,942.0,729.0,4732.0,215.0,29869.0,6176649.0,3585513.0,MI,-1.05814703939016,-1.1015909508715942,-1.23016527044779
42617,Fennville,542.0,1913.0,700.0,4549.0,167.0,23210.0,5937221.0,2786146.0,MI,-0.9945532456797838,-1.0720881975665424,-1.1984095370962482
42618,Fountain,45.0,164.0,64.0,413.0,8.0,870.0,539269.0,104434.0,MI,-1.0629335748673032,-0.98714701600164,-0.9591395142579704
42619,Free Soil,46.0,100.0,64.0,418.0,8.0,880.0,545766.0,105692.0,MI,-1.055368984891649,-0.9885771329015326,-0.9601223628644767
42620,Fremont,1793.0,4038.0,1990.0,12943.0,1340.0,153825.0,16893775.0,18465547.0,MI,-1.2374757645065695,-1.2718492840855438,-1.4446371278195067
42621,Fruitport,464.0,1374.0,572.0,3714.0,210.0,29496.0,4847653.0,3540748.0,MI,-1.1421098397068756,-1.2492417118500663,-1.350922805713745
42622,Grand Haven,4859.0,10853.0,4778.0,31033.0,1888.0,265389.0,40506039.0,31858033.0,MI,-1.0178089582504684,-1.0964668361820231,-1.2015999904225332
42624,Ferrysburg,1274.0,2979.0,1309.0,8498.0,525.0,73817.0,11091877.0,8861167.0,MI,-1.0888152127004644,-1.1845886437955133,-1.3065326687009902
42625,Spring Lake,1075.0,2424.0,1156.0,7505.0,461.0,64752.0,9796070.0,7773057.0,MI,-1.0942557839182607,-1.178127909942726,-1.2858974140768031
42626,Grand Rapids,73151.0,193887.0,70346.0,456813.0,64755.0,7430894.0,596251508.0,892024501.0,MI,-3.0336131065481418,-4.0267808826143385,-5.000123969420262
42629,Grandville,6170.0,15842.0,6043.0,39258.0,3521.0,437981.0,51241385.0,52576389.0,MI,-1.175932096835373,-1.2359228927529036,-1.3437185040821422
42630,Hart,709.0,2188.0,887.0,5770.0,421.0,48362.0,7531175.0,5805558.0,MI,-1.0402641818048737,-1.1812456738342536,-1.3074382430337432
42631,Hesperia,321.0,1014.0,438.0,2849.0,107.0,12305.0,3719047.0,1477104.0,MI,-0.9975007564426359,-1.0784103674636665,-1.177835265405883
42632,Holland,11584.0,33581.0,11858.0,77349.0,5044.0,697094.0,100958484.0,83680981.0,MI,-1.038865770240396,-1.1494751377621217,-1.2764730458653966
42633,Beechwood,1173.0,3454.0,1176.0,7667.0,538.0,74157.0,10007121.0,8901962.0,MI,-1.1459621990964135,-1.2496405838829068,-1.3470566202244882
42636,Jenison,6476.0,17461.0,6742.0,43844.0,3041.0,419236.0,57227476.0,50326181.0,MI,-1.0593383699315755,-1.1335235428629749,-1.251945464127415
42637,Hudsonville,2519.0,7278.0,2570.0,16711.0,1183.0,148445.0,21811556.0,17819792.0,MI,-1.0187158435000978,-1.111376348687968,-1.2659073321243304
42641,Ludington,3653.0,8051.0,3556.0,23124.0,2568.0,294671.0,30182872.0,35373146.0,MI,-1.4926315127083072,-1.3692433231419667,-1.433925741643022
42643,Whitehall,1010.0,2706.0,1166.0,7580.0,849.0,97420.0,9894305.0,11694503.0,MI,-1.368729790947294,-1.4901550784413569,-1.5931280530319187
42644,Rothbury,149.0,339.0,194.0,1263.0,83.0,9561.0,1648411.0,1147784.0,MI,-1.1006479307779822,-1.289848586784644,-1.4694993859927998
42645,Montague,950.0,2461.0,1063.0,6910.0,755.0,86616.0,9019254.0,10397572.0,MI,-1.3390345745365828,-1.484494864584594,-1.5720184405934352
42646,Muskegon,13765.0,38086.0,13471.0,87477.0,11887.0,1367301.0,114178813.0,164134511.0,MI,-1.8242143381686202,-1.7064874172730815,-1.8754474638719059
42647,North Muskegon,1612.0,3785.0,1798.0,11675.0,1538.0,176447.0,15238344.0,21181202.0,MI,-1.5815301841802423,-1.4980954652628065,-1.6525261558057083
42650,Roosevelt Park,1650.0,3813.0,1554.0,10091.0,1188.0,136345.0,13171029.0,16367262.0,MI,-1.412851300682016,-1.4139931931194942,-1.5909591664101579
42651,Muskegon Heights,4186.0,10792.0,4510.0,29285.0,3855.0,442336.0,38224101.0,53099191.0,MI,-1.6624308017817617,-1.583996932428816,-1.6114568645146434
42652,Norton Shores,10025.0,24091.0,11268.0,73171.0,7147.0,879307.0,95505472.0,105554419.0,MI,-1.2235735055173922,-1.3440731113337352,-1.48632070173281
42656,Wolf Lake,1535.0,4102.0,1884.0,12250.0,1333.0,152924.0,15989432.0,18357463.0,MI,-1.3051680306455544,-1.3174157992766717,-1.485470622471316
42662,New Era,161.0,477.0,210.0,1365.0,90.0,10331.0,1781041.0,1240134.0,MI,-1.1054430588201232,-1.2870173700915362,-1.4554060685814736
42663,Pentwater,498.0,848.0,638.0,4150.0,246.0,28216.0,5416132.0,3387117.0,MI,-1.1057093891474583,-1.1457143537409455,-1.2760110985826358
42664,Ravenna,456.0,1189.0,586.0,3808.0,130.0,18219.0,4970938.0,2187103.0,MI,-1.0131659430220186,-1.0720684704146897,-1.1879287846811646
42668,Scottville,508.0,1317.0,599.0,3898.0,299.0,34287.0,5087617.0,4115854.0,MI,-1.1237280707445283,-1.3177906068143552,-1.4069022807039724
42669,Shelby,661.0,2092.0,862.0,5603.0,370.0,42422.0,7313638.0,5092466.0,MI,-1.0242146813827042,-1.1504284830558176,-1.2566166449523617
42675,Twin Lake,698.0,1818.0,905.0,5874.0,500.0,57381.0,7667000.0,6888149.0,MI,-1.1285103075250755,-1.2728547952879135,-1.3915732018835838
42676,Lakewood Club,449.0,1139.0,581.0,3775.0,321.0,36872.0,4926703.0,4426225.0,MI,-1.1776264618777805,-1.3952554924005913,-1.4867365524151663
42677,Walkerville,61.0,174.0,91.0,592.0,14.0,1551.0,773039.0,186202.0,MI,-1.0772009429332032,-0.9978667343765806,-0.9964646406958477
42682,Zeeland,2364.0,5595.0,2427.0,15807.0,1134.0,156543.0,20632490.0,18791883.0,MI,-1.0750401029126926,-1.1532330228049095,-1.3152452043705913
42691,East Grand Rapids,3959.0,11297.0,4901.0,31827.0,4501.0,516506.0,41542105.0,62002810.0,MI,-1.781118442260761,-1.6787930950997665,-1.6943686653149679
42724,Cadillac,4257.0,10380.0,4254.0,27642.0,3572.0,412131.0,36080040.0,49473320.0,MI,-1.6730035936312555,-1.5733031346388797,-1.6080318923812806
42725,Haring,125.0,609.0,144.0,933.0,58.0,7154.0,1218234.0,858805.0,MI,-1.1002666538860948,-1.3640612476989509,-1.499178222931413
42726,Wedgewood,70.0,179.0,84.0,545.0,41.0,4726.0,711118.0,567331.0,MI,-1.2903089520182105,-1.5324562319910047,-1.5050686700417222
42727,Alba,99.0,354.0,132.0,856.0,41.0,4678.0,1117653.0,561530.0,MI,-1.0790652783255392,-1.2426345812941553,-1.254629351426442
42728,Alden,76.0,99.0,102.0,662.0,26.0,2997.0,863487.0,359801.0,MI,-1.036821958999572,-1.1713802970104268,-1.0959425202904818
42729,Rapid City,623.0,1768.0,772.0,5032.0,169.0,20937.0,6567337.0,2513306.0,MI,-0.9825673326181941,-1.0651905531598473,-1.169667090417534
42730,Arcadia,170.0,249.0,209.0,1358.0,93.0,10648.0,1772882.0,1278210.0,MI,-1.0994302496515191,-1.3052305083955584,-1.477900914182369
42731,Bear Lake,88.0,261.0,108.0,700.0,48.0,5488.0,913585.0,658825.0,MI,-1.182611187440529,-1.4328727938862809,-1.493745619905381
42732,Bellaire,252.0,877.0,312.0,2027.0,143.0,16440.0,2646112.0,1973465.0,MI,-1.093894214455699,-1.258966492836782,-1.398133298567488
42733,Benzonia,96.0,435.0,112.0,728.0,70.0,7979.0,949692.0,957786.0,MI,-1.2899008991156284,-1.673427624905009,-1.859593314502259
42734,Crystal Mountain,169.0,57.0,221.0,1436.0,47.0,5381.0,1874346.0,645891.0,MI,-1.018879053331459,-1.1569984565035063,-1.1450162116635179
42735,Beulah,132.0,262.0,154.0,999.0,95.0,10891.0,1304505.0,1307405.0,MI,-1.2265549311810406,-1.573796162742182,-1.8192998533718634
42738,Boon,44.0,229.0,57.0,368.0,9.0,1082.0,480345.0,129835.0,MI,-1.0670683767880569,-0.9890481617364644,-0.9586469010534624
42739,Brethren,162.0,443.0,200.0,1305.0,47.0,5386.0,1703451.0,646544.0,MI,-1.0244268790425444,-1.1527435921755422,-1.1746141171241251
42740,Buckley,211.0,806.0,290.0,1883.0,41.0,4714.0,2458276.0,565865.0,MI,-1.0372774827921925,-1.1046663722306542,-1.027068564918573
42741,Cedar,32.0,81.0,43.0,277.0,12.0,1427.0,361088.0,171301.0,MI,-1.1596628722170375,-1.0447500922424078,-1.0120406080173079
42742,Greilickville,689.0,1905.0,827.0,5379.0,551.0,63215.0,7021525.0,7588516.0,MI,-1.262110424105361,-1.4389498759020012,-1.5574744381056767
42743,Eastport,127.0,231.0,168.0,1091.0,31.0,3552.0,1424375.0,426436.0,MI,-1.0076505641752909,-1.1079232541117068,-1.052912836580704
42744,Central Lake,301.0,1018.0,368.0,2395.0,151.0,17325.0,3126502.0,2079688.0,MI,-1.1027479425301083,-1.191220433725451,-1.3276189733055752
42745,Nessen City,42.0,128.0,51.0,333.0,18.0,2070.0,434790.0,248502.0,MI,-1.189885610865745,-1.2454556075238783,-0.9881425788430502
42746,Copemish,66.0,162.0,84.0,549.0,19.0,2207.0,716014.0,264978.0,MI,-1.0424300884205118,-1.1093957909785026,-1.0150404406624502
42747,Eastlake,218.0,486.0,242.0,1576.0,166.0,19000.0,2057001.0,2280831.0,MI,-1.3340493600611305,-1.5810332747178018,-1.7686989225998948
42749,Elberta,127.0,163.0,166.0,1082.0,35.0,4053.0,1411925.0,486543.0,MI,-1.019114917677685,-1.1312320392687767,-1.1074639256592727
42750,Elk Rapids,747.0,1574.0,827.0,5378.0,624.0,71567.0,7019458.0,8591131.0,MI,-1.4193632896028072,-1.5565049600452645,-1.6723973781959298
42751,Empire,110.0,363.0,135.0,878.0,70.0,8065.0,1145914.0,968091.0,MI,-1.150860679198475,-1.4961294380198964,-1.6663083194985489
42752,Evart,641.0,1687.0,796.0,5184.0,389.0,44594.0,6766362.0,5353144.0,MI,-1.0434086914339966,-1.2229906514670947,-1.3314861351335785
42753,Fife Lake,208.0,396.0,268.0,1748.0,93.0,10652.0,2282115.0,1278680.0,MI,-1.0650248340107773,-1.1512432739537872,-1.29943858335507
42754,Filer City,42.0,157.0,47.0,303.0,32.0,3713.0,396085.0,445720.0,MI,-1.8430362516513836,-1.9069364750962388,-1.4205019171488444
42756,Pilgrim,105.0,53.0,118.0,765.0,71.0,8091.0,998247.0,971234.0,MI,-1.2598701092094915,-1.6437079934887375,-1.8260816974020004
42757,Frankfort,472.0,1359.0,526.0,3418.0,314.0,36027.0,4461918.0,4324829.0,MI,-1.2645083569438111,-1.4666292228384734,-1.5705312432195828
42758,Crystal Downs Country Club,52.0,85.0,61.0,396.0,38.0,4358.0,516529.0,523172.0,MI,-1.5398176485073753,-1.8531368404045623,-1.5574330817668984
42759,Glen Arbor,99.0,156.0,121.0,789.0,63.0,7251.0,1030332.0,870445.0,MI,-1.199005584780794,-1.5168714755216757,-1.6647993599061561
42760,Grawn,276.0,812.0,323.0,2100.0,227.0,26061.0,2741553.0,3128446.0,MI,-1.3003320358417525,-1.6601869917254908,-1.7904722035087994
42761,Interlochen,238.0,471.0,289.0,1881.0,186.0,21294.0,2455683.0,2556230.0,MI,-1.2692038022633785,-1.534254719638588,-1.6812163524380674
42762,Harrietta,58.0,178.0,76.0,492.0,13.0,1447.0,642540.0,173676.0,MI,-1.0316596473610693,-1.0065219149193865,-0.9845959198769547
42763,Caberfae,71.0,19.0,93.0,602.0,15.0,1770.0,786019.0,212458.0,MI,-1.052909355772771,-1.0182508534081283,-1.0030337278735175
42764,Hersey,107.0,320.0,137.0,892.0,52.0,5948.0,1164792.0,714048.0,MI,-1.0792597061419804,-1.3000320033137671,-1.3963074817492651
42765,Honor,108.0,261.0,133.0,866.0,46.0,5241.0,1130881.0,629176.0,MI,-1.0854182140047202,-1.2629242768881643,-1.3200920949779829
42766,Bendon,79.0,209.0,96.0,622.0,34.0,3867.0,812155.0,464184.0,MI,-1.1088481611197663,-1.2878088186568084,-1.2686845599211425
42768,Kaleva,158.0,492.0,200.0,1303.0,46.0,5245.0,1701353.0,629626.0,MI,-1.0274621130195052,-1.1511859674976985,-1.164125884195649
42769,Bear Lake,251.0,395.0,315.0,2053.0,53.0,6612.0,2679178.0,793687.0,MI,-0.9970183310698725,-1.1085299205370163,-1.101884601725167
42770,Manistee Lake,234.0,353.0,286.0,1859.0,56.0,6896.0,2426187.0,827762.0,MI,-1.0048444554333045,-1.1177691692893659,-1.1530707299876854
42771,Kalkaska,809.0,2162.0,940.0,6125.0,420.0,48336.0,7994892.0,5802424.0,MI,-1.0352758649931721,-1.1490801959081445,-1.2712751513096654
42773,Kingsley,508.0,1662.0,662.0,4310.0,268.0,30809.0,5625062.0,3698347.0,MI,-1.0924495991937422,-1.1656578595501674,-1.2801246625446887
42774,Lake Ann,139.0,241.0,168.0,1094.0,59.0,6796.0,1427423.0,815838.0,MI,-1.0794737924651543,-1.2305722865120878,-1.3599925443658618
42775,Maple Grove,85.0,49.0,103.0,673.0,36.0,4179.0,877783.0,501693.0,MI,-1.10732824367126,-1.2939586541922885,-1.2914297741313736
42776,Hardwood Acres,124.0,591.0,150.0,974.0,53.0,6054.0,1271555.0,726752.0,MI,-1.0617093742869823,-1.2563437011546843,-1.3492075372871923
42777,Jennings,65.0,167.0,76.0,490.0,28.0,3499.0,640046.0,420006.0,MI,-1.1758498480136301,-1.398626547506717,-1.259298660748365
42778,Lake City,275.0,908.0,318.0,2068.0,119.0,14734.0,2698673.0,1768753.0,MI,-1.0616327777357346,-1.1898245197565338,-1.3209408039223007
42779,Lake Leelanau,62.0,206.0,80.0,518.0,32.0,3728.0,676534.0,447503.0,MI,-1.164345154353265,-1.4058094604440883,-1.2910395467169802
42780,Leland,243.0,353.0,313.0,2040.0,127.0,14541.0,2662609.0,1745493.0,MI,-1.0555479414396807,-1.1914789627683047,-1.3241937595662772
42781,Le Roy,77.0,352.0,106.0,688.0,14.0,1734.0,898511.0,208184.0,MI,-1.025089527236651,-1.0056310582931751,-1.0037278114568033
42782,Luther,69.0,363.0,94.0,611.0,14.0,1566.0,797005.0,188033.0,MI,-1.0629878695079402,-0.9999503185370143,-0.9988335793770869
42783,McBain,231.0,682.0,293.0,1901.0,60.0,7409.0,2481217.0,889433.0,MI,-1.0103269563223598,-1.1070101388157854,-1.1642793359555368
42784,Lakes of the North,629.0,1669.0,784.0,5095.0,343.0,39365.0,6650681.0,4725537.0,MI,-1.0504251004193654,-1.1735763457737498,-1.2790072483643982
42786,Mancelona,371.0,1360.0,462.0,3003.0,202.0,23198.0,3919151.0,2784692.0,MI,-1.0892996760323308,-1.2534215769956054,-1.3575426084829398
42788,Oak Hill,238.0,770.0,264.0,1720.0,183.0,21040.0,2244480.0,2525744.0,MI,-1.3571083325025746,-1.5878182122684779,-1.764654426863422
42790,Manistee,2780.0,6100.0,2768.0,18032.0,2193.0,251660.0,23535590.0,30209887.0,MI,-1.5524573794918965,-1.4593966643625726,-1.530426643315146
42791,Stronach,61.0,249.0,68.0,440.0,47.0,5388.0,574711.0,646730.0,MI,-1.5847786147197707,-1.9499479334367686,-1.7802564438709074
