state_id,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg
OH,Conneaut,313.0,3436.0,32158.0,601.0,114478.0,55538846.0,13742300.0
OH,Continental,33.0,212.0,2076.0,0.0,0.0,3539127.0,15.0
OH,Convoy,11.0,137.0,1358.0,14.0,2888.0,2316011.0,346736.0
OH,Coolville,13.0,68.0,675.0,16.0,2937.0,1151002.0,352537.0
OH,Corning,2.0,11.0,111.0,3.0,522.0,189084.0,62714.0
OH,Cortland,158.0,1138.0,11281.0,346.0,66600.0,19233156.0,7994881.0
OH,Corwin,9.0,66.0,744.0,10.0,1700.0,1268760.0,204079.0
OH,Coshocton,300.0,5016.0,49571.0,861.0,156949.0,84513514.0,18840604.0
OH,Covington,948.0,19686.0,254537.0,4403.0,608754.0,433958181.0,73076388.0
OH,Craig Beach,20.0,114.0,1131.0,34.0,6486.0,1928747.0,778626.0
OH,Crestline,119.0,759.0,7510.0,141.0,25647.0,12804566.0,3078699.0
OH,Creston,48.0,282.0,2793.0,106.0,19281.0,4762031.0,2314519.0
OH,Cridersville,44.0,371.0,3785.0,64.0,12375.0,6453391.0,1485564.0
OH,Crooksville,41.0,223.0,2202.0,55.0,9919.0,3754346.0,1190675.0
OH,Crown City,6.0,42.0,418.0,5.0,948.0,713489.0,113768.0
OH,Cumberland,5.0,280.0,2761.0,33.0,5959.0,4707311.0,715340.0
OH,Custar,2.0,9.0,85.0,0.0,0.0,144775.0,36.0
OH,Cuyahoga Falls,1000.0,11932.0,116652.0,3338.0,684390.0,198878759.0,82156072.0
OH,Cuyahoga Heights,47.0,2926.0,27172.0,330.0,67631.0,46325130.0,8118597.0
OH,Cygnet,14.0,89.0,876.0,30.0,5498.0,1493796.0,660028.0
OH,Dalton,44.0,284.0,2811.0,47.0,7627.0,4792375.0,915584.0
OH,Danville,36.0,214.0,2109.0,50.0,9578.0,3595285.0,1149783.0
