city,state_abbr,r_housing_units,r_total_pop,r_elec_1kdollars,r_elec_mwh,r_gas_1kdollars,r_gas_mcf,r_elec_lb_ghg,r_gas_lb_ghg,r_elec_class,r_gas_class,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Aberdeen,OH,708.0,1509.0,1298.0,10038.0,84.0,6887.0,17113239.0,826695.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ada,OH,1773.0,6046.0,2603.0,19231.0,772.0,81030.0,32786105.0,9727076.0,1,1,6209.221552,10039.58235,74.0,594.0,5869.0,87.0,15845.0,10006792.0,1902018.0,1.0,1.0,,,,,,,,,,,
Adamsville,OH,51.0,168.0,94.0,693.0,13.0,1344.0,1181822.0,161320.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Addyston,OH,416.0,983.0,629.0,5352.0,193.0,15767.0,9124149.0,1892742.0,1,1,1992.920681,4303.733717,11.0,117.0,1343.0,42.0,5652.0,2289870.0,678431.0,1.0,1.0,20653.28548006387,201861.40995568613,1.0,5.0,73.0,2.0,402.0,125192.0,48264.0,1.0,1.0
Adelphi,OH,152.0,289.0,294.0,2195.0,39.0,4079.0,3741863.0,489615.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Adena,OH,290.0,743.0,556.0,4157.0,30.0,3195.0,7087471.0,383573.0,1,1,2548.954663,5531.250224,14.0,94.0,928.0,4.0,662.0,1581341.0,79463.0,1.0,1.0,,,,,,,,,,,
Akron,OH,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
Albany,OH,360.0,1011.0,686.0,5059.0,81.0,8497.0,8624571.0,1020054.0,1,1,1247.109367,1769.472314,26.0,193.0,1904.0,48.0,8818.0,3246856.0,1058562.0,1.0,1.0,,,,,,,,,,,
Alexandria,OH,209.0,612.0,408.0,3012.0,68.0,7122.0,5135648.0,854979.0,1,1,536.6679285,671.8944809999998,4.0,410.0,4046.0,33.0,6094.0,6898744.0,731589.0,1.0,1.0,,,,,,,,,,,
Alger,OH,343.0,947.0,590.0,4510.0,103.0,11808.0,7689769.0,1417455.0,1,1,434.0932281,513.9773240000002,20.0,135.0,1375.0,30.0,5637.0,2344366.0,676645.0,1.0,1.0,,,,,,,,,,,
Alliance,OH,8691.0,22121.0,10531.0,88056.0,5419.0,623405.0,150125555.0,74835222.0,2,2,48262.28314,96343.29145,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,,,,,,,,,,,
Amanda,OH,268.0,750.0,440.0,3692.0,65.0,6858.0,6294930.0,823226.0,1,1,501.7943093,942.8326064,20.0,61.0,551.0,25.0,4521.0,938759.0,542748.0,1.0,1.0,,,,,,,,,,,
Amberley,OH,1235.0,3595.0,1831.0,15588.0,1106.0,90253.0,26575732.0,10834217.0,1,1,6502.088921000001,11622.9137,64.0,650.0,7446.0,266.0,36087.0,12694802.0,4332035.0,1.0,2.0,9556.333582921336,85796.08658781523,16.0,1251.0,17926.0,472.0,98148.0,30561186.0,11781920.0,2.0,1.0
Amelia,OH,1855.0,5132.0,2811.0,23933.0,668.0,54494.0,40803401.0,6541658.0,1,1,4015.568841,5801.14301,71.0,1170.0,13411.0,212.0,28662.0,22864648.0,3440689.0,2.0,2.0,318.8686511449647,1181.0691964231892,7.0,41.0,592.0,16.0,3239.0,1008484.0,388790.0,1.0,1.0
Amesville,OH,58.0,120.0,115.0,849.0,12.0,1273.0,1448204.0,152792.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Amherst,OH,4683.0,12058.0,5512.0,46257.0,739.0,115425.0,78863009.0,13855935.0,1,1,6221.92,10168.81,231.0,2716.0,26918.0,283.0,46145.0,45892808.0,5539403.0,2.0,2.0,4795.494903625067,36115.48695036938,51.0,1323.0,18961.0,499.0,103817.0,32326435.0,12462457.0,2.0,1.0
Amsterdam,OH,190.0,440.0,350.0,2584.0,61.0,6361.0,4405223.0,763563.0,1,1,157.7585948,291.1330925,10.0,70.0,693.0,5.0,909.0,1181770.0,109102.0,1.0,1.0,,,,,,,,,,,
Andover,OH,418.0,1056.0,561.0,4683.0,84.0,11402.0,7984667.0,1368773.0,1,1,3585.470462,5860.15622,59.0,710.0,6807.0,17.0,4394.0,11605188.0,527453.0,1.0,1.0,,,,,,,,,,,
Anna,OH,570.0,1633.0,992.0,8300.0,160.0,19820.0,14150260.0,2379250.0,1,1,1437.068209,2073.401863,21.0,139.0,1554.0,40.0,8036.0,2649281.0,964674.0,1.0,1.0,,,,,,,,,,,
Ansonia,OH,447.0,1214.0,763.0,6423.0,101.0,11284.0,10951130.0,1354542.0,1,1,2705.713352,2847.088210000001,36.0,223.0,2492.0,31.0,5366.0,4249046.0,644139.0,1.0,1.0,,,,,,,,,,,
Antioch,OH,32.0,121.0,47.0,352.0,12.0,1426.0,600810.0,171125.0,1,1,333.1376882,1016.176807,4.0,22.0,214.0,5.0,924.0,364944.0,110941.0,1.0,1.0,,,,,,,,,,,
Antwerp,OH,759.0,1522.0,1381.0,10217.0,448.0,68953.0,17419012.0,8277324.0,1,1,3341.371059,4771.159945,22.0,176.0,1743.0,0.0,0.0,2972018.0,0.0,1.0,1.0,,,,,,,,,,,
Apple Creek,OH,448.0,1128.0,649.0,4800.0,41.0,6356.0,8183205.0,763023.0,1,1,772.4039582,920.7667989,28.0,273.0,2695.0,22.0,3612.0,4594394.0,433566.0,1.0,1.0,379.44974392502996,883.9485016890051,7.0,340.0,4880.0,129.0,26719.0,8319798.0,3207441.0,1.0,1.0
Aquilla,OH,130.0,306.0,212.0,1752.0,79.0,12226.0,2986733.0,1467650.0,1,1,311.1735995,739.6059682,2.0,13.0,117.0,0.0,0.0,199886.0,0.0,1.0,1.0,,,,,,,,,,,
Arcadia,OH,218.0,598.0,323.0,2389.0,114.0,11958.0,4072623.0,1435496.0,1,1,1434.262201,1924.665519,12.0,146.0,1437.0,26.0,4690.0,2450037.0,563026.0,1.0,1.0,,,,,,,,,,,
Arcanum,OH,847.0,2272.0,1357.0,11432.0,246.0,27493.0,19490728.0,3300325.0,1,1,1828.655843,2867.505157,62.0,387.0,4329.0,47.0,8102.0,7380302.0,972579.0,1.0,1.0,,,,,,,,,,,
Archbold,OH,1633.0,4368.0,2063.0,16517.0,1978.0,304534.0,28159203.0,36557074.0,1,1,19650.02484,49174.38563,111.0,1085.0,10082.0,0.0,0.0,17188006.0,0.0,2.0,1.0,3676.935373975744,24199.829874779352,54.0,5092.0,72976.0,1922.0,399565.0,124416212.0,47964823.0,3.0,3.0
Arlington,OH,569.0,1439.0,1014.0,7492.0,186.0,19474.0,12773140.0,2337747.0,1,1,5084.80329,9197.466476,26.0,162.0,1600.0,16.0,2846.0,2727990.0,341604.0,1.0,1.0,,,,,,,,,,,
Arlington Heights,OH,327.0,923.0,394.0,3356.0,159.0,12976.0,5721018.0,1557672.0,1,1,1813.972791,2790.104228,12.0,172.0,1968.0,58.0,7829.0,3354813.0,939821.0,1.0,1.0,,,,,,,,,,,
Ashland,OH,8209.0,20419.0,10037.0,84083.0,4049.0,425407.0,143353241.0,51066985.0,2,1,48777.11196,97539.78829,42.0,4398.0,43598.0,47.0,7021.0,6139039.0,842786.0,3.0,1.0,18729.153905701456,134978.00486166697,175.0,4009.0,57450.0,1513.0,314558.0,97946925.0,37760408.0,3.0,2.0
Ashley,OH,536.0,1426.0,935.0,7256.0,197.0,20694.0,12370755.0,2484197.0,1,1,1260.227174,2553.542734,23.0,136.0,1347.0,25.0,4638.0,2296523.0,556728.0,1.0,1.0,,,,,,,,,,,
Ashtabula,OH,7602.0,18540.0,7637.0,63163.0,4109.0,519999.0,107686549.0,62422042.0,2,1,,,,,,,,,,,,19363.324433377416,149243.97275187387,75.0,5885.0,84345.0,2221.0,461812.0,13496294.5,55437214.0,3.0,3.0
Ashville,OH,1481.0,4142.0,2305.0,17218.0,694.0,72812.0,29354678.0,8740580.0,1,1,4452.103272,6708.714712,35.0,3632.0,35807.0,271.0,49430.0,61047834.0,5933726.0,3.0,2.0,,,,,,,,,,,
Athalia,OH,130.0,267.0,309.0,2276.0,25.0,2619.0,3879938.0,314407.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Athens,OH,6647.0,24365.0,9316.0,68800.0,1985.0,208545.0,117296703.0,25034321.0,2,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,6553.3255187907,32260.2609716322,80.0,334.0,4789.0,126.0,26219.0,8164145.0,3147434.0,1.0,1.0
Attica,OH,366.0,1018.0,604.0,4464.0,121.0,12712.0,7611179.0,1525925.0,1,1,963.2148316,1497.765085,39.0,261.0,2573.0,91.0,16625.0,4387396.0,1995658.0,1.0,1.0,,,,,,,,,,,
Augusta,OH,464.0,1114.0,727.0,7278.0,130.0,12787.0,12200896.0,1534928.0,1,1,3278.055145,5221.264916,46.0,402.0,4305.0,64.0,8785.0,7215776.0,1054632.0,1.0,1.0,,,,,,,,,,,
Aurora,OH,6349.0,15712.0,7493.0,62661.0,3858.0,488452.0,106830307.0,58635122.0,2,1,6221.92,10168.81,255.0,4365.0,42658.0,539.0,110777.0,72726609.0,13298012.0,3.0,3.0,7649.32,39969.32,230.0,3457.0,49544.0,1305.0,271266.0,84466659.0,32563508.0,2.0,2.0
Avon,OH,7798.0,22289.0,9687.0,80814.0,4960.0,521184.0,137778651.0,62564354.0,2,1,,,,,,,,,,,,7649.32,39969.32,220.0,5214.0,74727.0,1968.0,409151.0,127401259.0,49115616.0,3.0,3.0
Avon Lake,OH,9060.0,23221.0,10602.0,87683.0,5660.0,594732.0,149490139.0,71393261.0,2,1,6221.92,10168.81,42.0,3556.0,33023.0,548.0,99878.0,56301304.0,11989575.0,3.0,3.0,7649.32,39969.32,129.0,678.0,9253.0,2474.0,514373.0,13496294.5,61746713.0,1.0,3.0
Bailey Lakes,OH,144.0,440.0,243.0,1884.0,41.0,4322.0,3211343.0,518781.0,1,1,337.5480254,796.9679392,11.0,74.0,729.0,16.0,2983.0,1242817.0,358046.0,1.0,1.0,,,,,,,,,,,
Bainbridge,OH,378.0,729.0,761.0,5686.0,40.0,4181.0,9694252.0,501865.0,1,1,99.22692333,217.2129751,24.0,162.0,1596.0,0.0,0.0,2721272.0,5.0,1.0,1.0,,,,,,,,,,,
Bairdstown,OH,51.0,128.0,79.0,589.0,22.0,2300.0,1004094.0,276148.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Baltic,OH,276.0,761.0,407.0,3004.0,138.0,14480.0,5121299.0,1738266.0,1,1,1203.361425,2554.10617,18.0,121.0,1192.0,48.0,8660.0,2031445.0,1039591.0,1.0,1.0,,,,,,,,,,,
Baltimore,OH,1123.0,2963.0,1755.0,13113.0,149.0,23253.0,22356112.0,2791376.0,1,1,5050.053186,7610.975193000001,82.0,635.0,6262.0,64.0,10369.0,10676224.0,1244676.0,1.0,1.0,168.94931161184647,825.662667670105,59.0,1053.0,15086.0,397.0,82600.0,25719925.0,9915522.0,1.0,1.0
Barberton,OH,10592.0,26266.0,11134.0,93375.0,6823.0,863823.0,159195192.0,103695676.0,2,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,177.0,4677.0,67031.0,1765.0,367013.0,114280308.0,44057239.0,3.0,3.0
Barnesville,OH,1747.0,3923.0,2945.0,22004.0,660.0,69373.0,37514226.0,8327764.0,1,1,20183.69974,50469.18852,133.0,987.0,9727.0,175.0,31941.0,16583358.0,3834239.0,1.0,2.0,,,,,,,,,,,
Barnhill,OH,135.0,417.0,222.0,1639.0,46.0,5322.0,2794051.0,638868.0,1,1,367.6095103,859.4466549000001,1.0,12.0,121.0,3.0,484.0,205763.0,58143.0,1.0,1.0,,,,,,,,,,,
Batavia,OH,662.0,1796.0,1054.0,8974.0,285.0,23235.0,15300451.0,2789199.0,1,1,3024.959586,4573.925793,84.0,980.0,11228.0,215.0,29087.0,19142960.0,3491695.0,2.0,2.0,542.3302365782637,1978.9355519533522,21.0,1184.0,16969.0,447.0,92911.0,28930469.0,11153248.0,1.0,1.0
Batesville,OH,27.0,98.0,45.0,335.0,8.0,792.0,571490.0,95036.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bay View,OH,295.0,629.0,404.0,3385.0,107.0,11240.0,5770506.0,1349222.0,1,1,213.0469156,610.5774365,8.0,50.0,495.0,13.0,2281.0,844355.0,273861.0,1.0,1.0,,,,,,,,,,,
Bay Village,OH,6045.0,15414.0,6783.0,56097.0,4480.0,481379.0,95639531.0,57785971.0,2,1,72543.80477999999,134903.4815,267.0,2811.0,26101.0,519.0,95245.0,44499991.0,11433445.0,2.0,3.0,8619.894519289695,22410.970433028848,121.0,313.0,4483.0,118.0,24548.0,7643869.0,2946857.0,1.0,1.0
Beach City,OH,419.0,895.0,603.0,4675.0,194.0,20521.0,7970817.0,2463386.0,1,1,290.3155617,523.4212836,10.0,77.0,761.0,15.0,2657.0,1297765.0,318970.0,1.0,1.0,,,,,,,,,,,
Beachwood,OH,4623.0,11786.0,4908.0,40587.0,3106.0,393194.0,69195825.0,47200120.0,1,1,,,,,,,,,,,,25019.139992953544,123009.1048097035,134.0,5063.0,72558.0,1911.0,397276.0,123703576.0,47690088.0,3.0,3.0
Beallsville,OH,148.0,432.0,249.0,1860.0,53.0,6064.0,3171119.0,727992.0,1,1,195.9384778,355.9900856,7.0,46.0,458.0,13.0,2550.0,780017.0,306050.0,1.0,1.0,,,,,,,,,,,
Beaver,OH,503.0,1312.0,823.0,5773.0,128.0,16294.0,10464988.0,1955990.0,1,1,60.12296964,124.9574314,20.0,168.0,1663.0,12.0,1743.0,2929825.0,209265.0,1.0,1.0,337.89862322369294,1651.32533534021,222.0,354.0,5114.0,169.0,23180.0,9821532.0,2782583.0,1.0,1.0
Beavercreek,OH,18511.0,46086.0,27250.0,148728.62,6790.0,746844.0,222856152.36,89653159.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,142.0,1429.0,20475.0,539.0,112105.0,34907229.0,13457403.0,2.0,1.0
Beaverdam,OH,149.0,466.0,277.0,2047.0,49.0,5621.0,3490416.0,674740.0,1,1,4270.1088,6307.002299,24.0,172.0,1701.0,32.0,6589.0,2899195.0,790962.0,1.0,1.0,,,,,,,,,,,
Bedford,OH,5712.0,12782.0,5142.0,42525.0,3479.0,440494.0,72500772.0,52878033.0,1,1,6221.92,150332.7686,318.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,72716.49772078748,377693.9417797472,66.0,5786.0,82920.0,2184.0,454011.0,13496294.5,54500675.0,3.0,3.0
Bedford Heights,OH,5176.0,10640.0,4407.0,36446.0,2504.0,317064.0,62136875.0,38061233.0,1,1,6221.92,167019.062,168.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,104.0,3517.0,50410.0,1328.0,276012.0,85944304.0,33133169.0,2.0,2.0
Beech Bottom,OH,229.0,604.0,314.0,2732.0,116.0,11504.0,4658366.0,1380953.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bellaire,OH,1810.0,4189.0,2473.0,18272.0,1032.0,108414.0,31151424.0,13014312.0,1,1,4615.711034,7465.726617,124.0,1384.0,13676.0,252.0,45960.0,23315661.0,5517180.0,2.0,2.0,,,,,,,,,,,
Bellbrook,OH,2791.0,7082.0,4122.0,34752.0,1161.0,129794.0,59248524.0,15580857.0,1,1,17431.97457,30743.63333,107.0,2269.0,25394.0,238.0,40795.0,43294415.0,4897190.0,2.0,2.0,240.03224085817573,721.2424583654359,18.0,44.0,636.0,17.0,3481.0,1083866.0,417851.0,1.0,1.0
Belle Center,OH,334.0,793.0,544.0,4568.0,120.0,12732.0,7788237.0,1528340.0,1,1,1429.441278,2061.031551,13.0,164.0,1834.0,38.0,6847.0,3126924.0,821892.0,1.0,1.0,,,,,,,,,,,
Belle Valley,OH,94.0,267.0,132.0,978.0,37.0,3867.0,1667454.0,464178.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bellefontaine,OH,5507.0,13211.0,6906.0,58133.0,2588.0,289364.0,99111354.0,34735995.0,2,1,6221.92,10168.81,291.0,4617.0,4199.0,579.0,99172.0,6139039.0,11904838.0,1.0,3.0,337.89862322369294,1651.32533534021,35.0,6507.0,9253.0,2456.0,510624.0,13496294.5,61296658.0,1.0,3.0
Bellevue,OH,3165.0,8059.0,3846.0,32179.0,1853.0,194617.0,54861994.0,23362299.0,1,1,21871.82479,54550.11775,197.0,2714.0,26884.0,558.0,101801.0,45833651.0,12220500.0,2.0,3.0,8494.704689500464,52255.7572753176,40.0,4284.0,61398.0,1617.0,336175.0,104677851.0,40355309.0,3.0,2.0
Bellville,OH,852.0,1920.0,1362.0,10561.0,288.0,30290.0,18004893.0,3636107.0,1,1,11839.47407,20555.16311,67.0,815.0,8055.0,185.0,33820.0,13733368.0,4059893.0,1.0,2.0,,,,,,,,,,,
Belmont,OH,169.0,430.0,273.0,2042.0,77.0,8070.0,3481404.0,968701.0,1,1,889.2940954,2371.584314,6.0,30.0,298.0,12.0,2107.0,508856.0,252873.0,1.0,1.0,,,,,,,,,,,
Belmore,OH,54.0,120.0,95.0,709.0,19.0,2436.0,1208439.0,292385.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Beloit,OH,424.0,1045.0,551.0,4622.0,198.0,22813.0,7880003.0,2738488.0,1,1,2672.186295,2650.762491,15.0,122.0,1213.0,24.0,4637.0,2068106.0,556614.0,1.0,1.0,,,,,,,,,,,
Belpre,OH,3059.0,6450.0,4072.0,30084.0,1386.0,159446.0,51289319.0,19140359.0,1,1,12750.33523,21540.20268,205.0,3164.0,31276.0,314.0,60454.0,53322031.0,7257104.0,3.0,2.0,,,,,,,,,,,
Bentleyville,OH,302.0,905.0,407.0,3370.0,280.0,35508.0,5744686.0,4262484.0,1,1,1297.893184,2303.413315,0.0,106.0,980.0,34.0,7021.0,1671363.0,842786.0,1.0,1.0,,,,,,,,,,,
Benton Ridge,OH,122.0,296.0,229.0,1689.0,36.0,4179.0,2878758.0,501659.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Benwood,OH,630.0,1385.0,786.0,6556.0,399.0,39615.0,11176660.0,4755521.0,1,1,6097.599719,10950.96674,25.0,632.0,7002.0,296.0,37336.0,11937170.0,4481905.0,1.0,2.0,11281.1572095381,190872.94770124566,8.0,678.0,9253.0,774.0,318571.0,13496294.5,38242102.0,1.0,2.0
Berea,OH,7198.0,18949.0,6545.0,54129.0,4529.0,488237.0,92284559.0,58609325.0,2,1,6221.92,10168.81,271.0,4601.0,42726.0,849.0,7021.0,72843071.0,842786.0,3.0,1.0,111878.59383334145,646362.7941746558,125.0,3424.0,49078.0,1293.0,268714.0,83672101.0,32257191.0,2.0,2.0
Bergholz,OH,258.0,782.0,475.0,3507.0,82.0,8634.0,5979856.0,1036496.0,1,1,122.5599978,225.4223728,15.0,110.0,1084.0,8.0,1421.0,1847528.0,170565.0,1.0,1.0,,,,,,,,,,,
Berkey,OH,110.0,313.0,156.0,1245.0,21.0,2162.0,2123062.0,259488.0,1,1,1167.060258,1191.742661,10.0,28.0,265.0,0.0,0.0,451059.0,24.0,1.0,1.0,,,,,,,,,,,
Berlin Heights,OH,260.0,504.0,389.0,3260.0,117.0,12376.0,5557777.0,1485616.0,1,1,161.3288008,284.5730683000001,8.0,30.0,301.0,12.0,2106.0,513794.0,252794.0,1.0,1.0,,,,,,,,,,,
Bethel,OH,1096.0,2763.0,1728.0,14715.0,315.0,25733.0,25087017.0,3089043.0,1,1,3342.5777,4835.125768,73.0,667.0,7640.0,165.0,22383.0,13024651.0,2686971.0,1.0,1.0,,,,,,,,,,,
Bethesda,OH,518.0,1194.0,836.0,6248.0,235.0,24690.0,10651820.0,2963870.0,1,1,1102.697939,2564.259083,26.0,134.0,1321.0,51.0,9322.0,2251952.0,1119096.0,1.0,1.0,,,,,,,,,,,
Bettsville,OH,288.0,666.0,501.0,3749.0,65.0,6812.0,6392280.0,817677.0,1,1,5696.818807,10027.9193,9.0,82.0,803.0,16.0,2897.0,1369690.0,347795.0,1.0,1.0,2205.191518677281,16696.567973055724,6.0,233.0,3335.0,88.0,18261.0,5686002.0,2192062.0,1.0,1.0
Beverly,OH,525.0,1255.0,784.0,5790.0,221.0,25454.0,9871552.0,3055546.0,1,1,5171.854251,7643.412463,39.0,409.0,4043.0,42.0,8137.0,6893551.0,976832.0,1.0,1.0,,,,,,,,,,,
Bexley,OH,4539.0,13534.0,7180.0,53045.0,3718.0,389628.0,90436745.0,46772017.0,2,1,16250.14471,30910.64712,287.0,2481.0,24528.0,590.0,107242.0,41818018.0,12873566.0,2.0,3.0,984.3771771336247,6799.2717719954735,31.0,90.0,1288.0,34.0,7050.0,2195125.0,846263.0,1.0,1.0
Blakeslee,OH,45.0,66.0,70.0,559.0,22.0,3395.0,953315.0,407587.0,1,1,442.4501464,776.5227601,5.0,14.0,129.0,0.0,0.0,220262.0,0.0,1.0,1.0,,,,,,,,,,,
Blanchester,OH,1607.0,4163.0,2663.0,22578.0,395.0,36426.0,38493434.0,4372666.0,1,1,6562.026538,10529.28373,88.0,501.0,5692.0,51.0,7261.0,9704879.0,871619.0,1.0,1.0,168.94931161184647,825.662667670105,22.0,2278.0,32647.0,860.0,178753.0,55660101.0,21458031.0,2.0,2.0
Bloomdale,OH,267.0,685.0,409.0,3058.0,114.0,11944.0,5213564.0,1433846.0,1,1,64.55430888,122.21896409999998,8.0,51.0,498.0,17.0,3125.0,849122.0,375181.0,1.0,1.0,,,,,,,,,,,
Bloomingburg,OH,344.0,1006.0,615.0,4852.0,97.0,10324.0,8272614.0,1239373.0,1,1,1318.839514,1514.270856,6.0,34.0,347.0,7.0,1227.0,591112.0,147323.0,1.0,1.0,,,,,,,,,,,
Bloomingdale,OH,71.0,197.0,148.0,1092.0,13.0,1402.0,1862436.0,168260.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bloomville,OH,327.0,915.0,539.0,3985.0,108.0,11345.0,6793155.0,1361924.0,1,1,296.7566993000001,624.2403747000002,18.0,122.0,1205.0,43.0,7783.0,2053909.0,934244.0,1.0,1.0,,,,,,,,,,,
Blue Ash,OH,5122.0,12154.0,7099.0,60439.0,3135.0,255942.0,103041849.0,30723908.0,2,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,64282.864625952214,446884.27555240656,249.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
Bluffton,OH,1620.0,4376.0,2495.0,18458.0,929.0,117462.0,31468221.0,14100482.0,1,1,22903.5123,52527.5208,141.0,1611.0,15914.0,277.0,56626.0,27131954.0,6797498.0,2.0,2.0,,,,,,,,,,,
Bolivar,OH,369.0,1070.0,631.0,4895.0,138.0,15913.0,8345959.0,1910270.0,1,1,2235.61296,4017.551339,25.0,171.0,1690.0,66.0,12683.0,2881743.0,1522492.0,1.0,1.0,,,,,,,,,,,
Boston Heights,OH,399.0,1208.0,516.0,4321.0,245.0,28137.0,7367277.0,3377631.0,1,1,11450.59231,18575.08624,52.0,1549.0,15318.0,213.0,40923.0,26114820.0,4912553.0,2.0,2.0,,,,,,,,,,,
Botkins,OH,490.0,1323.0,854.0,7142.0,138.0,17042.0,12176754.0,2045727.0,1,1,5819.06836,9368.161073,50.0,338.0,3771.0,95.0,19029.0,6429724.0,2284317.0,1.0,1.0,,,,,,,,,,,
Bowerston,OH,133.0,422.0,217.0,1618.0,38.0,3993.0,2758067.0,479278.0,1,1,2392.460727,5220.377349,13.0,82.0,811.0,17.0,3060.0,1383073.0,367278.0,1.0,1.0,,,,,,,,,,,
Bowersville,OH,123.0,295.0,223.0,1879.0,22.0,2413.0,3203529.0,289677.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bowling Green,OH,11139.0,31641.0,12155.0,93310.0,4815.0,504700.0,159084392.0,60585538.0,2,1,59591.05868,116710.9068,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,,,,,,,,,,,
Bradford,OH,722.0,1701.0,1206.0,10124.0,153.0,17140.0,17260800.0,2057502.0,1,1,135.25172980000002,278.8814137,21.0,145.0,1623.0,21.0,3534.0,2766871.0,424276.0,1.0,1.0,,,,,,,,,,,
Bradner,OH,432.0,959.0,601.0,4793.0,207.0,21757.0,8172119.0,2611794.0,1,1,172.0794208,377.0639792,26.0,137.0,1273.0,56.0,10152.0,2170405.0,1218645.0,1.0,1.0,,,,,,,,,,,
Brady Lake,OH,188.0,504.0,220.0,1841.0,104.0,13126.0,3138474.0,1575668.0,1,1,675.0960508999998,1593.935878,8.0,46.0,452.0,10.0,2143.0,770003.0,257226.0,1.0,1.0,,,,,,,,,,,
Bratenahl,OH,668.0,1203.0,781.0,5851.0,559.0,70762.0,9974862.0,8494457.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brecksville,OH,5332.0,13470.0,6045.0,49993.0,3783.0,456238.0,85232837.0,54768088.0,2,1,,,,,,,,,,,,64967.311369165145,548837.3021019272,132.0,1574.0,22560.0,594.0,123525.0,38463081.0,14828252.0,2.0,2.0
Bremen,OH,465.0,1826.0,857.0,6406.0,151.0,15995.0,10920868.0,1920083.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brewster,OH,801.0,2291.0,1151.0,8931.0,371.0,39201.0,15226528.0,4705768.0,1,1,,,,,,,,,,,,2064.7675465222164,14597.27132021598,20.0,1887.0,27040.0,712.0,148051.0,46099898.0,17772390.0,2.0,2.0
Brice,OH,76.0,123.0,106.0,781.0,26.0,2735.0,1331173.0,328265.0,1,1,1100.595172,2711.7501190000007,12.0,634.0,6262.0,84.0,15251.0,10676730.0,1830749.0,1.0,1.0,,,,,,,,,,,
Bridgeport,OH,808.0,1769.0,1321.0,9868.0,325.0,34145.0,16823762.0,4098876.0,1,1,17034.526680000006,25172.85621,55.0,463.0,4566.0,99.0,18104.0,7784264.0,2173213.0,1.0,1.0,,,,,,,,,,,
Broadview Heights,OH,7568.0,19257.0,8186.0,67935.0,5045.0,580391.0,115821147.0,69671707.0,2,1,,,,,,,,,,,,7649.32,592264.1059340546,80.0,1559.0,22340.0,588.0,122316.0,38086797.0,14683187.0,2.0,2.0
Bromley,OH,284.0,903.0,297.0,3353.0,193.0,16818.0,5716254.0,2018890.0,1,1,518.8605233,1105.4218449999996,14.0,130.0,1695.0,59.0,8095.0,2890574.0,971732.0,1.0,1.0,,,,,,,,,,,
Brook Park,OH,7611.0,18875.0,7362.0,60882.0,5027.0,607345.0,103797258.0,72907291.0,2,2,,,,,,,,,,,,7649.32,39969.32,50.0,5574.0,79887.0,2104.0,437406.0,13496294.5,52507335.0,3.0,3.0
Brooklyn,OH,4949.0,10936.0,4060.0,33574.0,2837.0,359142.0,57239317.0,43112423.0,1,1,,,,,,,,,,,,50576.95744828778,400275.4884564575,100.0,4610.0,66068.0,1740.0,361741.0,112638695.0,43424366.0,3.0,3.0
