city,state_abbr,r_housing_units,r_total_pop,r_elec_1kdollars,r_elec_mwh,r_gas_1kdollars,r_gas_mcf,r_elec_lb_ghg,r_gas_lb_ghg,r_elec_class,r_gas_class,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Kirwin,KS,107.0,189.0,139.0,1005.0,37.0,4003.0,1810616.0,480552.0,1,1,717.855334,862.6282924000002,7.0,80.0,692.0,20.0,2778.0,1245905.0,333457.0,1.0,1.0,,,,,,,,,,,
Kismet,KS,125.0,343.0,181.0,1547.0,53.0,5342.0,2785920.0,641250.0,1,1,225.7580311,163.4844745,10.0,186.0,1768.0,12.0,1838.0,3184560.0,220660.0,1.0,1.0,,,,,,,,,,,
La Crosse,KS,593.0,1317.0,698.0,5704.0,330.0,33272.0,10271715.0,3994103.0,1,1,14594.39839,39128.40915,29.0,651.0,6026.0,35.0,4892.0,10852077.0,587192.0,1.0,1.0,,,,,,,,,,,
La Cygne,KS,339.0,919.0,658.0,4934.0,52.0,5171.0,8885318.0,620719.0,1,1,,,,,,,,,,,,,,,,,,,,,,
La Harpe,KS,232.0,562.0,348.0,2668.0,100.0,10081.0,4805211.0,1210145.0,1,1,570.5373041,680.4742552,7.0,75.0,755.0,12.0,1621.0,1358999.0,194612.0,1.0,1.0,,,,,,,,,,,
Labette,KS,30.0,34.0,49.0,373.0,11.0,1118.0,672316.0,134240.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lake Quivira,KS,376.0,987.0,603.0,4628.0,255.0,25598.0,8334726.0,3072807.0,1,1,,,,,,,,,,,,7102.310996149228,68577.84075805287,9.0,13.0,179.0,7.0,1939.0,321567.0,232714.0,1.0,1.0
Lakin,KS,726.0,1935.0,1031.0,7792.0,429.0,45638.0,14031185.0,5478525.0,1,1,12935.50074,36574.17308,49.0,1454.0,11832.0,65.0,9797.0,21306442.0,1176025.0,2.0,1.0,863.4344616492618,6472.972992437884,95.0,316.0,4215.0,169.0,45765.0,7591338.0,5493762.0,1.0,1.0
Lancaster,KS,104.0,254.0,164.0,1246.0,27.0,2679.0,2244497.0,321609.0,1,1,49.70750035,65.57136866,3.0,26.0,263.0,4.0,507.0,473020.0,60842.0,1.0,1.0,,,,,,,,,,,
Lane,KS,101.0,290.0,195.0,1473.0,23.0,2326.0,2651878.0,279206.0,1,1,225.69275530000004,372.3699025,2.0,63.0,595.0,3.0,444.0,1071572.0,53298.0,1.0,1.0,,,,,,,,,,,
Langdon,KS,27.0,28.0,38.0,294.0,11.0,1080.0,529280.0,129655.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lansing,KS,3215.0,11706.0,5142.0,39081.0,1778.0,178389.0,70377859.0,21414349.0,1,1,25327.82122,49525.68821,83.0,1357.0,13528.0,272.0,37679.0,24361713.0,4523067.0,2.0,2.0,21518.04998635909,369078.5878126192,82.0,123.0,1635.0,66.0,17755.0,2945212.0,2131415.0,1.0,1.0
Larned,KS,1768.0,3966.0,2226.0,18170.0,952.0,94146.0,32720256.0,11301591.0,1,1,27980.12678,77039.48725,102.0,1999.0,17221.0,237.0,32343.0,31012484.0,3882527.0,2.0,2.0,863.4344616492618,6472.972992437884,79.0,264.0,3528.0,141.0,38299.0,6352919.0,4597533.0,1.0,1.0
Latham,KS,73.0,131.0,126.0,963.0,19.0,1922.0,1733301.0,230771.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Latimer,KS,7.0,31.0,11.0,82.0,2.0,192.0,148072.0,23039.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lawrence,KS,31282.47,84618.63,37072.95,148728.62,15435.0,1601833.0,222856152.36,192288329.0,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,100215.84335629783,674579.5041309848,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
LeRoy,KS,254.0,614.0,416.0,3162.0,78.0,8344.0,5694044.0,1001692.0,1,1,1073.568363,1635.176161,7.0,77.0,753.0,0.0,1.0,1356354.0,90.0,1.0,1.0,863.4344616492618,6472.972992437884,36.0,61.0,809.0,32.0,8785.0,1457150.0,1054523.0,1.0,1.0
Leavenworth,KS,12331.0,35948.0,16421.0,125398.0,6856.0,688364.0,222856152.36,82633077.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,2603.113696251592,7898.533644372251,80.0,1138.0,15187.0,608.0,164880.0,27349739.0,19792685.0,1.0,2.0
Leawood,KS,12194.0,33763.0,23180.0,148728.62,8826.0,885549.0,222856152.36,106303678.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,24663.83563309104,159024.89185178673,163.0,2016.0,26919.0,1078.0,292239.0,48475462.0,35081123.0,2.0,2.0
Lebanon,KS,127.0,234.0,171.0,1236.0,44.0,4377.0,2225418.0,525465.0,1,1,732.2543786,746.0825976,11.0,126.0,1082.0,3.0,367.0,1947989.0,44066.0,1.0,1.0,,,,,,,,,,,
Lebo,KS,382.0,844.0,651.0,4980.0,101.0,10830.0,8967233.0,1300094.0,1,1,497.6905541,1114.127486,20.0,187.0,1883.0,0.0,1.0,3391783.0,100.0,1.0,1.0,,,,,,,,,,,
Lecompton,KS,246.0,567.0,350.0,2665.0,90.0,9073.0,4798767.0,1089192.0,1,1,2656.816396,3859.517572,3.0,238.0,2394.0,50.0,7127.0,4311442.0,855552.0,1.0,1.0,,,,,,,,,,,
Lehigh,KS,70.0,165.0,104.0,789.0,34.0,3389.0,1421355.0,406828.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lenexa,KS,20535.0,51206.0,32135.0,148728.62,11112.0,1117455.0,222856152.36,134142317.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
Lenora,KS,145.0,269.0,178.0,1463.0,64.0,6982.0,2634537.0,838129.0,1,1,403.734488,701.5442893,7.0,97.0,830.0,14.0,1855.0,1494349.0,222692.0,1.0,1.0,,,,,,,,,,,
Leon,KS,266.0,598.0,456.0,3486.0,69.0,6963.0,6277931.0,835841.0,1,1,190.0871606,367.9614933,9.0,128.0,1284.0,15.0,2117.0,2311980.0,254103.0,1.0,1.0,,,,,,,,,,,
Leona,KS,12.0,47.0,19.0,147.0,4.0,353.0,264008.0,42321.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Leonardville,KS,174.0,479.0,289.0,2194.0,26.0,2539.0,3950230.0,304840.0,1,1,111.2805233,188.6440594,2.0,32.0,317.0,0.0,0.0,570425.0,35.0,1.0,1.0,,,,,,,,,,,
Leoti,KS,564.0,1578.0,804.0,5836.0,289.0,31126.0,10509011.0,3736402.0,1,1,14945.04629,37631.65335,67.0,896.0,6542.0,153.0,20944.0,11781671.0,2514186.0,1.0,1.0,4619.021573078448,41089.50358807746,115.0,922.0,12313.0,493.0,133670.0,22172637.0,16046077.0,1.0,2.0
Lewis,KS,168.0,389.0,226.0,1844.0,66.0,6589.0,3321574.0,790969.0,1,1,1496.2018039999996,1284.839938,7.0,108.0,937.0,10.0,1375.0,1688037.0,165108.0,1.0,1.0,373.3809249664172,1153.2728842832469,38.0,115.0,1536.0,62.0,16672.0,2765406.0,2001292.0,1.0,1.0
Liberal,KS,6618.0,20709.0,8752.0,65164.0,3813.0,396928.0,117348717.0,47648353.0,2,1,55797.27924,114024.9992,278.0,4693.0,38126.0,47.0,7021.0,68657783.0,842786.0,3.0,1.0,9515.310567824088,86624.2679621265,137.0,5119.0,68333.0,2737.0,57984.5,123055118.0,6960624.5,3.0,1.0
Liberty,KS,58.0,259.0,94.0,717.0,19.0,2015.0,1291993.0,241922.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Liebenthal,KS,41.0,130.0,53.0,430.0,13.0,1284.0,774349.0,154174.0,1,1,677.2740932,490.4534235,2.0,24.0,217.0,2.0,225.0,391499.0,27058.0,1.0,1.0,,,,,,,,,,,
Lincoln Center,KS,508.0,1319.0,730.0,5572.0,215.0,21365.0,10033388.0,2564765.0,1,1,13521.93816,37702.99723,57.0,919.0,9177.0,37.0,5113.0,16526908.0,613779.0,1.0,1.0,,,,,,,,,,,
Lincolnville,KS,83.0,180.0,129.0,981.0,25.0,2533.0,1767466.0,304099.0,1,1,252.132457,220.8464455,8.0,57.0,571.0,7.0,1037.0,1028927.0,124538.0,1.0,1.0,,,,,,,,,,,
Lindsborg,KS,1285.0,3417.0,1580.0,11530.0,690.0,69201.0,20762716.0,8307085.0,1,1,8050.359098000001,14786.76354,82.0,922.0,7277.0,137.0,19013.0,13104424.0,2282361.0,1.0,1.0,,,,,,,,,,,
Linn,KS,138.0,454.0,195.0,1364.0,56.0,5531.0,2456433.0,663999.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Linn Valley,KS,457.0,670.0,887.0,6652.0,69.0,6971.0,11978853.0,836831.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Linwood,KS,166.0,391.0,274.0,2082.0,50.0,4996.0,3748770.0,599752.0,1,1,88.47630336,124.72206409999998,2.0,228.0,2299.0,2.0,299.0,4139503.0,35922.0,1.0,1.0,,,,,,,,,,,
Little River,KS,214.0,559.0,273.0,2075.0,102.0,10276.0,3736431.0,1233610.0,1,1,1647.70388,2074.065788,10.0,122.0,1018.0,0.0,0.0,1833715.0,21.0,1.0,1.0,,,,,,,,,,,
Loch Lloyd,KS,262.0,652.0,377.0,3043.0,135.0,12267.0,5480029.0,1472584.0,1,1,1263.915006,2569.323879,5.0,72.0,702.0,0.0,0.0,1263933.0,0.0,1.0,1.0,,,,,,,,,,,
Logan,KS,248.0,518.0,317.0,2606.0,91.0,9926.0,4692858.0,1191570.0,1,1,1307.839684,1709.63923,15.0,157.0,1316.0,73.0,10035.0,2369441.0,1204570.0,1.0,1.0,168.94931161184647,825.662667670105,13.0,37.0,497.0,20.0,5393.0,894632.0,647435.0,1.0,1.0
Lone Elm,KS,14.0,23.0,23.0,177.0,3.0,366.0,317959.0,43905.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Long Island,KS,61.0,212.0,79.0,645.0,22.0,2458.0,1161897.0,295019.0,1,1,511.8577851,611.7646756,2.0,18.0,152.0,8.0,1156.0,272973.0,138773.0,1.0,1.0,,,,,,,,,,,
Longford,KS,44.0,89.0,67.0,510.0,13.0,1312.0,918519.0,157485.0,1,1,634.2624628,884.262426,1.0,11.0,113.0,1.0,88.0,203586.0,10605.0,1.0,1.0,,,,,,,,,,,
Longton,KS,134.0,303.0,190.0,1453.0,54.0,5748.0,2615952.0,690002.0,1,1,809.2113576,1493.823809,4.0,47.0,466.0,4.0,682.0,838468.0,81896.0,1.0,1.0,,,,,,,,,,,
Lorraine,KS,39.0,200.0,59.0,446.0,16.0,1629.0,803071.0,195511.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lost Springs,KS,24.0,81.0,38.0,289.0,7.0,745.0,519843.0,89441.0,1,1,260.1705408,559.4927451,4.0,27.0,267.0,3.0,484.0,480141.0,58115.0,1.0,1.0,,,,,,,,,,,
Louisburg,KS,1675.0,4323.0,3440.0,25914.0,555.0,55652.0,46666861.0,6680631.0,1,1,9726.263991,17075.55064,80.0,1099.0,10373.0,164.0,22761.0,18679224.0,2732264.0,2.0,1.0,,,,,,,,,,,
Louisville,KS,99.0,251.0,151.0,1150.0,31.0,3023.0,2070547.0,362861.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lucas,KS,201.0,446.0,246.0,1893.0,86.0,8612.0,3409159.0,1033765.0,1,1,1240.200903,1617.231898,25.0,537.0,4962.0,37.0,5050.0,8935299.0,606266.0,1.0,1.0,,,,,,,,,,,
Luray,KS,105.0,262.0,128.0,987.0,45.0,4490.0,1777538.0,539006.0,1,1,656.1217633,812.9246002,3.0,56.0,514.0,4.0,524.0,926357.0,62854.0,1.0,1.0,,,,,,,,,,,
Lyndon,KS,394.0,1033.0,676.0,5109.0,118.0,11866.0,9201132.0,1424412.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Lyons,KS,1442.0,3716.0,1877.0,14729.0,699.0,73791.0,26523870.0,8858052.0,1,1,17839.41062,44619.74914,71.0,1493.0,12682.0,135.0,23623.0,22837419.0,2835775.0,2.0,1.0,168.94931161184647,825.662667670105,31.0,117.0,1561.0,63.0,16943.0,2810375.0,2033835.0,1.0,1.0
Macksville,KS,190.0,469.0,258.0,2066.0,89.0,8924.0,3720611.0,1071237.0,1,1,1299.7607369999996,2622.929365,16.0,274.0,2295.0,32.0,4459.0,4132537.0,535214.0,1.0,1.0,,,,,,,,,,,
Madison,KS,280.0,907.0,420.0,3183.0,88.0,8793.0,5732380.0,1055529.0,1,1,1645.82722,2393.674713,19.0,220.0,2181.0,31.0,4296.0,3927564.0,515751.0,1.0,1.0,,,,,,,,,,,
Mahaska,KS,38.0,58.0,53.0,405.0,17.0,1731.0,729696.0,207776.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Maize,KS,1242.0,4414.0,1922.0,14779.0,602.0,59985.0,26614557.0,7200802.0,1,1,19286.359630000006,34980.568980000004,36.0,714.0,7167.0,25.0,3537.0,12905793.0,424544.0,1.0,1.0,1013.6958696710788,4953.97600602063,19.0,932.0,12444.0,498.0,135093.0,22408659.0,16216883.0,1.0,2.0
Manchester,KS,100.0,223.0,155.0,1312.0,30.0,2962.0,2570232.0,355587.0,1,1,298.6105285,323.3354786000001,244.75,4624.25,46608.75,732.75,100167.25,6139039.0,12024384.25,3.0,3.0,373.3809249664172,1153.2728842832469,4.0,10.0,176.0,13.0,1884.0,359022.0,226123.0,1.0,1.0
Manhattan,KS,20661.0,55909.0,23752.0,148728.62,6967.0,688692.0,222856152.36,82672456.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,12901.78900790684,67807.74807367587,145.0,2275.0,30375.0,1217.0,329765.0,54700260.0,39585935.0,2.0,2.0
Mankato,KS,383.0,767.0,473.0,3421.0,160.0,15816.0,6160505.0,1898565.0,1,1,12864.21153,36517.30084,41.0,450.0,3872.0,21.0,2934.0,6972409.0,352239.0,1.0,1.0,,,,,,,,,,,
Manter,KS,75.0,221.0,100.0,882.0,41.0,4345.0,1587742.0,521530.0,1,1,392.3268751,671.5728779,1.0,25.0,243.0,1.0,228.0,438378.0,27353.0,1.0,1.0,,,,,,,,,,,
Maple Hill,KS,199.0,695.0,310.0,2345.0,66.0,6520.0,4223624.0,782679.0,1,1,302.7262224,404.8676273,10.0,93.0,921.0,0.0,0.0,1658720.0,6.0,1.0,1.0,,,,,,,,,,,
Mapleton,KS,34.0,93.0,58.0,441.0,11.0,1156.0,794234.0,138755.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Marion,KS,726.0,1938.0,1029.0,7837.0,353.0,35422.0,14113487.0,4252108.0,1,1,12882.7594,37740.49046,76.0,755.0,7599.0,132.0,18311.0,13685218.0,2198075.0,1.0,1.0,373.3809249664172,1153.2728842832469,18.0,66.0,883.0,35.0,9582.0,1589449.0,1150266.0,1.0,1.0
Marquette,KS,292.0,757.0,448.0,3391.0,74.0,7382.0,6105751.0,886139.0,1,1,299.6024559,258.867791,24.0,265.0,2626.0,45.0,6258.0,4729623.0,751224.0,1.0,1.0,,,,,,,,,,,
Marysville,KS,1565.0,3290.0,2114.0,16157.0,796.0,78647.0,29096497.0,9441024.0,1,1,24763.40968,57349.2716,107.0,1336.0,13457.0,212.0,29005.0,24234160.0,3481801.0,2.0,2.0,,,,,,,,,,,
Matfield Green,KS,26.0,35.0,37.0,278.0,9.0,992.0,501114.0,119044.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Mayetta,KS,122.0,331.0,197.0,1495.0,23.0,2318.0,2692087.0,278256.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Mayfield,KS,49.0,113.0,79.0,601.0,16.0,1653.0,1082506.0,198480.0,1,1,,,,,,,,,,,,,,,,,,,,,,
McCracken,KS,88.0,184.0,114.0,932.0,28.0,2783.0,1677756.0,334043.0,1,1,385.6432923,428.0381816,6.0,93.0,848.0,6.0,879.0,1526604.0,105511.0,1.0,1.0,,,,,,,,,,,
McCune,KS,182.0,483.0,295.0,2259.0,62.0,6259.0,4068532.0,751385.0,1,1,64.55430888,122.21896409999998,4.0,29.0,289.0,4.0,494.0,519958.0,59345.0,1.0,1.0,,,,,,,,,,,
McDonald,KS,79.0,139.0,99.0,809.0,30.0,3120.0,1456997.0,374505.0,1,1,929.4846735,820.8263922,5.0,64.0,547.0,8.0,1123.0,984712.0,134851.0,1.0,1.0,,,,,,,,,,,
McFarland,KS,114.0,437.0,177.0,1340.0,38.0,3726.0,2413499.0,447245.0,1,1,,,,,,,,,,,,,,,,,,,,,,
McLouth,KS,360.0,1156.0,570.0,4335.0,131.0,13154.0,7807426.0,1579025.0,1,1,379.3657553000001,779.2074227,18.0,205.0,2064.0,37.0,5171.0,3716042.0,620685.0,1.0,1.0,,,,,,,,,,,
McPherson,KS,5595.0,13212.0,7035.0,58299.0,2821.0,282984.0,104985967.0,33970149.0,2,1,53076.95354,111898.5708,221.0,4884.0,4199.0,503.0,69726.0,6139039.0,8370105.0,1.0,2.0,,,,,,,,,,,
Meade,KS,630.0,1667.0,855.0,6367.0,364.0,37898.0,11466716.0,4549409.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Medicine Lodge,KS,750.0,2231.0,1008.0,7443.0,367.0,36978.0,15791963.0,4438968.0,1,1,15136.8432,39754.68644,84.0,1863.0,14568.0,134.0,18942.0,30912146.0,2273828.0,2.0,1.0,,,,,,,,,,,
Melvern,KS,154.0,490.0,266.0,2013.0,44.0,4380.0,3625344.0,525839.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Menlo,KS,19.0,70.0,25.0,207.0,9.0,963.0,373075.0,115643.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Meriden,KS,320.0,930.0,508.0,3862.0,88.0,8894.0,6954458.0,1067656.0,1,1,1005.64241,1631.351878,16.0,196.0,1970.0,38.0,5307.0,3547971.0,637024.0,1.0,1.0,,,,,,,,,,,
Merriam,KS,5133.0,11248.0,6642.0,50324.0,2649.0,265769.0,90624518.0,31903586.0,2,1,,,,,,,,,,,,30993.608256263124,226934.44917213265,79.0,1527.0,20389.0,817.0,221349.0,36716507.0,26571305.0,2.0,2.0
Milan,KS,49.0,72.0,79.0,601.0,16.0,1653.0,1082506.0,198480.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Mildred,KS,17.0,31.0,25.0,195.0,5.0,517.0,351392.0,62118.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Milford,KS,276.0,435.0,403.0,3052.0,90.0,8914.0,5495520.0,1070064.0,1,1,62.10187746,67.36009315,4.0,105.0,1044.0,10.0,1405.0,1880297.0,168706.0,1.0,1.0,,,,,,,,,,,
Miltonvale,KS,216.0,476.0,311.0,2351.0,92.0,9113.0,4233092.0,1093954.0,1,1,163.7812322,339.4319392,16.0,173.0,1716.0,14.0,1937.0,3089613.0,232499.0,1.0,1.0,,,,,,,,,,,
Minneapolis,KS,787.0,1921.0,1152.0,8772.0,357.0,35247.0,15797465.0,4231097.0,1,1,1679.3850170000005,2509.338036,51.0,522.0,5239.0,19.0,2586.0,9434135.0,310458.0,1.0,1.0,337.89862322369294,1651.32533534021,44.0,158.0,2109.0,85.0,22900.0,3798575.0,2748984.0,1.0,1.0
Minneola,KS,266.0,789.0,328.0,2599.0,144.0,14322.0,4679765.0,1719237.0,1,1,127.7280156,247.9955607,13.0,428.0,3822.0,27.0,3730.0,6882975.0,447756.0,1.0,1.0,,,,,,,,,,,
Mission,KS,5005.0,9490.0,5797.0,44280.0,2405.0,241304.0,79740389.0,28966780.0,1,1,,,,,,,,,,,,59914.19206529183,278749.0656668037,68.0,992.0,13239.0,530.0,143732.0,23841660.0,17253929.0,1.0,2.0
Mission Hills,KS,1273.0,3582.0,2304.0,17356.0,923.0,92617.0,31255063.0,11118039.0,1,1,12947.88841,25393.1173,49.0,1065.0,10065.0,168.0,23347.0,18125599.0,2802696.0,2.0,1.0,1726.8689232985237,12945.945984875769,21.0,30.0,398.0,16.0,4317.0,716131.0,518255.0,1.0,1.0
Mission Woods,KS,75.0,186.0,114.0,874.0,53.0,5319.0,1574286.0,638553.0,1,1,72.04961291,123.3368771,3.0,69.0,670.0,13.0,1769.0,1206836.0,212295.0,1.0,1.0,,,,,,,,,,,
Moline,KS,162.0,358.0,230.0,1760.0,65.0,6964.0,3169592.0,836034.0,1,1,785.8678857000001,1029.698566,14.0,158.0,1572.0,15.0,2304.0,2831230.0,276536.0,1.0,1.0,,,,,,,,,,,
Montezuma,KS,386.0,996.0,540.0,4173.0,217.0,21741.0,7515057.0,2609814.0,1,1,4378.793588,6805.562746,20.0,391.0,3091.0,35.0,4836.0,5566896.0,580466.0,1.0,1.0,,,,,,,,,,,
Moran,KS,197.0,510.0,299.0,2295.0,61.0,6086.0,4133040.0,730625.0,1,1,1917.726472,3743.871535,9.0,74.0,745.0,0.0,2.0,1340980.0,230.0,1.0,1.0,,,,,,,,,,,
Morganville,KS,77.0,188.0,118.0,895.0,23.0,2303.0,1612094.0,276402.0,1,1,1105.540817,1097.960401,211.0,3865.75,38918.75,592.0,80890.75,70085734.75,9710363.25,3.0,3.0,,,,,,,,,,,
Morland,KS,66.0,116.0,82.0,671.0,25.0,2701.0,1207616.0,324291.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Morrill,KS,95.0,303.0,146.0,1113.0,24.0,2346.0,2004155.0,281576.0,1,1,290.3325421,298.3587155,13.0,115.0,1157.0,10.0,1329.0,2084162.0,159577.0,1.0,1.0,,,,,,,,,,,
Morrowville,KS,72.0,147.0,102.0,776.0,33.0,3314.0,1397290.0,397869.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Moscow,KS,95.0,331.0,136.0,1166.0,40.0,4278.0,2100411.0,513557.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Mound City,KS,336.0,823.0,561.0,4266.0,122.0,12193.0,7681590.0,1463696.0,1,1,2148.57405,3047.620666,49.0,536.0,5265.0,71.0,9859.0,9481844.0,1183443.0,1.0,1.0,,,,,,,,,,,
Mound Valley,KS,170.0,427.0,275.0,2095.0,63.0,6275.0,3772441.0,753233.0,1,1,125.5328517,245.7425292,9.0,111.0,1110.0,12.0,1665.0,1998093.0,199841.0,1.0,1.0,,,,,,,,,,,
Moundridge,KS,748.0,1905.0,1076.0,8221.0,297.0,29846.0,14805367.0,3582827.0,1,1,13474.04948,39084.65379,28.0,286.0,2871.0,46.0,6436.0,5170146.0,772551.0,1.0,1.0,,,,,,,,,,,
Mount Hope,KS,289.0,763.0,438.0,3370.0,94.0,9784.0,6068827.0,1174529.0,1,1,2209.33657,4243.257118,11.0,122.0,1228.0,38.0,5745.0,2212244.0,689623.0,1.0,1.0,,,,,,,,,,,
Mulberry,KS,218.0,450.0,353.0,2708.0,87.0,8766.0,4876055.0,1052347.0,1,1,72.85249743,159.85100409999995,3.0,26.0,258.0,4.0,514.0,464001.0,61757.0,1.0,1.0,,,,,,,,,,,
Mullinville,KS,110.0,197.0,137.0,1047.0,46.0,4606.0,1884681.0,552943.0,1,1,127.7280156,247.9955607,10.0,506.0,4355.0,25.0,3535.0,7841906.0,424312.0,1.0,1.0,,,,,,,,,,,
Mulvane,KS,2506.0,5461.0,3748.0,28751.0,1094.0,110212.0,51775251.0,13230127.0,1,1,23975.720080000006,37625.71187,101.0,886.0,8826.0,294.0,41514.0,15894492.0,4983460.0,1.0,2.0,4771.914332847498,30309.87688883268,39.0,229.0,3061.0,123.0,33234.0,5512714.0,3989486.0,1.0,1.0
Munden,KS,48.0,111.0,64.0,459.0,16.0,1578.0,827392.0,189405.0,1,1,156.431572,263.098449,4.0,40.0,344.0,8.0,1079.0,620362.0,129564.0,1.0,1.0,,,,,,,,,,,
Muscotah,KS,80.0,196.0,126.0,959.0,20.0,2061.0,1726536.0,247392.0,1,1,534.5515571000002,443.7303279,1.0,9.0,87.0,1.0,168.0,156432.0,20121.0,1.0,1.0,,,,,,,,,,,
Narka,KS,37.0,105.0,49.0,357.0,12.0,1225.0,642155.0,147001.0,1,1,334.2678837,356.5142145,3.0,36.0,307.0,7.0,960.0,551997.0,115286.0,1.0,1.0,,,,,,,,,,,
Nashville,KS,39.0,38.0,61.0,422.0,12.0,1201.0,760763.0,144118.0,1,1,309.8364986,283.2063787,4.0,78.0,563.0,4.0,634.0,1014101.0,76071.0,1.0,1.0,,,,,,,,,,,
Natoma,KS,178.0,321.0,215.0,1601.0,84.0,8300.0,2883925.0,996336.0,1,1,798.006364,929.7668577,8.0,99.0,897.0,0.0,5.0,1615605.0,632.0,1.0,1.0,,,,,,,,,,,
Neodesha,KS,975.0,2034.0,1264.0,9729.0,524.0,56292.0,17519661.0,6757387.0,1,1,15578.38915,42260.13118,80.0,1198.0,12014.0,104.0,16038.0,21635869.0,1925277.0,2.0,1.0,168.94931161184647,825.662667670105,90.0,2505.0,33436.0,1339.0,362996.0,60212379.0,43574991.0,2.0,3.0
Neosho Falls,KS,59.0,135.0,92.0,703.0,13.0,1352.0,1266424.0,162343.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Neosho Rapids,KS,110.0,187.0,176.0,1341.0,28.0,2794.0,2415615.0,335427.0,1,1,1532.511928,3828.408752,1.0,33.0,334.0,0.0,1.0,601166.0,158.0,1.0,1.0,,,,,,,,,,,
Ness City,KS,639.0,1527.0,792.0,6489.0,334.0,35520.0,11685650.0,4263948.0,1,1,14940.00221,38968.57629,64.0,951.0,8155.0,146.0,21863.0,14685374.0,2624453.0,1.0,1.0,1236.815386615679,7626.245876721129,60.0,323.0,4308.0,173.0,46774.0,7758747.0,5614914.0,1.0,1.0
Netawaka,KS,58.0,167.0,93.0,708.0,11.0,1097.0,1274118.0,131694.0,1,1,,,,,,,,,,,,,,,,,,,,,,
New Albany,KS,25.0,36.0,39.0,299.0,6.0,642.0,538087.0,77106.0,1,1,,,,,,,,,,,,,,,,,,,,,,
New Cambria,KS,62.0,130.0,109.0,832.0,14.0,1357.0,1498281.0,162871.0,1,1,,,,,,,,,,,,,,,,,,,,,,
New Strawn,KS,161.0,388.0,274.0,2096.0,42.0,4559.0,3774529.0,547241.0,1,1,507.3475691,1100.321152,6.0,53.0,534.0,0.0,0.0,961177.0,28.0,1.0,1.0,,,,,,,,,,,
Newton,KS,7778.0,19103.0,10306.0,79295.0,3909.0,392202.0,142795647.0,47080971.0,2,1,,,,,,,,,,,,38273.01001498992,248105.4134283007,116.0,3201.0,42729.0,1712.0,463882.0,76947059.0,55685683.0,2.0,3.0
Nickerson,KS,424.0,1148.0,629.0,4794.0,171.0,17034.0,8633671.0,2044814.0,1,1,1757.2185329999998,2229.563569,19.0,153.0,1538.0,4.0,539.0,2770357.0,64721.0,1.0,1.0,,,,,,,,,,,
Niotaze,KS,34.0,110.0,45.0,332.0,13.0,1419.0,598148.0,170346.0,1,1,38.67328237,62.75494991,2.0,30.0,236.0,4.0,627.0,425647.0,75212.0,1.0,1.0,,,,,,,,,,,
