city,state_abbr,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Cairo,IL,4141.345555591787,22764.817310102142,71.0,295.0,4525.0,133.0,26410.0,4622306.0,3170315.0,Normal,Normal
Cairo,KY,1380.4485185305955,7588.272436700714,71.0,295.0,4525.0,133.0,26410.0,4622306.0,3170315.0,Normal,Normal
Cairo,MO,1380.4485185305955,7588.272436700714,80.0,322.0,4901.0,144.0,28181.0,5006461.0,3382868.0,Normal,Normal
Cairo,NY,32963.48553895322,130294.7471414264,29.0,89.0,1479.0,38.0,6444.0,2663368.0,773606.0,Normal,Normal
Calabasas,CA,52861.984957552784,292738.4051681209,169.0,3672.0,30808.0,327.5,468046.0,41251542.0,56185539.0,High,Very High
Calais,ME,449.7580185993548,1066.2195862592523,12.0,21.0,231.0,12.0,1523.0,250449.0,182786.0,Normal,Normal
Calais,VT,9560.300722186288,40577.77899492602,20.0,65.0,635.0,5.0,954.0,689329.0,114530.0,Normal,Normal
Caldwell,ID,7649.32,39969.32,191.0,4048.0,61811.0,1295.0,249492.0,76239472.0,29949704.0,Very High,High
Caldwell,NJ,240.03224085817573,721.2424583654359,25.0,36.0,355.0,20.0,2963.0,683716.0,355698.0,Normal,Normal
Caledonia,NY,62052.56915488218,400140.21067125397,105.0,373.0,6184.0,159.0,26941.0,11134137.0,3234038.0,Normal,Normal
Caledonia,WI,35623.61220734878,147837.58044615455,126.0,4499.0,60017.0,1806.0,357569.0,102322357.0,42923599.0,Very High,Very High
Calera,OK,2332.6526978417264,5287.198561151079,6.0,23.0,458.0,39.0,4885.0,972200.0,586458.0,Normal,Normal
Calexico,CA,31844.4478953389,186098.8927103204,74.0,3556.0,29828.0,3077.0,453161.0,38308353.0,54398681.0,High,Very High
California,MO,1290.8908017017752,7856.285382239405,35.0,2350.0,33008.0,978.0,155430.0,33721797.0,18658270.0,High,High
California,PA,7649.32,687037.540766495,87.0,1477.0,21342.0,711.0,96118.0,36385509.0,11538297.0,High,Normal
California City,CA,1675.4056603248416,6541.802916633421,34.0,1040.0,8725.0,900.0,132552.0,11682513.0,15911849.0,Normal,High
Calimesa,CA,19368.78215907727,80446.88425040297,40.0,1061.0,8902.0,918.0,135245.0,11919876.0,16235143.0,Normal,High
Calistoga,CA,6269.979722565129,29969.73763567537,118.0,984.0,8252.0,851.0,125372.0,11049759.0,15050024.0,Normal,High
Callaway,NE,862.3358579881657,3783.460355029586,48.0,544.0,7076.0,233.0,57742.0,7658632.0,6931458.0,Normal,Normal
Callery,PA,337.89862322369294,1651.32533534021,6.0,984.0,14212.0,474.0,64009.0,24230571.0,7683815.0,Normal,Normal
Callicoon,NY,13413.014025960054,73068.91082161527,32.0,51.0,848.0,22.0,3695.0,1526911.0,443509.0,Normal,Normal
Caln,PA,26130.143973232418,230431.4384489265,43.0,2473.0,35730.0,1191.0,160920.0,68856999.0,19317288.0,High,High
Calumet,MI,168.94931161184647,825.662667670105,8.0,13.0,183.0,6.0,1018.0,239010.0,122228.0,Normal,Normal
Calumet City,IL,92547.64616761099,39969.32,99.0,2164.0,33251.0,976.0,194086.0,56688850.0,23298568.0,High,High
Calumet City,IN,18509.5292335222,179354.7842069048,99.0,2164.0,33251.0,976.0,194086.0,56688850.0,23298568.0,High,High
Calumet Park,IL,14486.19940889384,137591.20394064442,27.0,71.0,1089.0,32.0,6354.0,1855802.0,762717.0,Normal,Normal
Camanche,IA,28765.18548431206,137899.59569200262,27.0,4524.0,74824.0,3025.0,57984.5,80986854.0,6960624.5,Very High,Normal
Camanche,IL,14382.59274215603,68949.79784600131,27.0,4524.0,74824.0,3025.0,57984.5,80986854.0,6960624.5,Very High,Normal
Camarillo,CA,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Camas,OR,31828.088156147,221515.19762467864,92.0,4790.0,9253.0,2490.0,333367.0,13496294.5,40018236.0,Normal,High
Camas,WA,47742.132234220524,332272.796437018,92.0,4790.0,9253.0,2490.0,333367.0,13496294.5,40018236.0,Normal,High
Cambria,NY,29312.043329135966,198986.94210466012,67.0,187.0,3105.0,80.0,13528.0,5590752.0,1623898.0,Normal,Normal
Cambria,PA,39741.23408605004,175648.88477240154,105.0,1410.0,20376.0,679.0,91770.0,39268098.0,11016355.0,High,Normal
Cambridge,MA,7649.32,39969.32,50.0,678.0,9253.0,327.5,545529.0,97208754.0,65486824.0,Normal,Very High
Cambridge,MD,1302.3192332233145,8014.66341804379,53.0,1451.0,18421.0,653.0,74244.0,35500218.0,8912467.0,High,Normal
Cambridge,ME,493.654459284791,4727.314088754847,4.0,97.0,1076.0,55.0,7103.0,1168271.0,852644.0,Normal,Normal
Cambridge,MN,13256.453106853254,89307.13678849691,46.0,1364.0,18510.0,595.0,142043.0,20034341.0,17051239.0,High,High
Cambridge,NY,1594.3432557248236,5905.345982115945,36.0,167.0,2764.0,71.0,12044.0,4977532.0,1445781.0,Normal,Normal
Cambridge,OH,10109.439861549952,64254.47238181347,117.0,2651.0,37993.0,1001.0,208021.0,64773555.0,24971441.0,High,High
Cambridge,PA,10592.78505090918,41883.18536309794,108.0,136.0,1966.0,66.0,8856.0,3789342.0,1063070.0,Normal,Normal
Cambridge,VT,28752.79282616483,131071.16642495096,36.0,178.0,1740.0,14.0,2613.0,1888142.0,313708.0,Normal,Normal
Cambridge,WI,168.94931161184647,825.662667670105,14.0,456.0,6082.0,183.0,36236.0,7938733.0,4349858.0,Normal,Normal
Cambridge City,IN,662.3463570073516,2339.5567811360697,19.0,180.0,2583.0,103.0,20637.0,4403782.0,2477327.0,Normal,Normal
Cambridge Springs,PA,542.3302365782637,1978.9355519533522,12.0,783.0,11310.0,377.0,50939.0,21796358.0,6114796.0,Normal,Normal
Camden,AR,8128.089335790876,59020.55357257067,54.0,3103.0,51060.0,1598.0,276526.0,81472855.0,33194895.0,High,High
Camden,ME,15172.468140979585,59625.52797972874,49.0,712.0,7942.0,402.0,52403.0,8619284.0,6290649.0,Normal,Normal
Camden,NJ,7649.32,39969.32,146.0,3704.0,36458.0,2007.0,304495.0,70260316.0,36552385.0,High,High
Camden,NY,7649.32,39969.32,48.0,44.0,730.0,19.0,3180.0,1314309.0,381756.0,Normal,Normal
Camden,PA,49268.97480430365,287152.5708630969,146.0,3704.0,36458.0,2007.0,304495.0,70260316.0,36552385.0,High,High
Camden,TN,427.45634005251327,1383.3123898015203,18.0,436.0,7673.0,178.0,40068.0,12862640.0,4809836.0,Normal,Normal
Camdenton,MO,9508.036129123646,38015.05699129681,43.0,263.0,3701.0,110.0,17425.0,3780585.0,2091798.0,Normal,Normal
Cameron,MO,168.94931161184647,825.662667670105,42.0,66.0,923.0,27.0,4348.0,943286.0,521920.0,Normal,Normal
Cameron,TX,1166.3263489208632,2643.5992805755395,39.0,507.0,9522.0,367.0,138522.0,12749819.0,16628564.0,Normal,High
Cameron,WI,1236.815386615679,7626.245876721129,11.0,65.0,874.0,26.0,5204.0,945506.0,624761.0,Normal,Normal
Camillus,NY,23616.76774598545,206467.20447409237,57.0,1155.0,19159.0,494.0,83472.0,34497619.0,10020229.0,High,Normal
Camp Hill,PA,4417.527150563225,27158.863544258795,24.0,994.0,14361.0,479.0,64679.0,27675808.0,7764229.0,Normal,Normal
Camp Verde,AZ,89606.41335437662,39969.32,63.0,823.0,13557.0,104.0,17892.0,17411319.0,2147807.0,Normal,Normal
Camp Wood,TX,863.4344616492618,6472.972992437884,3.0,25.0,465.0,18.0,6771.0,623203.0,812793.0,Normal,Normal
Campbell,CA,7649.32,39969.32,50.0,2938.0,24648.0,2543.0,374460.0,33003285.0,44951226.0,High,Very High
Campbell,MO,258.50702844066694,557.6497221314155,25.0,82.0,1153.0,34.0,5428.0,1177622.0,651578.0,Normal,Normal
Campbell,NY,3453.737846597048,25891.891969751534,32.0,696.0,11543.0,298.0,50289.0,20783588.0,6036831.0,Normal,Normal
Campbell,OH,4665.305395683453,10574.397122302158,17.0,179.0,2568.0,68.0,14058.0,4377473.0,1687599.0,Normal,Normal
Campbellsville,KY,379.44974392502996,883.9485016890051,65.0,2573.0,45398.0,698.0,185234.0,76101074.0,22235981.0,High,High
Campton,NH,30480.264655812367,257129.7772060716,22.0,46.0,376.0,14.0,1589.0,407894.0,190712.0,Normal,Normal
Campton Hills,IL,1594.3432557248236,5905.345982115945,50.0,158.0,2422.0,71.0,14136.0,4128836.0,1696912.0,Normal,Normal
Canaan,MA,3365.8244702697857,21091.868143707896,25.0,45.0,744.0,19.0,3241.0,1339326.0,389023.0,Normal,Normal
Canaan,NH,5499.842504446489,16572.292650668704,47.0,343.0,2849.0,91.0,10883.0,3092327.0,1306411.0,Normal,Normal
Canaan,NY,6731.648940539571,42183.73628741578,25.0,45.0,744.0,19.0,3241.0,1339326.0,389023.0,Normal,Normal
Canaan,VT,816.8527359475702,1826.112501769,15.0,44.0,426.0,3.0,640.0,462559.0,76853.0,Normal,Normal
Canajoharie,NY,11374.90940946222,82629.65191527523,51.0,836.0,13868.0,358.0,60418.0,24969810.0,7252768.0,Normal,Normal
Canal,PA,2711.6511828913185,9894.677759766759,50.0,376.0,5438.0,181.0,24490.0,10479295.0,2939883.0,Normal,Normal
Canal Fulton,OH,337.89862322369294,1651.32533534021,35.0,456.0,6537.0,172.0,35791.0,11144703.0,4296496.0,Normal,Normal
Canal Winchester,OH,337.89862322369294,1651.32533534021,26.0,879.0,12599.0,332.0,68982.0,21479441.0,8280734.0,Normal,Normal
Canandaigua,NY,33949.75723640603,131024.99471641064,76.0,746.0,12362.0,319.0,53858.0,22258443.0,6465220.0,Normal,Normal
Canby,OR,3956.501383539442,23981.922422878124,116.0,1419.0,23450.0,611.0,106718.0,28923499.0,12810686.0,High,Normal
Candia,NH,40014.62729875515,318738.64532436733,36.0,144.0,1169.0,42.0,4942.0,1268750.0,593209.0,Normal,Normal
Candor,NY,3619.098398169337,7807.096109839817,69.0,404.0,6693.0,173.0,29159.0,12050783.0,3500288.0,Normal,Normal
Caney,KS,2177.44457617721,6159.010557705164,21.0,64.0,852.0,34.0,9246.0,1533619.0,1109862.0,Normal,Normal
Canisteo,NY,205.53642245877685,988.1882696723022,53.0,62.0,1024.0,26.0,4461.0,1843766.0,535543.0,Normal,Normal
Cannelton,IN,3720.79244940312,14971.042911990691,13.0,4758.0,68228.0,2720.0,545108.0,116321692.0,65436216.0,Very High,Very High
Cannelton,KY,1860.39622470156,7485.521455995346,13.0,4758.0,68228.0,2720.0,545108.0,116321692.0,65436216.0,Very High,Very High
Cannon Beach,OR,10361.213539791142,77675.6759092546,15.0,6.0,103.0,3.0,469.0,127157.0,56320.0,Normal,Normal
Cannon Falls,MN,7932.315470004347,45612.786516953514,53.0,1651.0,22399.0,720.0,171891.0,24244173.0,20634230.0,High,High
Cannonville,UT,1470.1276791181876,11131.045315370484,140.75,1443.0,22819.0,529.25,95796.75,28145505.75,11499709.5,High,Normal
Canonsburg,PA,956.6059534348942,3543.207589269567,32.0,1882.0,27186.0,906.0,122437.0,46348547.0,14697701.0,High,High
Canterbury,CT,6044.041231544833,45310.81094706518,34.0,137.0,1066.0,47.0,7675.0,1156489.0,921294.0,Normal,Normal
Canterbury,NH,7207.998509237728,48745.78996666856,24.0,41.0,330.0,12.0,1393.0,357772.0,167278.0,Normal,Normal
Canton,CT,18714.578754573704,61844.95671608954,81.0,293.0,2287.0,100.0,16473.0,2482233.0,1977423.0,Normal,Normal
Canton,IA,1032.3837732611082,7298.635660107991,29.0,354.0,4679.0,354.0,74134.0,5064276.0,8899236.0,Normal,Normal
Canton,IL,2070.3395000918035,9034.784605930887,143.0,346.0,5015.0,148.0,25597.0,5123097.0,3072723.0,Normal,Normal
Canton,MA,7649.32,39969.32,176.0,678.0,62430.0,2814.0,380225.0,67752902.0,45643239.0,Very High,Very High
Canton,MO,2070.3395000918035,9034.784605930887,42.0,232.0,3257.0,96.0,15335.0,3327006.0,1840833.0,Normal,Normal
Canton,MS,1726.8689232985237,12945.945984875769,48.0,2993.0,51668.0,1624.0,373357.0,82442995.0,44818805.0,High,Very High
Canton,NY,31484.618896652963,200951.44610543177,63.0,196.0,3256.0,84.0,14187.0,5863114.0,1703009.0,Normal,Normal
Canton,OH,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Canton,SD,1032.3837732611082,7298.635660107991,29.0,354.0,4679.0,354.0,74134.0,5064276.0,8899236.0,Normal,Normal
Canton,TX,11077.898344409363,102880.14232756932,80.0,652.0,12243.0,472.0,178110.0,16393533.0,21380767.0,Normal,High
Canyon Lake,CA,579.7840541924189,2303.9228944553893,39.0,494.0,4147.0,428.0,63000.0,5552524.0,7562664.0,Normal,Normal
Cape Elizabeth,ME,13104.363205615142,105661.65139902859,28.0,336.0,3749.0,190.0,24734.0,4068254.0,2969151.0,Normal,Normal
Cape Girardeau,MO,7649.32,39969.32,198.0,5000.0,70231.0,2080.0,330704.0,71748848.0,39698637.0,Very High,High
Cape Vincent,NY,7093.119163769095,27148.531532857647,43.0,184.0,3047.0,79.0,13274.0,5485958.0,1593459.0,Normal,Normal
Capitola,CA,10858.264350185404,51011.65980401368,56.0,586.0,4915.0,507.0,74670.0,6581113.0,8963626.0,Normal,Normal
Carbondale,CO,409.9081475252974,1512.5826764104127,41.0,277.0,3776.0,98.0,20107.0,6615891.0,2413672.0,Normal,Normal
Carbondale,IL,35344.965466145564,238219.16722922426,161.0,656.0,10082.0,296.0,58846.0,10299389.0,7064072.0,Normal,Normal
Carencro,LA,8432.215228158077,33729.85608264306,47.0,1556.0,30655.0,2786.0,57984.5,48914989.0,6960624.5,High,Normal
Carey,ID,258.50702844066694,557.6497221314155,8.0,302.0,4619.0,97.0,18642.0,5696681.0,2237869.0,Normal,Normal
Caribou,ME,39404.789331353924,323532.2127002042,52.0,359.0,4000.0,203.0,26395.0,4341430.0,3168524.0,Normal,Normal
Carl Junction,MO,1987.0390710220545,7018.67034340821,21.0,200.0,2811.0,83.0,13235.0,5061647.0,1588794.0,Normal,Normal
Carlin,NV,904.0131511709404,6391.185325355345,7.0,712.0,12097.0,97.0,16404.0,14920523.0,1969173.0,Normal,Normal
Carlisle,IA,240.03224085817573,721.2424583654359,23.0,279.0,4610.0,186.0,39652.0,4989860.0,4759930.0,Normal,Normal
Carlisle,MA,65527.87353394751,479783.76667222,25.0,113.0,848.0,38.0,5166.0,920485.0,620105.0,Normal,Normal
Carlisle,OH,869.6760812886287,3455.884341683084,14.0,171.0,2445.0,64.0,13390.0,4169301.0,1607345.0,Normal,Normal
Carlsbad,CA,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Carlstadt,NJ,7649.32,39969.32,186.0,5120.0,50389.0,2773.0,420839.0,97105927.0,50518606.0,High,Very High
Carlton,OR,772.3636087022669,3356.680663319641,13.0,31.0,515.0,13.0,2345.0,635635.0,281533.0,Normal,Normal
Carmel,IN,7649.32,39969.32,50.0,4850.0,69544.0,2773.0,555622.0,118565234.0,66698310.0,Very High,Very High
Carmel,ME,2271.138893218529,5509.625707884801,11.0,13.0,150.0,8.0,987.0,162366.0,118500.0,Normal,Normal
Carmel,NY,7649.32,676313.2925366781,83.0,1173.0,19454.0,502.0,84754.0,35027467.0,10174129.0,High,Normal
Carnegie,OK,1470.1276791181876,11131.045315370484,55.0,218.0,4343.0,372.0,46305.0,9214680.0,5558550.0,Normal,Normal
Carnegie,PA,8893.567292587031,41824.7056406747,50.0,481.0,6943.0,231.0,31271.0,11837505.0,3753820.0,Normal,Normal
Carneys Point,NJ,26390.12210686569,236174.33181951105,23.0,1524.0,14995.0,825.0,125234.0,28896932.0,15033405.0,Normal,High
Caro,MI,373.3809249664172,1153.2728842832469,17.0,2492.0,36052.0,1153.0,200469.0,47056563.0,24064827.0,High,High
Caroga,NY,1182.6451812829253,5779.6386736907325,5.0,15.0,252.0,7.0,1099.0,454189.0,131924.0,Normal,Normal
Carol Stream,IL,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Caroline,NY,6256.257125231338,21163.979642196173,25.0,188.0,3117.0,80.0,13580.0,5612559.0,1630232.0,Normal,Normal
Carpentersville,IL,90345.07938392324,624268.2369005118,236.0,678.0,9253.0,3041.0,57984.5,13496294.5,6960624.5,Normal,Normal
Carpinteria,CA,4940.354524220675,37194.27131786658,136.0,2133.0,17897.0,1846.0,271903.0,23964342.0,32639979.0,High,High
Carrabassett Valley,ME,506.8479348355394,2476.988003010315,11.0,204.0,2277.0,115.0,15024.0,2471176.0,1803549.0,Normal,Normal
Carrier Mills,IL,995.7013884027173,2984.3859918723797,9.0,28.0,436.0,13.0,2544.0,445253.0,305387.0,Normal,Normal
Carrizo Springs,TX,2744.24283487704,16548.449197726008,26.0,385.0,7234.0,279.0,105231.0,9685691.0,12632268.0,Normal,Normal
Carroll,IA,2568.284877839133,15400.743591877996,149.0,3576.0,59138.0,2391.0,508646.0,64008781.0,61059291.0,Very High,Very High
Carroll,NY,4196.3121091374815,9829.248960606776,140.0,174.0,2879.0,74.0,12541.0,5183093.0,1505489.0,Normal,Normal
Carroll,PA,11711.425902762478,64806.90793051966,50.0,678.0,9253.0,327.5,464548.0,13496294.5,55765718.0,Normal,Very High
Carrollton,IL,1166.3263489208632,2643.5992805755395,83.0,220.0,3380.0,99.0,19728.0,3452826.0,2368200.0,Normal,Normal
Carrollton,KY,735.0638395590938,5565.522657685242,18.0,678.0,9253.0,2002.0,531057.0,13496294.5,63749547.0,Normal,Very High
Carrollton,MO,631.8879534070841,1710.9226064146624,62.0,411.0,5767.0,171.0,27154.0,10384781.0,3259665.0,Normal,Normal
Carrollton,OH,168.94931161184647,825.662667670105,26.0,386.0,5530.0,146.0,30276.0,9427336.0,3634418.0,Normal,Normal
Carrollton,TX,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Carrolltown,PA,168.94931161184647,825.662667670105,4.0,7.0,105.0,3.0,473.0,202360.0,56770.0,Normal,Normal
Carson,CA,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Carson City,CA,7649.32,39969.32,50.0,678.0,9253.0,1221.0,207026.0,13496294.5,24851989.0,Normal,High
Carson City,NV,7649.32,39969.32,50.0,678.0,9253.0,1221.0,207026.0,13496294.5,24851989.0,Normal,High
Carter Lake,IA,337.89862322369294,1651.32533534021,9.0,372.0,6145.0,248.0,52852.0,6651004.0,6344530.0,Normal,Normal
Carter Lake,NE,168.94931161184647,825.662667670105,9.0,372.0,6145.0,248.0,52852.0,6651004.0,6344530.0,Normal,Normal
Carteret,NJ,7649.32,39969.32,54.0,2299.0,22623.0,1245.0,188944.0,43597772.0,22681403.0,High,High
Carterville,MO,7325.841545916826,35561.92700240994,8.0,199.0,2797.0,83.0,13172.0,5037430.0,1581192.0,Normal,Normal
Carthage,AR,517.0140568813339,1115.299444262831,3.0,317.0,5223.0,164.0,28288.0,8334490.0,3395763.0,Normal,Normal
Carthage,MO,2519.351686656374,14935.70215339061,54.0,3931.0,55215.0,1635.0,259997.0,56408435.0,31210786.0,Very High,High
Carthage,TN,168.94931161184647,825.662667670105,21.0,1844.0,32471.0,753.0,169557.0,54431746.0,20354123.0,High,High
Carthage,TX,1405.7646982275257,8451.908544391235,210.0,976.0,18317.0,706.0,266474.0,38866570.0,31988294.0,High,High
Carver,MA,42091.61782652562,369602.7231511121,85.0,560.0,4187.0,189.0,25502.0,4544262.0,3061342.0,Normal,Normal
Cary,IL,97143.9864333935,576113.5984971975,237.0,3232.0,49649.0,1458.0,289806.0,84647008.0,34789100.0,High,High
Caryville,TN,866.8962961228029,3558.8516905584693,15.0,771.0,13579.0,315.0,70907.0,22762641.0,8511827.0,Normal,Normal
Casa Grande,AZ,7649.32,39969.32,214.0,678.0,9253.0,925.0,159795.0,13496294.5,19182182.0,Normal,High
Cascade Locks,OR,2301.7735151440434,8549.90322926755,1.0,19.0,315.0,8.0,1431.0,387957.0,171832.0,Normal,Normal
Cascade Locks,WA,1150.8867575720215,4274.951614633775,1.0,19.0,315.0,8.0,1431.0,387957.0,171832.0,Normal,Normal
Casco,ME,6171.8121201502845,18252.86640646023,17.0,207.0,2308.0,117.0,15228.0,2504747.0,1828050.0,Normal,Normal
Caseyville,IL,4609.599574760784,30637.027557162823,157.0,88.0,1346.0,40.0,7858.0,1375313.0,943290.0,Normal,Normal
Casper,WY,83835.41396126278,39969.32,209.0,5195.0,75054.0,1563.0,394742.0,92573194.0,47385870.0,Very High,Very High
Caspian,MI,775.5210853220008,1672.9491663942465,4.0,46.0,663.0,21.0,3689.0,1131166.0,442876.0,Normal,Normal
Cass,PA,1013.6958696710788,4953.97600602063,14.0,873.0,12625.0,421.0,56859.0,24329556.0,6825465.0,Normal,Normal
Casselton,ND,8159.0369908195,40035.42229194331,23.0,164.0,2058.0,23.0,8647.0,2227412.0,1038003.0,Normal,Normal
Cassville,MO,5772.950031567348,23444.540483944933,61.0,1956.0,27476.0,814.0,129377.0,28069368.0,15530781.0,High,High
Castile,NY,8669.985242649802,55498.081018605095,74.0,1695.0,28106.0,725.0,122449.0,50606068.0,14699113.0,High,High
Castine,ME,3453.737846597048,25891.891969751534,7.0,19.0,210.0,11.0,1384.0,227573.0,166090.0,Normal,Normal
Castle Pines,CO,360.0483612872636,1081.8636875481536,24.0,40.0,540.0,14.0,2878.0,946926.0,345467.0,Normal,Normal
Castle Rock,CO,29224.77994756707,147618.02019137616,154.0,776.0,10561.0,275.0,56244.0,18506284.0,6751639.0,Normal,Normal
Castle Shannon,PA,6784.680584405052,50703.37400854821,37.0,244.0,3527.0,118.0,15885.0,6013375.0,1906916.0,Normal,Normal
Castleton,VT,9939.285649970969,57923.07903239582,32.0,400.0,3910.0,31.0,5873.0,4243297.0,705008.0,Normal,Normal
Castroville,TX,1032.3837732611082,7298.635660107991,17.0,163.0,3068.0,118.0,44638.0,4108540.0,5358438.0,Normal,Normal
Cathedral City,CA,38519.341570978184,226595.4022930855,95.0,664.0,5569.0,574.0,84601.0,7456333.0,10155695.0,Normal,Normal
Catlin,NY,3578.433909986159,13253.85034482975,49.0,146.0,2416.0,62.0,10526.0,4350417.0,1263628.0,Normal,Normal
Caton,NY,4795.494903625067,36115.48695036938,44.0,50.0,832.0,21.0,3625.0,1498080.0,435134.0,Normal,Normal
Caton,PA,1598.4983012083558,12038.495650123125,44.0,50.0,832.0,21.0,3625.0,1498080.0,435134.0,Normal,Normal
Catoosa,OK,90458.50720056068,452174.7590718729,116.0,5093.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Catskill,NY,7649.32,39969.32,68.0,819.0,13578.0,350.0,59157.0,24448397.0,7101317.0,Normal,Normal
Cave Creek,AZ,866.8962961228029,3558.8516905584693,53.0,198.0,3265.0,25.0,4309.0,4193169.0,517256.0,Normal,Normal
Cave Springs,AR,3675.319197795469,27827.61328842621,13.0,35.0,581.0,18.0,3148.0,1233365.0,377894.0,Normal,Normal
Cavendish,VT,34022.84415284136,258824.878239007,13.0,148.0,1446.0,11.0,2172.0,1569044.0,260691.0,Normal,Normal
Cawker City,KS,168.94931161184647,825.662667670105,36.0,136.0,1813.0,73.0,19684.0,3265183.0,2362975.0,Normal,Normal
Cayuta,NY,4653.126511932005,10037.69499836548,10.0,565.0,9360.0,241.0,40781.0,16853947.0,4895422.0,Normal,Normal
Cazenovia,NY,32202.497115828697,145292.58910542115,76.0,439.0,7283.0,188.0,31728.0,13112669.0,3808725.0,Normal,Normal
Cecil,PA,42378.3369803123,285123.7627213305,91.0,678.0,9253.0,327.5,554395.0,13496294.5,66551021.0,Normal,Very High
Cedar City,UT,36338.865712665436,238321.8431414436,148.0,3828.0,60522.0,1403.0,254078.0,74649314.0,30500267.0,Very High,High
Cedar Falls,IA,56320.673128136026,297505.6850070452,190.0,4486.0,74198.0,2999.0,57984.5,80309539.0,6960624.5,Very High,Normal
Cedar Grove,NJ,7649.32,39969.32,67.0,555.0,5458.0,300.0,45588.0,10519055.0,5472457.0,Normal,Normal
Cedar Hills,UT,877.7695431481053,3083.380851211814,21.0,35.0,556.0,13.0,2335.0,686003.0,280288.0,Normal,Normal
Cedar Lake,IN,506.8479348355394,2476.988003010315,19.0,119.0,1710.0,68.0,13663.0,2915652.0,1640186.0,Normal,Normal
Cedar Park,TX,89551.88667309127,413739.73453975614,154.0,1689.0,31704.0,1222.0,461224.0,42451920.0,55366626.0,High,Very High
Cedar Rapids,IA,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Cedarburg,WI,15061.891383196094,48403.875716274415,54.0,777.0,10366.0,312.0,61758.0,17672600.0,7413547.0,Normal,Normal
Cedaredge,CO,1544.7272174045338,6713.361326639282,19.0,237.0,3221.0,84.0,17153.0,5643894.0,2059059.0,Normal,Normal
Celina,TX,1292.5351422033348,2788.2486106570777,47.0,1761.0,33052.0,1274.0,480825.0,44256021.0,57719570.0,High,Very High
Cement,OK,373.3809249664172,1153.2728842832469,109.0,128.0,2558.0,219.0,27273.0,5427307.0,3273901.0,Normal,Normal
Centennial,CO,7649.32,39969.32,50.0,4675.0,63615.0,1657.0,338785.0,111473029.0,40668653.0,Very High,High
Center,PA,70645.27087678228,323464.0328931691,50.0,5474.0,79085.0,2636.0,356178.0,13496294.5,42756638.0,Very High,Very High
Center Harbor,NH,5488.991716975695,11170.277785747225,14.0,44.0,354.0,13.0,1496.0,384174.0,179622.0,Normal,Normal
Center Line,MI,8463.993646951074,44142.50784650781,46.0,1274.0,18439.0,590.0,102532.0,24067680.0,12308264.0,High,Normal
Centerton,AR,3498.97904676259,7930.797841726619,36.0,785.0,12920.0,404.0,69972.0,27414601.0,8399620.0,Normal,Normal
Centerville,IA,904.0131511709404,6391.185325355345,41.0,3183.0,52636.0,2128.0,452721.0,56971053.0,54345858.0,Very High,Very High
Centerville,MN,168.94931161184647,825.662667670105,13.0,60.0,811.0,26.0,6222.0,877568.0,746899.0,Normal,Normal
Centerville,MO,517.0140568813339,1115.299444262831,5.0,123.0,1726.0,51.0,8126.0,1763081.0,975513.0,Normal,Normal
Centerville,OH,24630.88390037019,105685.25861006964,131.0,2052.75,29718.75,679.25,147594.25,50666851.25,17717653.75,High,High
Centerville,PA,1858.4424277303112,9082.289344371156,106.0,596.0,8617.0,288.0,38806.0,14707056.0,4658394.0,Normal,Normal
Centerville,UT,37697.33417195157,224084.81658901038,103.0,1039.0,16428.0,381.0,68966.0,20262396.0,8278823.0,Normal,Normal
Central,LA,89846.10679724252,39969.32,164.0,1391.0,27405.0,2490.0,57984.5,43728017.0,6960624.5,High,Normal
Central City,KY,631.8879534070841,1710.9226064146624,22.0,86.0,1516.0,23.0,6186.0,2541470.0,742592.0,Normal,Normal
Central City,NE,258.50702844066694,557.6497221314155,45.0,2170.0,28209.0,930.0,230193.0,30531989.0,27633030.0,High,High
Central Falls,RI,7649.32,39969.32,45.0,946.0,7020.0,677.0,77858.0,7618092.0,9346318.0,Normal,Normal
Central Point,OR,12008.813520004258,49370.15025978704,58.0,471.0,7789.0,203.0,35447.0,9607058.0,4255121.0,Normal,Normal
Centralia,IL,643.3163849286234,1869.300642219049,50.0,1288.0,19791.0,581.0,115520.0,20218466.0,13867298.0,High,Normal
Centralia,WA,35573.71303942378,236324.44265759786,104.0,1505.0,33938.0,783.0,104776.0,41859902.0,12577597.0,High,Normal
Centre,PA,5666.84960805734,35945.00375186843,62.0,246.0,3550.0,118.0,15985.0,6840122.0,1918942.0,Normal,Normal
