city,state_abbr,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class
Carroll,PA,6221.92,10168.81,310.0,2749.0,30998.0,635.0,90390.0,56185564.0,10850568.0,Very High,Very High
Carroll Valley,MD,1210.420018,2292.940141,39.0,181.0,2011.0,81.0,10363.0,3875379.0,1244009.0,Normal,Normal
Carroll Valley,PA,1210.420018,2292.940141,39.0,181.0,2011.0,81.0,10363.0,3875379.0,1244009.0,Normal,Normal
Carrollton,IL,15992.901880000001,41867.50483,61.0,538.0,6038.0,0.0,0.0,6168867.0,0.0,Normal,Normal
Carrollton,KY,20344.55556,49013.89275,70.0,1029.0,11025.0,256.0,36745.0,18481824.0,4410993.0,High,High
Carrollton,MS,291.2281729,578.5792697,7.0,48.0,612.0,0.0,0.0,970517.0,10.0,Normal,Normal
Carrollton,NY,4740.263411999998,5876.301347,17.0,121.0,1148.0,47.0,8370.0,2066226.0,1004731.0,Normal,Normal
Carrollton,OH,8932.831091,16081.927069999998,123.0,1134.0,11203.0,154.0,28069.0,19100530.0,3369504.0,High,High
Carrollton,PA,1185.0658529999996,1469.075337,17.0,121.0,1148.0,47.0,8370.0,2066226.0,1004731.0,Normal,Normal
Carrollton,TX,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carson,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carson,IA,718.9273181,1515.6401740000001,27.0,95.0,1039.0,27.0,4398.0,1124351.0,527972.0,Normal,Normal
Carson,ND,792.415144,852.4745608999997,6.0,102.0,1050.0,13.0,2443.0,1136035.0,293256.0,Normal,Normal
Carson City,CA,6221.92,10168.81,263.5,417.0,4199.0,47.0,110149.0,6139039.0,13222574.5,Normal,Very High
Carson City,MI,1882.0189879999998,2465.7429190000007,56.0,623.0,5239.0,133.0,20398.0,6837762.0,2448646.0,Normal,Normal
Carson City,NV,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carsonville,MI,167.4682911,344.54868389999996,23.0,191.0,1984.0,75.0,11525.0,2589976.0,1383496.0,Normal,Normal
Carter Lake,IA,14271.392590000001,20379.17274,47.0,716.0,7842.0,253.0,43033.0,8487448.0,5165836.0,Normal,High
Carter Lake,NE,7135.696295999999,10189.58637,47.0,716.0,7842.0,253.0,43033.0,8487448.0,5165836.0,Normal,High
Carterville,IL,20211.692730000002,30772.019710000004,114.0,1730.0,19463.0,0.0,0.0,19883170.0,0.0,High,Normal
Carthage,IL,15675.955680000001,40943.41934,82.0,846.0,9513.0,0.0,0.0,9718855.0,0.0,Normal,Normal
Carthage,IN,835.4306995000003,1061.6623869999999,27.0,162.0,1808.0,18.0,2472.0,3083026.0,296741.0,Normal,Normal
Carthage,MS,13430.40855,19716.808090000002,116.0,1248.0,15770.0,0.0,30.0,26435550.0,3593.0,High,Normal
Carthage,SD,499.96599979999996,640.578143,5.0,52.0,629.0,6.0,1064.0,681295.0,127750.0,Normal,Normal
Carthage,TN,5214.3293109999995,8033.221553,68.0,1972.0,17020.0,218.0,27901.0,28530253.0,3349339.0,High,High
Carthage,TX,30736.73703,66072.41279,190.0,3299.0,39316.0,277.0,42132.0,6139039.0,5057637.0,Very High,High
Carver,MA,6221.92,10168.81,166.0,1978.0,12003.0,385.0,47976.0,13026303.0,5759128.0,High,High
Carver,MN,10851.07674,14231.22729,41.0,809.0,8183.0,209.0,34763.0,8857247.0,4173096.0,Normal,High
Cary,IL,6221.92,161129.9997,228.0,1752.0,20070.0,47.0,7021.0,34217270.0,842786.0,High,Normal
Cary,MS,101.3535897,190.6335897,10.0,82.0,1040.0,0.0,2.0,1658807.0,216.0,Normal,Normal
Caryville,TN,7892.267568000001,12373.72362,35.0,394.0,3449.0,0.0,0.0,5782313.0,21.0,Normal,Normal
Casa,AR,273.22803,201.50582,0.0,1.0,10.0,0.0,21.0,15601.0,2572.0,Normal,Normal
Casa Grande,AZ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cascade,IA,5570.318104,10610.64863,66.0,324.0,3553.0,156.0,24341.0,3845119.0,2921938.0,Normal,Normal
Cascade,ID,13028.984859999999,36852.62882,27.0,170.0,2255.0,0.0,0.0,2781671.0,0.0,Normal,Normal
Cascade,MT,346.39378,552.6763744,9.0,82.0,731.0,36.0,4829.0,901650.0,579634.0,Normal,Normal
Cascade,WI,1165.89665,1967.725931,13.0,69.0,596.0,24.0,3753.0,1016535.0,450514.0,Normal,Normal
Cascade Locks,OR,10307.477990000001,13971.858180000001,22.0,202.0,2224.0,7.0,750.0,2742540.0,90089.0,Normal,Normal
Cascade Locks,WA,5153.7389939999985,6985.929091,22.0,202.0,2224.0,7.0,750.0,2742540.0,90089.0,Normal,Normal
Casco,ME,46050.648069999996,91776.81324,75.0,401.0,3359.0,119.0,11200.0,3644889.0,1344530.0,Normal,Normal
Casco,WI,761.1728461,1170.866498,22.0,214.0,2301.0,90.0,14796.0,3003566.0,1776146.0,Normal,Normal
Caseville,MI,3891.350101,5651.988076,50.0,345.0,3589.0,73.0,11254.0,4684459.0,1350945.0,Normal,Normal
Casey,IA,1324.767933,1624.442892,12.0,56.0,618.0,20.0,3343.0,668723.0,401294.0,Normal,Normal
Casey,IL,7726.902178,13198.14965,86.0,931.0,10453.0,218.0,29663.0,10678991.0,3560841.0,High,High
Caseyville,IL,43767.41311,73164.57153,89.0,1151.0,12948.0,0.0,0.0,13227960.0,0.0,High,Normal
Cash,AR,290.3123399,285.7034386,2.0,17.0,211.0,6.0,875.0,336384.0,104977.0,Normal,Normal
Cashion,OK,1163.743442,1595.162699,9.0,98.0,1290.0,17.0,2488.0,2736351.0,298663.0,Normal,Normal
Cashion Community,TX,207.88975390000002,388.0148525,6.0,57.0,676.0,6.0,843.0,905272.0,101252.0,Normal,Normal
Cashmere,WA,3987.1430259999997,6518.330344,67.0,755.0,22031.0,0.0,0.0,27174034.0,0.0,High,Normal
Cashton,WI,2541.712861,3972.044747,35.0,279.0,2616.0,50.0,7718.0,2830931.0,926548.0,Normal,Normal
Casnovia,MI,145.7049949,319.70200819999997,9.0,74.0,622.0,0.0,0.0,811405.0,0.0,Normal,Normal
Casper,WY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Caspian,MI,5474.660211,8242.411925,19.0,196.0,1389.0,0.0,0.0,2368881.0,0.0,Normal,Normal
Cass City,MI,5014.119294,8548.31836,62.0,629.0,6542.0,114.0,17437.0,8538746.0,2093235.0,Normal,Normal
Cass Lake,MN,2001.725677,3627.295907,13.0,275.0,3049.0,33.0,5691.0,3300507.0,683194.0,Normal,Normal
Casselton,ND,9138.344384999999,14037.408459999999,53.0,688.0,7389.0,0.0,8.0,7997633.0,956.0,Normal,Normal
Cassoday,KS,304.8157816000001,577.5095282999997,4.0,54.0,544.0,6.0,896.0,978806.0,107578.0,Normal,Normal
Cassopolis,MI,6450.228329,11698.80805,60.0,705.0,7200.0,220.0,33646.0,9397878.0,4038920.0,Normal,High
Cassville,MO,22356.25559,53830.8084,75.0,1066.0,10888.0,0.0,0.0,11123069.0,0.0,High,Normal
Cassville,PA,905.5207147,593.8282792,3.0,80.0,793.0,4.0,483.0,1528712.0,58020.0,Normal,Normal
Cassville,WI,672.9683259,1337.086494,28.0,167.0,1484.0,31.0,4490.0,1605962.0,538971.0,Normal,Normal
Castalia,OH,920.9107154999999,1962.72485,13.0,81.0,799.0,20.0,3678.0,1361428.0,441570.0,Normal,Normal
Castana,IA,137.4068063,282.0699682,6.0,34.0,372.0,9.0,1533.0,402747.0,184078.0,Normal,Normal
Castile,NY,17387.11332,26446.48259,54.0,860.0,7686.0,248.0,47760.0,13839680.0,5733195.0,Normal,High
Castine,ME,12934.39782,23037.03193,33.0,713.0,5917.0,176.0,18764.0,6421411.0,2252525.0,Normal,Normal
Castle Dale,UT,4681.917739,6710.375906,40.0,329.0,3731.0,127.0,17042.0,4601645.0,2045783.0,Normal,Normal
Castle Hills,TX,15085.544609999999,25971.89113,176.0,3919.0,46712.0,370.0,67965.0,62547963.0,8158721.0,Very High,High
Castle Pines,CO,60737.71461,100616.8569,96.0,1273.0,13666.0,266.0,46865.0,23947315.0,5625751.0,High,High
Castle Rock,CO,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Castle Rock,WA,7028.329984,12661.539359999999,58.0,692.0,8235.0,32.0,3762.0,10157352.0,451570.0,Normal,Normal
Castle Shannon,PA,20387.877780000006,38278.19026,154.0,2178.0,23193.0,630.0,84566.0,39541074.0,10151529.0,High,Very High
Castle Valley,UT,359.2674068,732.9723443,7.0,92.0,1044.0,43.0,5793.0,1287198.0,695459.0,Normal,Normal
Castleford,ID,320.4395876000001,542.3805883,4.0,20.0,269.0,6.0,872.0,331867.0,104621.0,Normal,Normal
Castleton,VT,37938.05904,67907.88828,72.0,582.0,4055.0,0.0,0.0,4400562.0,0.0,Normal,Normal
Castlewood,SD,647.3752827999998,842.4759882999997,34.0,321.0,3543.0,47.0,8138.0,3835341.0,976853.0,Normal,Normal
Castroville,TX,4515.123328,7480.054016,66.0,1130.0,13471.0,80.0,12123.0,18037890.0,1455309.0,High,Normal
Cataract,WI,108.87730390000002,221.51944269999996,4.0,30.0,278.0,4.0,601.0,300578.0,72148.0,Normal,Normal
Catawba,WI,198.1346701,389.2289789,8.0,93.0,918.0,5.0,749.0,993871.0,89913.0,Normal,Normal
Cathedral City,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,101530.0,6139039.0,12187980.0,Normal,Very High
Cathlamet,WA,747.1569507,1530.618901,23.0,807.0,16725.0,0.0,5.0,20629403.0,549.0,High,Normal
Catlettsburg,KY,7640.392491,11274.87522,77.0,1487.0,12436.0,237.0,32360.0,21201710.0,3884530.0,High,High
Catlettsburg,OH,3820.196246,5637.43761,77.0,1487.0,12436.0,237.0,32360.0,21201710.0,3884530.0,High,High
Catlin,IL,1917.3165809999998,1952.7873329999998,17.0,117.0,1313.0,0.0,8.0,1341548.0,970.0,Normal,Normal
Catlin,NY,2186.325018,3964.575829,54.0,1471.0,13600.0,192.0,33057.0,24487822.0,3968289.0,High,High
Cato,NY,11796.81086,18352.92632,36.0,166.0,1527.0,0.0,1.0,2749367.0,71.0,Normal,Normal
Caton,NY,218.5574923,479.5530124,26.0,165.0,1550.0,56.0,7947.0,2791246.0,953935.0,Normal,Normal
Caton,PA,72.85249743,159.85100409999995,26.0,165.0,1550.0,56.0,7947.0,2791246.0,953935.0,Normal,Normal
Catoosa,OK,79141.85319,111325.4506,140.0,3855.0,4199.0,759.0,110185.0,6139039.0,13226944.0,Normal,Very High
Catskill,NY,6221.92,10168.81,42.0,417.0,4199.0,0.0,2.0,6139039.0,209.0,Normal,Normal
Cattaraugus,NY,6409.415127,13457.97666,39.0,340.0,3238.0,179.0,33478.0,5830820.0,4018748.0,Normal,High
Caulksville,AR,2145.744246,4537.698045,9.0,74.0,985.0,21.0,3006.0,2089801.0,360906.0,Normal,Normal
Causey,NM,52.74885181,114.723942,1.0,10.0,102.0,0.0,64.0,215620.0,7687.0,Normal,Normal
Cave City,AR,3630.7126369999996,5851.117006,32.0,255.0,3104.0,62.0,9790.0,4953189.0,1175217.0,Normal,Normal
Cave City,KY,14055.23478,20108.19825,112.0,1601.0,16712.0,210.0,29567.0,28013768.0,3549308.0,High,High
Cave Creek,AZ,38039.18556000001,67566.41969,193.0,4051.0,36005.0,297.0,33325.0,46242209.0,4000436.0,Very High,High
Cave Junction,OR,7023.796886,14411.406619999998,70.0,1077.0,11740.0,0.0,0.0,14480654.0,0.0,High,Normal
Cave Springs,AR,17791.973,28233.79944,28.0,324.0,4112.0,0.0,0.0,8725893.0,8.0,Normal,Normal
Cave-In-Rock,IL,99.22692333,217.21297510000002,2.0,32.0,362.0,0.0,0.0,369349.0,0.0,Normal,Normal
Cave-In-Rock,KY,99.22692333,217.21297510000002,2.0,32.0,362.0,0.0,0.0,369349.0,0.0,Normal,Normal
Cavendish,VT,25033.139619999998,42253.65594,49.0,329.0,2286.0,0.0,0.0,2480473.0,0.0,Normal,Normal
Cavour,SD,120.63354890000001,141.2802105,6.0,58.0,731.0,6.0,1005.0,791287.0,120619.0,Normal,Normal
Cawker City,KS,1247.692308,1501.225675,23.0,230.0,1976.0,19.0,2658.0,3557565.0,319096.0,Normal,Normal
Cayuga,IN,735.0457064,1035.115548,17.0,100.0,1120.0,0.0,6.0,1909255.0,719.0,Normal,Normal
Cayuga,ND,260.1289983,217.63501000000002,3.0,44.0,548.0,0.0,0.0,592895.0,32.0,Normal,Normal
Cayuta,NY,4087.854764,8214.882193000001,4.0,46.0,434.0,5.0,860.0,781401.0,103239.0,Normal,Normal
Cazenovia,NY,29705.843889999996,49392.40853,199.0,1354.0,12873.0,410.0,81729.0,23179226.0,9810940.0,High,Very High
Cazenovia,WI,1291.756876,2075.7560320000002,6.0,26.0,231.0,0.0,0.0,250499.0,0.0,Normal,Normal
Cecil,WI,1498.425348,2446.086518,14.0,83.0,712.0,24.0,3590.0,1214192.0,430915.0,Normal,Normal
Cecilton,MD,12947.31127,18251.31468,29.0,373.0,3141.0,0.0,0.0,6052436.0,0.0,Normal,Normal
Cedar,MI,709.6300957000003,880.8324485999997,6.0,39.0,328.0,0.0,0.0,428661.0,0.0,Normal,Normal
Cedar Bluffs,NE,1489.850358,2171.050365,9.0,43.0,501.0,7.0,1262.0,542345.0,151504.0,Normal,Normal
Cedar City,UT,76434.58533999999,157486.8228,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cedar Falls,IA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cedar Fort,UT,1218.9772189999999,1308.666829,3.0,16.0,176.0,5.0,656.0,216930.0,78739.0,Normal,Normal
Cedar Grove,IN,282.5395538,277.1540183,2.0,31.0,348.0,0.0,0.0,593672.0,0.0,Normal,Normal
Cedar Grove,NJ,6221.92,10168.81,251.0,4601.0,38141.0,793.0,109515.0,6139039.0,13146452.0,Very High,Very High
Cedar Grove,WI,9086.342802,15256.2288,21.0,116.0,1010.0,44.0,6526.0,1721093.0,783416.0,Normal,Normal
Cedar Hill,TX,6221.92,10168.81,42.0,417.0,4199.0,624.0,93611.0,6139039.0,11237316.0,Normal,Very High
Cedar Hills,UT,20087.33018,37609.83847,96.0,598.0,6789.0,248.0,33356.0,8373365.0,4004134.0,Normal,High
Cedar Lake,IN,29705.088,46114.93447,154.0,1688.0,14305.0,498.0,83550.0,24389314.0,10029623.0,High,Very High
Cedar Park,TX,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cedar Point,KS,142.3988986,250.62049190000002,2.0,17.0,171.0,7.0,1103.0,307169.0,132454.0,Normal,Normal
Cedar Rapids,IA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cedar Rapids,NE,860.4976441,1378.365943,20.0,1102.0,11327.0,4.0,776.0,12259815.0,93174.0,High,Normal
Cedar Springs,MI,8515.859243,12831.52766,67.0,1387.0,11659.0,0.0,0.0,15217740.0,0.0,High,Normal
Cedar Vale,KS,505.61239639999997,760.3166808999997,20.0,252.0,2000.0,34.0,5302.0,3601975.0,636470.0,Normal,Normal
Cedar Valley,OK,231.72457450000002,400.3920423,5.0,48.0,636.0,11.0,1586.0,1350478.0,190443.0,Normal,Normal
Cedarburg,WI,89578.65224,151360.4659,164.0,2717.0,23423.0,638.0,93836.0,39934450.0,11264359.0,High,Very High
Cedaredge,CO,12726.30058,22013.445519999997,71.0,450.0,4885.0,117.0,21393.0,8560856.0,2568108.0,Normal,Normal
Cedarville,AR,3371.819823,3550.6019520000004,17.0,95.0,1220.0,0.0,7.0,1945903.0,834.0,Normal,Normal
Cedarville,IL,930.200231,1981.881671,8.0,53.0,610.0,33.0,5491.0,1039722.0,659207.0,Normal,Normal
Cedarville,OH,3657.031985,5205.880215,51.0,309.0,3220.0,70.0,12731.0,5490149.0,1528268.0,Normal,Normal
Celeste,TX,954.6318259999999,1605.829102,19.0,148.0,1763.0,12.0,1766.0,2361297.0,212012.0,Normal,Normal
Celina,OH,23604.37764,39077.34378,267.0,2320.0,25981.0,487.0,100061.0,44295355.0,12011605.0,High,Very High
Celina,TN,2779.693610000001,3554.746526,31.0,417.0,4199.0,0.0,27.0,6139039.0,3269.0,Normal,Normal
Celina,TX,38026.56716000001,61624.00752000001,73.0,893.0,10643.0,66.0,9828.0,14251313.0,1179824.0,High,Normal
Cement,OK,829.4953558,981.2614018999999,6.0,49.0,642.0,9.0,1357.0,1361759.0,162861.0,Normal,Normal
Cement City,MI,476.48252180000003,1091.792938,10.0,94.0,796.0,21.0,3187.0,1039344.0,382541.0,Normal,Normal
Centennial,CO,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Center,CO,2520.046903,2544.621456,24.0,130.0,1411.0,68.0,12613.0,2472447.0,1514152.0,Normal,Normal
Center,ND,26.37442591,57.36197099,14.0,136.0,1535.0,26.0,4872.0,1661281.0,584826.0,Normal,Normal
Center,NE,72.04961291,123.3368771,1.0,14.0,172.0,0.0,51.0,186386.0,6118.0,Normal,Normal
Center,PA,6221.92,10168.81,42.0,417.0,4199.0,176.0,23681.0,6139039.0,2842812.0,Normal,Normal
Center,TX,29809.082169999998,64346.21407,174.0,2623.0,31258.0,254.0,39246.0,66325814.0,4711186.0,Very High,High
Center City,MN,764.0223802999999,1299.701627,12.0,82.0,827.0,34.0,5852.0,894875.0,702515.0,Normal,Normal
Center Harbor,NH,16276.68911,21799.300069999998,38.0,353.0,2422.0,0.0,0.0,2628244.0,0.0,Normal,Normal
Center Line,MI,29987.751210000002,47052.3461,183.0,3601.0,37424.0,827.0,7021.0,48847594.0,842786.0,Very High,Normal
Center Point,IA,3633.4546560000003,4675.6847179999995,55.0,253.0,2765.0,184.0,28762.0,2992624.0,3452671.0,Normal,High
Centerburg,OH,2436.194955,4763.7497950000015,40.0,292.0,2880.0,50.0,9097.0,4910363.0,1092026.0,Normal,Normal
Centerfield,UT,330.0963367,967.0242333999997,12.0,96.0,1094.0,49.0,6595.0,1349318.0,791680.0,Normal,Normal
Centerport,PA,94.6157937,184.69767980000003,2.0,5.0,56.0,3.0,327.0,108250.0,39269.0,Normal,Normal
Centerton,AR,20023.36365,31898.62168,59.0,1908.0,24576.0,0.0,0.0,52147286.0,0.0,High,Normal
Centertown,KY,588.6870835,789.4141597,7.0,108.0,1138.0,8.0,1147.0,1908171.0,137664.0,Normal,Normal
Centerville,IA,26013.241280000002,60495.26388,181.0,1478.0,16179.0,598.0,90012.0,17511220.0,10805310.0,High,Very High
Centerville,MN,4012.13356,7147.898728,26.0,1619.0,16320.0,292.0,48552.0,17664284.0,5828317.0,High,High
Centerville,NY,180.3689089,374.87229410000003,5.0,30.0,280.0,4.0,770.0,504104.0,92452.0,Normal,Normal
Centerville,OH,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Centerville,PA,40355.64687,72959.53526,54.0,1114.0,12834.0,157.0,20647.0,21974376.0,2478414.0,High,Normal
Centerville,SD,1932.7525679999999,3778.4897869999995,26.0,217.0,2266.0,38.0,6623.0,2452995.0,795011.0,Normal,Normal
Centerville,UT,6221.92,10168.81,202.0,2652.0,30087.0,47.0,7021.0,37110022.0,842786.0,Very High,Normal
Centrahoma,OK,99.22692333,217.21297510000002,0.0,3.0,34.0,1.0,178.0,72679.0,21363.0,Normal,Normal
Central,LA,6221.92,10168.81,326.0,417.0,4199.0,681.0,85956.0,6139039.0,10318368.0,Normal,Very High
Central City,AR,162.6809928,251.24749580000002,5.0,32.0,433.0,0.0,0.0,919310.0,0.0,Normal,Normal
Central City,CO,12873.13469,18280.062990000002,16.0,442.0,4770.0,58.0,10562.0,8358284.0,1267947.0,Normal,Normal
Central City,IA,790.4098041,1853.733515,39.0,169.0,1845.0,67.0,10411.0,1997268.0,1249710.0,Normal,Normal
Central City,IL,1090.491111,2129.898407,34.0,1068.0,12000.0,0.0,0.0,12259676.0,0.0,High,Normal
Central City,KY,15983.45403,23292.493,125.0,1468.0,15695.0,159.0,22302.0,26309969.0,2677137.0,High,Normal
Central City,NE,18838.84882,47983.969339999996,79.0,263.0,2506.0,89.0,15432.0,2712256.0,1852549.0,Normal,Normal
Central Falls,RI,83271.11841,136633.5076,241.0,417.0,42021.0,47.0,7021.0,45604180.0,842786.0,Very High,Normal
Central Lake,MI,2136.335563,3307.706338,33.0,211.0,1774.0,0.0,0.0,2315995.0,0.0,Normal,Normal
Central Point,OR,34279.6104,55711.36961,201.0,3530.0,38466.0,504.0,52440.0,47445089.0,6295053.0,Very High,High
Centralia,IL,39854.40584,87046.40151,296.0,417.0,4199.0,38.0,4305.0,65987017.0,516813.0,Normal,Normal
Centralia,KS,2241.313236,3768.880096,28.0,237.0,2379.0,0.0,9.0,4284723.0,1081.0,Normal,Normal
Centralia,WA,6221.92,10168.81,42.0,3986.0,48460.0,585.0,69758.0,59771070.0,8373940.0,Very High,High
Centre,PA,20282.4088,38319.54829,68.0,245.0,2788.0,45.0,5566.0,5373109.0,668187.0,Normal,Normal
Centre Hall,PA,1486.01514,2190.819255,45.0,302.0,3484.0,162.0,20506.0,5940310.0,2461542.0,Normal,Normal
Centreville,IL,7788.658976000002,12399.0728,43.0,1116.0,12549.0,0.0,0.0,12820518.0,0.0,High,Normal
Centreville,MD,6314.636758,10234.24798,88.0,1389.0,11688.0,0.0,0.0,22524319.0,0.0,High,Normal
Centreville,MI,3647.2928850000003,6456.47139,34.0,232.0,1976.0,42.0,6403.0,2579300.0,768643.0,Normal,Normal
Centreville,MS,14058.141309999999,37101.653589999994,28.0,232.0,2981.0,4.0,322.0,4756120.0,38672.0,Normal,Normal
Ceredo,OH,4951.276496,8730.592972,62.0,762.0,8413.0,92.0,11644.0,14342606.0,1397778.0,Normal,Normal
Ceres,CA,6221.92,10168.81,42.0,3103.0,22738.0,47.0,7021.0,30445938.0,842786.0,High,Normal
Ceres,NY,79.12327772,172.08591299999995,2.0,10.0,98.0,3.0,474.0,189183.0,56885.0,Normal,Normal
Ceres,PA,105.49770359999998,229.447884,2.0,10.0,98.0,3.0,474.0,189183.0,56885.0,Normal,Normal
Ceresco,NE,613.2803932,548.1964866000002,18.0,94.0,1103.0,15.0,2561.0,1193977.0,307432.0,Normal,Normal
Cerritos,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cerro Gordo,IL,4647.033378,5606.967044,17.0,165.0,1846.0,80.0,10526.0,1885459.0,1263562.0,Normal,Normal
Ceylon,MN,565.3754307,668.7630792,12.0,127.0,1333.0,0.0,0.0,1442659.0,34.0,Normal,Normal
Chadds Ford,DE,18085.95864,31447.99763,91.0,1553.0,15297.0,413.0,49951.0,29479511.0,5996302.0,High,High
Chadds Ford,PA,72343.83457,125791.9905,91.0,1553.0,15297.0,413.0,49951.0,29479511.0,5996302.0,High,High
Chadron,NE,23773.73219,56250.63733,175.0,230.0,1281.0,0.0,0.0,2244354.0,0.0,Normal,Normal
Chadwick,IL,220.03735260000002,424.0188633,18.0,58.0,662.0,58.0,9613.0,716513.0,1153969.0,Normal,Normal
Chagrin Falls,OH,31538.7436,52488.64915,139.0,2899.0,26924.0,700.0,7021.0,45902227.0,842786.0,High,Normal
Chain O' Lakes,WI,275.446148,729.607846,13.0,155.0,1450.0,35.0,5177.0,1892718.0,621467.0,Normal,Normal
Chalfant,PA,1007.778183,1579.949891,28.0,322.0,3426.0,138.0,18686.0,5841595.0,2243163.0,Normal,Normal
Chalfont,PA,18741.84908,32769.38598,84.0,678.0,7532.0,145.0,17598.0,14514712.0,2112492.0,Normal,Normal
Challis,ID,6468.908989000001,10459.71941,32.0,397.0,5553.0,0.0,12.0,6848812.0,1410.0,Normal,Normal
Chalmers,IN,90.92873479,179.5809351,8.0,56.0,481.0,25.0,4163.0,819492.0,499680.0,Normal,Normal
Chama,NM,6244.487567,10211.25251,32.0,421.0,4327.0,19.0,3502.0,5556877.0,420361.0,Normal,Normal
Chamberlain,SD,70296.22408,164189.6546,100.0,3002.0,37675.0,0.0,0.0,40778350.0,0.0,Very High,Normal
Chambers,NE,745.8787721,911.9112301000001,7.0,40.0,375.0,0.0,0.0,405499.0,0.0,Normal,Normal
Chambersburg,PA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Champaign,IL,6221.92,10168.81,42.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Champion,NY,27910.44071000001,51641.068,75.0,1116.0,10618.0,218.0,43405.0,19118080.0,5210504.0,High,High
Champlain,NY,50910.38877,63607.67732,189.0,2390.0,22461.0,47.0,7021.0,40442620.0,842786.0,High,Normal
Champlin,MN,6221.92,10168.81,242.0,2655.0,26630.0,47.0,7021.0,28823122.0,842786.0,High,Normal
Chanceford,PA,24070.66731,36985.20755,71.0,323.0,3558.0,107.0,13289.0,6857110.0,1595232.0,Normal,Normal
Chancellor,SD,26.37442591,57.36197099,6.0,86.0,883.0,34.0,6397.0,956094.0,767963.0,Normal,Normal
Chandler,AZ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Chandler,MN,112.87182140000002,239.6813733,8.0,60.0,606.0,0.0,0.0,655479.0,1.0,Normal,Normal
Chandler,OK,11031.61047,18103.039409999998,91.0,994.0,13066.0,173.0,25185.0,27723160.0,3023296.0,High,High
Chandler,TX,11718.2714,18539.7361,60.0,585.0,6972.0,59.0,8910.0,9335934.0,1069563.0,Normal,Normal
Chandlerville,IL,579.9325072,762.4812473999997,15.0,124.0,1389.0,0.0,0.0,1418990.0,0.0,Normal,Normal
Chanhassen,MN,6221.92,10168.81,307.0,417.0,4199.0,47.0,7021.0,61506321.0,842786.0,Normal,Normal
Channahon,IL,73036.12832999999,119381.9375,78.0,3636.0,41578.0,47.0,7021.0,70885786.0,842786.0,Very High,Normal
Channing,TX,26.37442591,57.36197099,6.0,134.0,1599.0,8.0,1146.0,3393367.0,137520.0,Normal,Normal
Chanute,KS,34078.02542,72776.72782,254.0,4437.0,44615.0,616.0,85499.0,6139039.0,10263543.0,Very High,Very High
Chapin,IL,252.132457,220.84644550000002,3.0,33.0,368.0,0.0,0.0,375599.0,0.0,Normal,Normal
Chaplin,CT,14246.95194,22689.561,49.0,355.0,2227.0,0.0,0.0,2417384.0,0.0,Normal,Normal
Chapman,KS,2121.12072,3581.00371,16.0,195.0,1951.0,23.0,3169.0,3514158.0,380444.0,Normal,Normal
Chapman,ME,498.14344410000007,1344.49175,1.0,7.0,56.0,0.0,0.0,60272.0,0.0,Normal,Normal
Chapman,PA,1046.547796,1040.9638439999999,15.0,70.0,835.0,11.0,1361.0,1608978.0,163403.0,Normal,Normal
Chappell,NE,2067.7630440000007,3005.30122,15.0,122.0,1103.0,0.0,0.0,1932324.0,0.0,Normal,Normal
