,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,k distances,local outlier factor
2439,2646.632741289176,3613.084403812274,46.0,21.0,271.0,82.0,15210.0,292929.0,1825817.0,1524306.0136489323,2.4419558350059845
2011,517980.7849558514,990091.5069397944,821.0,19360.0,134946.0,12285.0,1853817.0,146452849.0,222537178.0,187980125.86265612,2.4809237543814886
4300,332666.7557758213,511298.77959453955,337.0,6437.0,72413.0,7555.0,1001670.0,73978304.0,120243159.0,97411014.5256824,2.5220242076976263
7301,4145116.930002539,8213674.964509575,3084.0,56297.0,727435.0,9378.0,1271199.0,1160728219.0,152598096.0,872847170.7286032,2.53284902197903
3114,3171125.43007896,6092872.735960054,6132.0,48410.0,605460.0,21259.0,3962859.0,1060953946.0,475712266.0,874914426.7143555,2.5568376325915523
10803,3834.0296230181693,8476.765728699422,26.0,231.0,2596.0,623.0,81973.0,2651782.0,9840312.0,7860501.179321406,2.578352551260785
883,27922.3077692264,40127.716915824596,65.0,846.0,9522.0,1496.0,196794.0,9728019.0,23623730.0,18763362.656581532,2.6349251646583003
14227,3523031.6930675227,7043766.028634053,4719.0,99232.0,1000029.0,25128.0,4368492.0,1082395538.0,524405535.0,916184389.3310746,2.687216480793605
2560,2709790.4255838045,5081890.51653036,2429.0,89753.0,938355.0,6799.0,761689.0,1205148169.0,91435142.0,911838968.1574458,2.6917361412648857
7188,569069.9023531552,1003544.1972080598,1496.0,120371.0,934773.0,12882.0,1507875.0,1251670724.0,181009373.0,963688026.606319,2.8050031834466838
13078,7847451.188682323,14853796.976575725,5795.0,126826.0,923123.0,23332.0,2819642.0,1236070021.0,338477360.0,980064049.1082084,2.8471930828462577
13134,3538750.173690249,6024309.381030322,3926.0,86172.0,978022.0,27230.0,3667865.0,1206312453.0,440300340.0,988223325.8093932,2.8845795711494873
14915,2187146.535405286,4003694.320798929,5329.0,78043.0,725169.0,16865.0,3077780.0,1236336614.0,369465039.0,990180024.3837415,2.884981800996669
14916,4374293.070810572,8007388.641597859,5329.0,78043.0,725169.0,16865.0,3077780.0,1236336614.0,369465039.0,990205296.9748045,2.885071504980865
12234,3611.969437777184,5592.03064341682,48.0,364.0,4097.0,945.0,124339.0,4185186.0,14925956.0,12053602.062155487,2.8926765828338166
2912,9312877.35754344,16393612.477400275,6965.0,71998.0,594990.0,27369.0,5609142.0,1014395339.0,673336477.0,947027795.3709878,2.925942083177884
5390,2986505.8028749367,5789419.089619147,6081.0,177472.0,956898.0,21047.0,2543025.0,1281295004.0,305271598.0,1014382368.1653744,2.9602867462220113
684,3385704.97467924,5900962.476947699,3317.0,68593.0,739810.0,9372.0,1715876.0,1296378455.0,205978388.0,1011179589.7606761,2.9667643531429793
3881,3654523.407134438,6872552.851372292,5842.0,107892.0,1181388.0,17880.0,3042259.0,1278691515.0,365200917.0,1028578324.1771357,3.0129823197794723
3888,19283601.909915823,33799719.23720817,13202.0,101587.0,993116.0,0.0,0.0,1296255508.0,14.0,1003021437.8292726,3.0193308508053924
